ref id,Predicted,Actual
44778,['Health', 'Society', 'Business', 'Science'],['Society']
37023,['Games', 'Arts', 'Sports', 'Society'],['Reference']
38907,['Recreation', 'Reference', 'Health', 'Computers'],['Reference']
51857,['Recreation', 'Games', 'Computers', 'Reference'],['Games']
38413,['Sports', 'Society', 'Recreation', 'Shopping'],['Sports']
27543,['Shopping', 'Society', 'Computers', 'Sports'],['Shopping']
35517,['Shopping', 'Sports', 'Reference', 'Recreation'],['Reference']
7978,['Computers', 'Business', 'Shopping', 'Games'],['Computers']
29900,['Reference', 'Health', 'Computers', 'Sports'],['Business']
52769,['Shopping', 'Science', 'Reference', 'Recreation'],['Business']
24775,['Science', 'Arts', 'Reference', 'Recreation'],['Business']
6081,['Computers', 'Business', 'Society', 'Arts'],['Computers']
54417,['Sports', 'Health', 'Arts', 'Shopping'],['Computers']
39215,['Health', 'Business', 'Science', 'Arts'],['Business']
32786,['Health', 'Business', 'Computers', 'Arts'],['Reference']
30666,['Games', 'Science', 'Reference', 'Computers'],['Games']
11575,['Games', 'Arts', 'Society', 'Science'],['Reference']
39598,['Science', 'Business', 'Shopping', 'Recreation'],['Reference']
29932,['Sports', 'Society', 'Arts', 'Shopping'],['Computers']
48668,['Computers', 'Business', 'Reference', 'Science'],['Reference']
37067,['Science', 'Games', 'Sports', 'Recreation'],['Games']
32042,['Business', 'Recreation', 'Computers', 'Reference'],['Business']
54857,['Business', 'Reference', 'Recreation', 'Arts'],['Reference']
8522,['Games', 'Computers', 'Recreation', 'Arts'],['Games']
53539,['Shopping', 'Society', 'Adult', 'Sports'],['Shopping']
14617,['Reference', 'Recreation', 'Computers', 'Business'],['Reference']
5145,['Sports', 'Society', 'Shopping', 'Science'],['Shopping']
53670,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
46744,['Computers', 'Games', 'Science', 'Recreation'],['Computers']
25869,['Sports', 'Games', 'Society', 'Health'],['Sports']
14158,['Computers', 'Recreation', 'Shopping', 'Reference'],['Reference']
29219,['Computers', 'Sports', 'Arts', 'Shopping'],['Computers']
44533,['Sports', 'Business', 'Recreation', 'Society'],['Society']
48779,['Sports', 'Computers', 'Society', 'Shopping'],['Computers']
36359,['Sports', 'Society', 'Business', 'Shopping'],['Society']
25105,['Computers', 'Sports', 'Shopping', 'Society'],['Computers']
44024,['Business', 'Computers', 'Shopping', 'Reference'],['Business']
57889,['Sports', 'Society', 'Arts', 'Health'],['Society']
50441,['Computers', 'Business', 'Society', 'Science'],['Computers']
38369,['Games', 'Science', 'Business', 'Sports'],['Games']
35937,['Games', 'Recreation', 'Computers', 'Sports'],['Games']
36688,['Games', 'Recreation', 'Health', 'Computers'],['Games']
10973,['Business', 'Reference', 'Computers', 'Sports'],['Reference']
27645,['Society', 'Business', 'Health', 'Sports'],['Society']
3604,['Sports', 'Society', 'Adult', 'Shopping'],['Sports']
7313,['Sports', 'Arts', 'Society', 'Shopping'],['Society']
13587,['Shopping', 'Society', 'Sports', 'Science'],['Society']
7173,['Business', 'Computers', 'Shopping', 'Health'],['Computers']
41325,['Sports', 'Society', 'Business', 'Shopping'],['Sports']
33631,['Arts', 'Computers', 'Reference', 'Recreation'],['Business']
53718,['Society', 'Business', 'Sports', 'Recreation'],['Society']
41473,['Society', 'Health', 'Arts', 'Sports'],['Society']
43468,['Computers', 'Sports', 'Society', 'Arts'],['Reference']
24806,['Shopping', 'Recreation', 'Sports', 'Society'],['Shopping']
54306,['Society', 'Shopping', 'Computers', 'Sports'],['Society']
37397,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
28188,['Computers', 'Business', 'Shopping', 'Society'],['Sports']
9105,['Computers', 'Arts', 'Society', 'Sports'],['Computers']
30985,['Shopping', 'Recreation', 'Arts', 'Sports'],['Sports']
45951,['Business', 'Health', 'Science', 'Computers'],['Business']
58895,['Computers', 'Reference', 'Shopping', 'Science'],['Reference']
33125,['Shopping', 'Arts', 'Society', 'Business'],['Sports']
46884,['Games', 'Arts', 'Sports', 'Society'],['Games']
34307,['Business', 'Health', 'Society', 'Reference'],['Business']
49130,['Society', 'Arts', 'Computers', 'Sports'],['Society']
32726,['Recreation', 'Computers', 'Business', 'Reference'],['Reference']
29577,['Adult', 'Recreation', 'Society', 'Games'],['Games']
52547,['Society', 'Computers', 'Shopping', 'Science'],['Computers']
24786,['Science', 'Business', 'Recreation', 'Health'],['Science', 'Business']
36800,['Society', 'Sports', 'Health', 'Business'],['Society']
9142,['Computers', 'Society', 'Science', 'Business'],['Computers']
29443,['Recreation', 'Shopping', 'Science', 'Computers'],['Business']
6126,['Science', 'Business', 'Reference', 'Recreation'],['Reference']
56915,['Reference', 'Health', 'Business', 'Science'],['Reference']
48031,['Society', 'Arts', 'Sports', 'Science'],['Society']
44926,['Business', 'Sports', 'Recreation', 'Health'],['Business']
52544,['Games', 'Sports', 'Society', 'Shopping'],['Games']
25973,['Business', 'Shopping', 'Computers', 'Science'],['Business']
38747,['Games', 'Sports', 'Society', 'Shopping'],['Games']
21599,['Recreation', 'Computers', 'Shopping', 'Reference'],['Business']
21510,['Sports', 'Business', 'Arts', 'Society'],['Sports']
47583,['Health', 'Science', 'Recreation', 'Business'],['Business']
54458,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
50001,['Science', 'Health', 'Business', 'Society'],['Business']
50609,['Business', 'Society', 'Recreation', 'Health'],['Computers']
29278,['Computers', 'Shopping', 'Recreation', 'Science'],['Business']
11212,['Recreation', 'Business', 'Science', 'Health'],['Business']
45430,['Society', 'Business', 'Shopping', 'Arts'],['Society']
6468,['Computers', 'Reference', 'Recreation', 'Games'],['Reference']
14225,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
52973,['Games', 'Recreation', 'Sports', 'Society'],['Games']
47871,['Business', 'Shopping', 'Recreation', 'Computers'],['Computers']
54895,['Business', 'Recreation', 'Health', 'Arts'],['Business']
25295,['Recreation', 'Reference', 'Science', 'Games'],['Reference']
6145,['Recreation', 'Science', 'Business', 'Health'],['Computers']
40860,['Society', 'Sports', 'Science', 'Health'],['Society']
46499,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
827,['Business', 'Recreation', 'Sports', 'Society'],['Business']
6123,['Society', 'Health', 'Arts', 'Science'],['Society']
45762,['Society', 'Arts', 'Shopping', 'Science'],['Society']
54156,['Computers', 'Business', 'Arts', 'Sports'],['Computers']
44582,['Business', 'Society', 'Science', 'Health'],['Business']
54269,['Games', 'Sports', 'Recreation', 'Society'],['Sports']
16598,['Computers', 'Shopping', 'Science', 'Business'],['Business']
27861,['Reference', 'Recreation', 'Science', 'Games'],['Reference']
6656,['Reference', 'Science', 'Arts', 'Recreation'],['Reference']
39248,['Reference', 'Computers', 'Sports', 'Society'],['Reference']
13602,['Computers', 'Business', 'Recreation', 'Arts'],['Business']
10672,['Society', 'Business', 'Sports', 'Shopping'],['Society']
16617,['Computers', 'Business', 'Science', 'Recreation'],['Business']
2387,['Computers', 'Science', 'Recreation', 'Arts'],['Reference']
49004,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
55255,['Business', 'Computers', 'Health', 'Sports'],['Computers']
48742,['Society', 'Sports', 'Health', 'Arts'],['Society']
37824,['Shopping', 'Computers', 'Business', 'Society'],['Computers']
58656,['Sports', 'Society', 'Health', 'Shopping'],['Sports']
51832,['Business', 'Sports', 'Computers', 'Shopping'],['Computers']
5878,['Sports', 'Games', 'Society', 'Shopping'],['Sports']
15347,['Games', 'Arts', 'Sports', 'Society'],['Games']
13216,['Computers', 'Business', 'Sports', 'Society'],['Computers']
16542,['Computers', 'Society', 'Sports', 'Arts'],['Society']
4935,['Recreation', 'Reference', 'Games', 'Computers'],['Reference']
48165,['Business', 'Computers', 'Society', 'Shopping'],['Computers']
25310,['Shopping', 'Science', 'Recreation', 'Computers'],['Business']
28910,['Business', 'Recreation', 'Shopping', 'Computers'],['Business']
4372,['Computers', 'Society', 'Business', 'Reference'],['Computers']
29837,['Society', 'Business', 'Sports', 'Science'],['Society']
21725,['Computers', 'Recreation', 'Arts', 'Games'],['Games']
37123,['Sports', 'Society', 'Shopping', 'Recreation'],['Society']
14923,['Society', 'Arts', 'Sports', 'Shopping'],['Computers']
13553,['Computers', 'Society', 'Sports', 'Shopping'],['Computers']
7057,['Society', 'Sports', 'Arts', 'Shopping'],['Society']
22751,['Computers', 'Science', 'Recreation', 'Adult'],['Games']
45699,['Arts', 'Business', 'Reference', 'Recreation'],['Games']
33023,['Computers', 'Business', 'Arts', 'Science'],['Reference']
53595,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
17824,['Recreation', 'Reference', 'Computers', 'Shopping'],['Reference']
39547,['Computers', 'Sports', 'Society', 'Health'],['Computers']
58761,['Business', 'Science', 'Sports', 'Society'],['Reference']
54704,['Health', 'Games', 'Shopping', 'Business'],['Games']
47501,['Computers', 'Shopping', 'Sports', 'Society'],['Computers']
37136,['Business', 'Recreation', 'Shopping', 'Health'],['Business']
17144,['Arts', 'Recreation', 'Games', 'Shopping'],['Games']
21638,['Business', 'Health', 'Arts', 'Recreation'],['Business']
50373,['Games', 'Health', 'Computers', 'Reference'],['Reference']
1617,['Society', 'Computers', 'Business', 'Sports'],['Society']
42078,['Computers', 'Society', 'Science', 'Recreation'],['Computers']
2094,['Business', 'Computers', 'Science', 'Reference'],['Reference']
11791,['Sports', 'Shopping', 'Society', 'Reference'],['Sports']
16519,['Arts', 'Society', 'Computers', 'Sports'],['Computers']
50488,['Sports', 'Shopping', 'Society', 'Science'],['Sports']
44735,['Business', 'Computers', 'Sports', 'Society'],['Reference']
31028,['Computers', 'Sports', 'Society', 'Shopping'],['Computers']
32320,['Business', 'Sports', 'Health', 'Society'],['Sports']
41432,['Games', 'Science', 'Computers', 'Business'],['Games']
35565,['Society', 'Recreation', 'Sports', 'Shopping'],['Society']
49734,['Computers', 'Society', 'Health', 'Sports'],['Computers']
25778,['Computers', 'Games', 'Reference', 'Arts'],['Computers']
5548,['Computers', 'Health', 'Business', 'Reference'],['Reference']
49315,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
33079,['Science', 'Computers', 'Business', 'Reference'],['Reference']
52050,['Society', 'Recreation', 'Arts', 'Sports'],['Society']
28037,['Business', 'Society', 'Shopping', 'Health'],['Society']
8240,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
32488,['Computers', 'Business', 'Society', 'Reference'],['Society']
40133,['Business', 'Science', 'Recreation', 'Health'],['Reference']
30740,['Business', 'Science', 'Sports', 'Shopping'],['Business']
6681,['Science', 'Health', 'Business', 'Reference'],['Health', 'Business']
22822,['Society', 'Sports', 'Arts', 'Reference'],['Society']
15734,['Recreation', 'Arts', 'Society', 'Shopping'],['Computers']
30288,['Business', 'Shopping', 'Computers', 'Sports'],['Computers']
58545,['Shopping', 'Sports', 'Society', 'Science'],['Society']
28785,['Business', 'Shopping', 'Games', 'Science'],['Games']
19781,['Health', 'Society', 'Business', 'Sports'],['Business']
20290,['Business', 'Science', 'Health', 'Society'],['Reference']
36817,['Computers', 'Business', 'Society', 'Shopping'],['Business']
37518,['Sports', 'Shopping', 'Computers', 'Arts'],['Computers', 'Reference']
8603,['Sports', 'Business', 'Society', 'Shopping'],['Sports']
16028,['Computers', 'Health', 'Science', 'Recreation'],['Reference']
29322,['Sports', 'Games', 'Business', 'Society'],['Sports']
5319,['Sports', 'Shopping', 'Society', 'Science'],['Sports']
7677,['Business', 'Arts', 'Shopping', 'Science'],['Business']
11351,['Computers', 'Society', 'Arts', 'Shopping'],['Computers']
17538,['Society', 'Shopping', 'Business', 'Recreation'],['Society']
21850,['Sports', 'Shopping', 'Society', 'Computers'],['Society']
38911,['Games', 'Shopping', 'Arts', 'Sports'],['Games']
7286,['Sports', 'Games', 'Society', 'Shopping'],['Sports']
47012,['Business', 'Science', 'Recreation', 'Health'],['Business']
36286,['Science', 'Business', 'Recreation', 'Health'],['Business']
34914,['Games', 'Society', 'Business', 'Sports'],['Games']
21893,['Games', 'Recreation', 'Computers', 'Sports'],['Games']
52615,['Society', 'Shopping', 'Science', 'Computers'],['Society']
23935,['Science', 'Health', 'Business', 'Sports'],['Business']
47561,['Science', 'Computers', 'Recreation', 'Sports'],['Reference']
24975,['Business', 'Health', 'Recreation', 'Sports'],['Reference']
24212,['Games', 'Computers', 'Business', 'Sports'],['Reference']
20636,['Shopping', 'Sports', 'Games', 'Computers'],['Society']
19663,['Science', 'Business', 'Reference', 'Health'],['Reference']
53689,['Sports', 'Games', 'Society', 'Shopping'],['Sports']
23791,['Business', 'Science', 'Health', 'Computers'],['Business']
38635,['Shopping', 'Society', 'Computers', 'Business'],['Society']
54815,['Reference', 'Science', 'Health', 'Computers'],['Reference']
42052,['Computers', 'Science', 'Sports', 'Society'],['Computers']
8370,['Business', 'Science', 'Recreation', 'Reference'],['Reference']
22467,['Computers', 'Shopping', 'Business', 'Arts'],['Computers']
2692,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
9278,['Games', 'Recreation', 'Society', 'Science'],['Games']
32781,['Games', 'Arts', 'Adult', 'Sports'],['Games']
41813,['Society', 'Business', 'Sports', 'Shopping'],['Society']
29747,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
13259,['Games', 'Health', 'Computers', 'Arts'],['Games']
3248,['Reference', 'Arts', 'Recreation', 'Sports'],['Reference']
11762,['Games', 'Shopping', 'Computers', 'Sports'],['Games']
659,['Computers', 'Business', 'Sports', 'Society'],['Reference']
9637,['Society', 'Shopping', 'Business', 'Sports'],['Society']
33954,['Computers', 'Business', 'Society', 'Reference'],['Computers']
1523,['Computers', 'Arts', 'Sports', 'Society'],['Computers']
51552,['Recreation', 'Health', 'Arts', 'Science'],['Reference']
46108,['Games', 'Society', 'Sports', 'Computers'],['Computers']
44964,['Society', 'Health', 'Recreation', 'Games'],['Society']
58978,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
11068,['Business', 'Computers', 'Science', 'Sports'],['Business']
24533,['Business', 'Recreation', 'Arts', 'Science'],['Games']
32706,['Reference', 'Arts', 'Recreation', 'Computers'],['Reference']
4162,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
25696,['Reference', 'Science', 'Health', 'Business'],['Reference']
29812,['Society', 'Sports', 'Shopping', 'Science'],['Society']
55470,['Recreation', 'Shopping', 'Science', 'Health'],['Games']
48029,['Games', 'Sports', 'Society', 'Shopping'],['Games']
58210,['Recreation', 'Business', 'Reference', 'Games'],['Games']
3018,['Arts', 'Sports', 'Society', 'Science'],['Reference']
26511,['Business', 'Recreation', 'Society', 'Shopping'],['Business']
15883,['Shopping', 'Games', 'Health', 'Business'],['Computers']
29329,['Recreation', 'Computers', 'Shopping', 'Business'],['Computers']
47704,['Reference', 'Arts', 'Business', 'Computers'],['Reference']
7403,['Games', 'Sports', 'Society', 'Shopping'],['Games']
16809,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
50340,['Computers', 'Business', 'Society', 'Science'],['Business']
16735,['Society', 'Arts', 'Shopping', 'Business'],['Computers']
49763,['Business', 'Computers', 'Society', 'Shopping'],['Business']
29207,['Shopping', 'Business', 'Computers', 'Sports'],['Shopping']
40671,['Games', 'Sports', 'Society', 'Shopping'],['Games']
16052,['Shopping', 'Recreation', 'Arts', 'Health'],['Reference']
58722,['Society', 'Business', 'Sports', 'Recreation'],['Society']
57223,['Recreation', 'Computers', 'Sports', 'Society'],['Computers']
29357,['Games', 'Science', 'Recreation', 'Reference'],['Games']
42043,['Science', 'Reference', 'Health', 'Business'],['Reference']
49205,['Health', 'Science', 'Business', 'Shopping'],['Business']
32124,['Arts', 'Business', 'Sports', 'Society'],['Business']
47137,['Health', 'Reference', 'Society', 'Science'],['Reference']
50844,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
41802,['Society', 'Health', 'Business', 'Sports'],['Sports']
28377,['Sports', 'Shopping', 'Society', 'Science'],['Sports']
57242,['Reference', 'Computers', 'Business', 'Science'],['Reference']
57077,['Society', 'Computers', 'Sports', 'Science'],['Society']
4707,['Society', 'Sports', 'Reference', 'Shopping'],['Sports']
47289,['Recreation', 'Computers', 'Business', 'Reference'],['Business']
15232,['Society', 'Sports', 'Arts', 'Shopping'],['Society']
55364,['Business', 'Recreation', 'Society', 'Shopping'],['Games']
52425,['Shopping', 'Arts', 'Sports', 'Society'],['Computers']
52811,['Sports', 'Recreation', 'Society', 'Health'],['Sports']
46728,['Reference', 'Business', 'Arts', 'Society'],['Reference']
25585,['Society', 'Health', 'Computers', 'Arts'],['Society']
41785,['Games', 'Computers', 'Business', 'Reference'],['Games']
3230,['Recreation', 'Computers', 'Arts', 'Sports'],['Computers']
36746,['Computers', 'Business', 'Arts', 'Games'],['Reference']
14835,['Recreation', 'Sports', 'Society', 'Science'],['Society']
31158,['Computers', 'Sports', 'Society', 'Business'],['Computers']
32808,['Sports', 'Society', 'Reference', 'Shopping'],['Sports']
28389,['Computers', 'Arts', 'Sports', 'Games'],['Computers']
1116,['Society', 'Science', 'Business', 'Arts'],['Reference']
48604,['Computers', 'Reference', 'Shopping', 'Sports'],['Computers']
47339,['Reference', 'Recreation', 'Arts', 'Science'],['Reference']
2334,['Computers', 'Business', 'Arts', 'Sports'],['Computers']
40598,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
34434,['Business', 'Reference', 'Computers', 'Sports'],['Business']
35072,['Society', 'Sports', 'Science', 'Health'],['Sports']
41722,['Business', 'Science', 'Health', 'Computers'],['Business']
30659,['Society', 'Sports', 'Shopping', 'Science'],['Society']
46588,['Recreation', 'Computers', 'Adult', 'Sports'],['Sports']
27794,['Reference', 'Science', 'Recreation', 'Health'],['Reference']
59012,['Health', 'Society', 'Sports', 'Business'],['Society']
50651,['Arts', 'Shopping', 'Recreation', 'Society'],['Sports']
54446,['Society', 'Health', 'Computers', 'Shopping'],['Society']
4121,['Shopping', 'Sports', 'Society', 'Recreation'],['Sports']
28134,['Sports', 'Business', 'Society', 'Shopping'],['Sports']
16289,['Recreation', 'Science', 'Health', 'Computers'],['Reference']
48712,['Reference', 'Recreation', 'Computers', 'Arts'],['Reference']
36329,['Sports', 'Recreation', 'Health', 'Arts'],['Society']
34701,['Reference', 'Recreation', 'Games', 'Computers'],['Reference']
36475,['Society', 'Arts', 'Shopping', 'Games'],['Sports']
54570,['Games', 'Recreation', 'Arts', 'Sports'],['Games']
25902,['Society', 'Health', 'Sports', 'Shopping'],['Society']
49462,['Arts', 'Sports', 'Society', 'Reference'],['Society']
46047,['Health', 'Society', 'Adult', 'Reference'],['Society']
24665,['Shopping', 'Recreation', 'Computers', 'Health'],['Computers']
57101,['Games', 'Adult', 'Society', 'Science'],['Business']
52942,['Computers', 'Business', 'Shopping', 'Science'],['Computers']
31037,['Health', 'Science', 'Recreation', 'Computers'],['Health']
47776,['Arts', 'Sports', 'Society', 'Health'],['Sports']
30689,['Shopping', 'Business', 'Sports', 'Society'],['Computers']
9513,['Society', 'Arts', 'Shopping', 'Recreation'],['Computers']
48094,['Arts', 'Society', 'Adult', 'Sports'],['Society']
48315,['Sports', 'Business', 'Shopping', 'Computers'],['Sports']
50130,['Society', 'Health', 'Sports', 'Computers'],['Society']
33105,['Business', 'Computers', 'Society', 'Shopping'],['Business']
33821,['Computers', 'Arts', 'Society', 'Health'],['Computers']
303,['Recreation', 'Science', 'Health', 'Games'],['Business']
45345,['Recreation', 'Business', 'Computers', 'Arts'],['Business']
4798,['Health', 'Society', 'Business', 'Sports'],['Society']
36157,['Sports', 'Shopping', 'Recreation', 'Health'],['Sports']
57773,['Computers', 'Business', 'Science', 'Reference'],['Reference']
44417,['Health', 'Society', 'Science', 'Business'],['Health']
17448,['Sports', 'Society', 'Shopping', 'Arts'],['Sports']
15120,['Sports', 'Society', 'Shopping', 'Recreation'],['Sports']
39655,['Business', 'Shopping', 'Computers', 'Sports'],['Business']
26212,['Health', 'Business', 'Sports', 'Recreation'],['Health']
54015,['Health', 'Science', 'Recreation', 'Computers'],['Health']
40037,['Recreation', 'Computers', 'Science', 'Games'],['Society']
15620,['Science', 'Recreation', 'Health', 'Adult'],['Health']
10234,['Recreation', 'Health', 'Business', 'Science'],['Business']
13849,['Arts', 'Reference', 'Games', 'Recreation'],['Health']
45548,['Society', 'Shopping', 'Business', 'Arts'],['Society']
14386,['Business', 'Computers', 'Arts', 'Society'],['Computers']
5074,['Sports', 'Society', 'Shopping', 'Games'],['Sports']
39162,['Recreation', 'Arts', 'Society', 'Shopping'],['Society']
32564,['Sports', 'Society', 'Science', 'Health'],['Society']
3617,['Computers', 'Business', 'Shopping', 'Science'],['Computers']
25806,['Health', 'Recreation', 'Business', 'Sports'],['Health']
29729,['Business', 'Science', 'Recreation', 'Health'],['Business']
32430,['Science', 'Health', 'Business', 'Sports'],['Health']
15907,['Health', 'Arts', 'Science', 'Reference'],['Health']
4214,['Business', 'Recreation', 'Health', 'Society'],['Business']
7586,['Science', 'Computers', 'Business', 'Health'],['Reference']
15524,['Society', 'Arts', 'Adult', 'Shopping'],['Society']
25048,['Arts', 'Society', 'Recreation', 'Health'],['Society']
35847,['Sports', 'Society', 'Health', 'Arts'],['Sports']
25354,['Shopping', 'Business', 'Computers', 'Sports'],['Business']
24087,['Society', 'Computers', 'Sports', 'Health'],['Society']
13244,['Society', 'Arts', 'Sports', 'Shopping'],['Society']
22444,['Sports', 'Society', 'Recreation', 'Business'],['Sports']
8179,['Business', 'Society', 'Computers', 'Sports'],['Computers']
2891,['Business', 'Arts', 'Health', 'Science'],['Reference']
42972,['Society', 'Sports', 'Shopping', 'Computers'],['Sports']
41386,['Society', 'Shopping', 'Health', 'Sports'],['Computers']
50147,['Sports', 'Society', 'Shopping', 'Recreation'],['Sports']
12101,['Sports', 'Health', 'Computers', 'Games'],['Computers']
42586,['Computers', 'Society', 'Health', 'Sports'],['Computers']
53074,['Sports', 'Games', 'Arts', 'Society'],['Sports']
30657,['Sports', 'Shopping', 'Society', 'Business'],['Sports']
35536,['Business', 'Computers', 'Shopping', 'Recreation'],['Business']
37382,['Arts', 'Recreation', 'Science', 'Computers'],['Reference']
172,['Shopping', 'Recreation', 'Games', 'Adult'],['Business']
42732,['Computers', 'Business', 'Arts', 'Health'],['Computers']
32716,['Business', 'Computers', 'Health', 'Arts'],['Business']
44319,['Health', 'Shopping', 'Science', 'Reference'],['Health']
27676,['Arts', 'Sports', 'Reference', 'Society'],['Reference']
23031,['Business', 'Shopping', 'Arts', 'Science'],['Business']
27548,['Sports', 'Shopping', 'Society', 'Science'],['Sports']
3314,['Sports', 'Society', 'Shopping', 'Computers'],['Sports']
32952,['Shopping', 'Business', 'Arts', 'Health'],['Business']
9903,['Computers', 'Science', 'Reference', 'Shopping'],['Reference']
41829,['Health', 'Business', 'Society', 'Recreation'],['Health']
42657,['Reference', 'Recreation', 'Shopping', 'Science'],['Reference']
52856,['Society', 'Health', 'Arts', 'Recreation'],['Society']
33586,['Computers', 'Recreation', 'Sports', 'Society'],['Computers']
24193,['Recreation', 'Health', 'Business', 'Arts'],['Shopping', 'Reference', 'Society']
31731,['Business', 'Shopping', 'Arts', 'Games'],['Business']
6339,['Business', 'Arts', 'Sports', 'Society'],['Health']
58220,['Society', 'Arts', 'Business', 'Shopping'],['Society']
50971,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
34474,['Business', 'Shopping', 'Society', 'Computers'],['Computers']
48193,['Society', 'Computers', 'Recreation', 'Health'],['Society']
50286,['Health', 'Business', 'Science', 'Sports'],['Health']
2845,['Society', 'Recreation', 'Reference', 'Games'],['Computers']
38224,['Society', 'Science', 'Arts', 'Shopping'],['Health']
46865,['Recreation', 'Science', 'Health', 'Games'],['Reference']
10815,['Science', 'Business', 'Arts', 'Reference'],['Reference']
44754,['Health', 'Recreation', 'Science', 'Reference'],['Health']
51615,['Arts', 'Society', 'Recreation', 'Health'],['Society']
30571,['Business', 'Shopping', 'Computers', 'Society'],['Computers']
41819,['Health', 'Recreation', 'Business', 'Arts'],['Health']
6176,['Sports', 'Recreation', 'Society', 'Business'],['Sports']
44750,['Sports', 'Shopping', 'Society', 'Science'],['Sports']
35128,['Business', 'Computers', 'Health', 'Games'],['Computers']
5731,['Arts', 'Business', 'Society', 'Shopping'],['Reference']
39281,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
13625,['Health', 'Science', 'Business', 'Adult'],['Business']
50592,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
3949,['Recreation', 'Science', 'Health', 'Computers'],['Health']
47488,['Recreation', 'Arts', 'Shopping', 'Reference'],['Business']
10785,['Society', 'Business', 'Sports', 'Reference'],['Society']
24223,['Recreation', 'Computers', 'Reference', 'Business'],['Reference']
5388,['Business', 'Computers', 'Sports', 'Society'],['Business']
57952,['Computers', 'Society', 'Science', 'Business'],['Computers']
57802,['Business', 'Games', 'Arts', 'Computers'],['Business']
44854,['Business', 'Science', 'Recreation', 'Computers'],['Business']
6599,['Computers', 'Society', 'Adult', 'Science'],['Society']
51638,['Games', 'Computers', 'Reference', 'Recreation'],['Reference']
25720,['Society', 'Computers', 'Arts', 'Adult'],['Society']
23811,['Health', 'Business', 'Sports', 'Society'],['Health']
50962,['Recreation', 'Computers', 'Health', 'Arts'],['Reference']
46945,['Society', 'Shopping', 'Computers', 'Business'],['Society']
31811,['Computers', 'Arts', 'Society', 'Health'],['Computers', 'Reference']
16435,['Recreation', 'Reference', 'Arts', 'Health'],['Reference']
30001,['Health', 'Business', 'Science', 'Recreation'],['Health']
35231,['Business', 'Shopping', 'Recreation', 'Arts'],['Business']
52581,['Health', 'Recreation', 'Society', 'Science'],['Health', 'Sports']
52743,['Computers', 'Shopping', 'Business', 'Reference'],['Computers']
53947,['Sports', 'Games', 'Computers', 'Society'],['Sports']
15587,['Health', 'Science', 'Arts', 'Business'],['Health']
4032,['Recreation', 'Reference', 'Health', 'Adult'],['Health', 'Recreation']
4564,['Society', 'Health', 'Sports', 'Games'],['Society']
34935,['Business', 'Adult', 'Sports', 'Society'],['Business']
40947,['Health', 'Arts', 'Reference', 'Recreation'],['Reference']
47602,['Business', 'Science', 'Reference', 'Health'],['Business']
49526,['Business', 'Shopping', 'Sports', 'Society'],['Business']
48406,['Games', 'Recreation', 'Arts', 'Computers'],['Reference']
15561,['Society', 'Sports', 'Shopping', 'Computers'],['Society']
24569,['Health', 'Computers', 'Business', 'Sports'],['Health']
7598,['Sports', 'Society', 'Arts', 'Adult'],['Society']
36632,['Society', 'Reference', 'Computers', 'Business'],['Computers']
53003,['Recreation', 'Health', 'Adult', 'Reference'],['Reference']
13747,['Recreation', 'Computers', 'Business', 'Adult'],['Reference']
9043,['Business', 'Recreation', 'Computers', 'Science'],['Business']
24003,['Sports', 'Recreation', 'Health', 'Society'],['Adult']
47681,['Sports', 'Society', 'Shopping', 'Games'],['Computers']
21745,['Health', 'Recreation', 'Arts', 'Sports'],['Health']
2233,['Health', 'Recreation', 'Computers', 'Science'],['Health']
47515,['Society', 'Arts', 'Adult', 'Sports'],['Adult']
17411,['Health', 'Business', 'Science', 'Reference'],['Health']
17809,['Business', 'Computers', 'Sports', 'Society'],['Business']
45393,['Adult', 'Society', 'Sports', 'Shopping'],['Adult']
1649,['Health', 'Recreation', 'Society', 'Science'],['Health']
30424,['Computers', 'Business', 'Recreation', 'Health'],['Business']
2767,['Recreation', 'Business', 'Shopping', 'Computers'],['Reference']
13550,['Sports', 'Society', 'Arts', 'Shopping'],['Society']
49877,['Society', 'Health', 'Shopping', 'Recreation'],['Society']
5114,['Sports', 'Business', 'Shopping', 'Recreation'],['Computers']
32009,['Health', 'Society', 'Recreation', 'Business'],['Health']
42706,['Business', 'Recreation', 'Society', 'Shopping'],['Business']
22884,['Society', 'Shopping', 'Sports', 'Business'],['Society']
