ref id,Predicted,Actual
44778,['Society', 'Business', 'Health', 'Arts'],['Society']
27645,['Society', 'Business', 'Sports', 'Shopping'],['Society']
3604,['Computers', 'Shopping', 'Business', 'Society'],['Sports']
7313,['Sports', 'Society', 'Business', 'Recreation'],['Society']
13587,['Shopping', 'Business', 'Computers', 'Society'],['Society']
7173,['Computers', 'Business', 'Shopping', 'Science'],['Computers']
41325,['Sports', 'Society', 'Arts', 'Computers'],['Sports']
33631,['Arts', 'Business', 'Recreation', 'Shopping'],['Business']
53718,['Society', 'Business', 'Computers', 'Shopping'],['Society']
41473,['Society', 'Arts', 'Business', 'Recreation'],['Society']
43468,['Arts', 'Health', 'Games', 'Computers'],['Reference']
24806,['Shopping', 'Business', 'Society', 'Computers'],['Shopping']
54306,['Society', 'Business', 'Recreation', 'Computers'],['Society']
37397,['Sports', 'Shopping', 'Business', 'Society'],['Sports']
28188,['Business', 'Computers', 'Shopping', 'Society'],['Sports']
9105,['Computers', 'Society', 'Science', 'Reference'],['Computers']
30985,['Sports', 'Business', 'Shopping', 'Arts'],['Sports']
45951,['Business', 'Health', 'Arts', 'Recreation'],['Business']
58895,['Reference', 'Arts', 'Science', 'Computers'],['Reference']
33125,['Shopping', 'Business', 'Sports', 'Arts'],['Sports']
46884,['Games', 'Adult', 'Recreation', 'Computers'],['Games']
34307,['Business', 'Science', 'Recreation', 'Society'],['Business']
49130,['Society', 'Arts', 'Recreation', 'Reference'],['Society']
32726,['Health', 'Science', 'Computers', 'Reference'],['Reference']
29577,['Recreation', 'Business', 'Games', 'Computers'],['Games']
52547,['Science', 'Business', 'Society', 'Shopping'],['Computers']
24786,['Science', 'Business', 'Health', 'Recreation'],['Science', 'Business']
36800,['Society', 'Business', 'Sports', 'Arts'],['Society']
9142,['Business', 'Science', 'Society', 'Computers'],['Computers']
29443,['Shopping', 'Recreation', 'Business', 'Society'],['Business']
6126,['Arts', 'Shopping', 'Business', 'Recreation'],['Reference']
56915,['Reference', 'Health', 'Science', 'Society'],['Reference']
48031,['Society', 'Arts', 'Recreation', 'Health'],['Society']
44926,['Business', 'Recreation', 'Science', 'Computers'],['Business']
52544,['Games', 'Arts', 'Computers', 'Recreation'],['Games']
25973,['Business', 'Computers', 'Science', 'Arts'],['Business']
38747,['Games', 'Computers', 'Arts', 'Business'],['Games']
21599,['Recreation', 'Arts', 'Business', 'Science'],['Business']
21510,['Sports', 'Business', 'Arts', 'Shopping'],['Sports']
47583,['Society', 'Business', 'Shopping', 'Recreation'],['Business']
54458,['Sports', 'Shopping', 'Business', 'Recreation'],['Sports']
50001,['Science', 'Recreation', 'Health', 'Business'],['Business']
50609,['Business', 'Society', 'Computers', 'Science'],['Computers']
29278,['Shopping', 'Business', 'Computers', 'Recreation'],['Business']
11212,['Recreation', 'Business', 'Arts', 'Society'],['Business']
45430,['Society', 'Arts', 'Science', 'Business'],['Society']
6468,['Computers', 'Business', 'Reference', 'Recreation'],['Reference']
14225,['Sports', 'Shopping', 'Arts', 'Business'],['Sports']
52973,['Games', 'Shopping', 'Computers', 'Business'],['Games']
47871,['Business', 'Society', 'Computers', 'Health'],['Computers']
54895,['Business', 'Science', 'Computers', 'Arts'],['Business']
25295,['Reference', 'Recreation', 'Science', 'Arts'],['Reference']
6145,['Business', 'Computers', 'Society', 'Shopping'],['Computers']
40860,['Sports', 'Society', 'Arts', 'Business'],['Society']
46499,['Shopping', 'Business', 'Society', 'Recreation'],['Sports']
827,['Business', 'Science', 'Computers', 'Shopping'],['Business']
6123,['Reference', 'Society', 'Shopping', 'Business'],['Society']
45762,['Arts', 'Society', 'Shopping', 'Computers'],['Society']
54156,['Computers', 'Business', 'Shopping', 'Society'],['Computers']
44582,['Business', 'Science', 'Recreation', 'Society'],['Business']
54269,['Sports', 'Shopping', 'Business', 'Computers'],['Sports']
16598,['Business', 'Science', 'Recreation', 'Computers'],['Business']
27861,['Reference', 'Recreation', 'Games', 'Science'],['Reference']
6656,['Reference', 'Business', 'Society', 'Science'],['Reference']
39248,['Reference', 'Recreation', 'Business', 'Computers'],['Reference']
13602,['Business', 'Computers', 'Recreation', 'Health'],['Business']
10672,['Society', 'Business', 'Arts', 'Computers'],['Society']
16617,['Computers', 'Business', 'Recreation', 'Health'],['Business']
2387,['Reference', 'Business', 'Recreation', 'Science'],['Reference']
49004,['Sports', 'Shopping', 'Recreation', 'Arts'],['Sports']
55255,['Business', 'Computers', 'Shopping', 'Society'],['Computers']
48742,['Society', 'Business', 'Shopping', 'Recreation'],['Society']
37824,['Computers', 'Business', 'Science', 'Shopping'],['Computers']
58656,['Sports', 'Recreation', 'Arts', 'Computers'],['Sports']
51832,['Business', 'Recreation', 'Shopping', 'Sports'],['Computers']
5878,['Sports', 'Recreation', 'Business', 'Society'],['Sports']
15347,['Games', 'Computers', 'Arts', 'Business'],['Games']
13216,['Computers', 'Business', 'Science', 'Society'],['Computers']
16542,['Society', 'Business', 'Computers', 'Science'],['Society']
4935,['Reference', 'Recreation', 'Business', 'Computers'],['Reference']
48165,['Computers', 'Business', 'Society', 'Science'],['Computers']
25310,['Business', 'Shopping', 'Recreation', 'Arts'],['Business']
28910,['Business', 'Recreation', 'Science', 'Shopping'],['Business']
4372,['Computers', 'Business', 'Shopping', 'Society'],['Computers']
29837,['Society', 'Recreation', 'Business', 'Shopping'],['Society']
21725,['Science', 'Recreation', 'Games', 'Computers'],['Games']
37123,['Society', 'Sports', 'Arts', 'Business'],['Society']
14923,['Computers', 'Arts', 'Society', 'Recreation'],['Computers']
13553,['Arts', 'Society', 'Computers', 'Health'],['Computers']
7057,['Society', 'Arts', 'Sports', 'Business'],['Society']
22751,['Games', 'Recreation', 'Arts', 'Health'],['Games']
45699,['Business', 'Games', 'Computers', 'Recreation'],['Games']
33023,['Reference', 'Arts', 'Recreation', 'Science'],['Reference']
53595,['Sports', 'Shopping', 'Business', 'Recreation'],['Sports']
17824,['Reference', 'Recreation', 'Computers', 'Science'],['Reference']
39547,['Computers', 'Health', 'Recreation', 'Society'],['Computers']
58761,['Computers', 'Business', 'Science', 'Society'],['Reference']
54704,['Computers', 'Business', 'Recreation', 'Arts'],['Games']
47501,['Computers', 'Business', 'Shopping', 'Recreation'],['Computers']
37136,['Business', 'Science', 'Computers', 'Society'],['Business']
17144,['Adult', 'Business', 'Games', 'Shopping'],['Games']
21638,['Computers', 'Business', 'Shopping', 'Arts'],['Business']
50373,['Arts', 'Games', 'Health', 'Recreation'],['Reference']
1617,['Computers', 'Society', 'Business', 'Shopping'],['Society']
42078,['Computers', 'Business', 'Society', 'Science'],['Computers']
2094,['Reference', 'Computers', 'Business', 'Science'],['Reference']
11791,['Sports', 'Arts', 'Business', 'Reference'],['Sports']
16519,['Computers', 'Shopping', 'Business', 'Society'],['Computers']
50488,['Sports', 'Shopping', 'Arts', 'Recreation'],['Sports']
44735,['Computers', 'Business', 'Reference', 'Science'],['Reference']
31028,['Computers', 'Business', 'Shopping', 'Society'],['Computers']
32320,['Sports', 'Arts', 'Health', 'Business'],['Sports']
41432,['Games', 'Computers', 'Business', 'Recreation'],['Games']
35565,['Society', 'Business', 'Computers', 'Recreation'],['Society']
49734,['Computers', 'Business', 'Shopping', 'Society'],['Computers']
25778,['Computers', 'Business', 'Shopping', 'Society'],['Computers']
5548,['Reference', 'Computers', 'Business', 'Science'],['Reference']
49315,['Sports', 'Shopping', 'Business', 'Arts'],['Sports']
33079,['Computers', 'Science', 'Business', 'Health'],['Reference']
52050,['Society', 'Business', 'Recreation', 'Arts'],['Society']
28037,['Society', 'Business', 'Shopping', 'Computers'],['Society']
8240,['Sports', 'Shopping', 'Business', 'Recreation'],['Sports']
32488,['Business', 'Shopping', 'Computers', 'Society'],['Society']
40133,['Computers', 'Business', 'Recreation', 'Science'],['Reference']
30740,['Business', 'Computers', 'Science', 'Reference'],['Business']
6681,['Business', 'Science', 'Computers', 'Health'],['Health', 'Business']
22822,['Society', 'Recreation', 'Arts', 'Shopping'],['Society']
15734,['Shopping', 'Arts', 'Recreation', 'Business'],['Computers']
30288,['Business', 'Computers', 'Recreation', 'Science'],['Computers']
58545,['Shopping', 'Business', 'Society', 'Recreation'],['Society']
28785,['Recreation', 'Business', 'Arts', 'Shopping'],['Games']
19781,['Business', 'Health', 'Society', 'Shopping'],['Business']
20290,['Science', 'Computers', 'Reference', 'Business'],['Reference']
36817,['Business', 'Society', 'Shopping', 'Computers'],['Business']
37518,['Arts', 'Society', 'Shopping', 'Computers'],['Computers', 'Reference']
8603,['Sports', 'Games', 'Shopping', 'Business'],['Sports']
16028,['Computers', 'Science', 'Reference', 'Recreation'],['Reference']
29322,['Sports', 'Society', 'Business', 'Shopping'],['Sports']
5319,['Sports', 'Recreation', 'Business', 'Shopping'],['Sports']
7677,['Shopping', 'Business', 'Society', 'Science'],['Business']
11351,['Computers', 'Arts', 'Society', 'Recreation'],['Computers']
17538,['Society', 'Shopping', 'Business', 'Computers'],['Society']
21850,['Society', 'Business', 'Shopping', 'Recreation'],['Society']
38911,['Games', 'Arts', 'Recreation', 'Business'],['Games']
7286,['Sports', 'Shopping', 'Arts', 'Business'],['Sports']
47012,['Business', 'Health', 'Shopping', 'Science'],['Business']
36286,['Business', 'Science', 'Health', 'Computers'],['Business']
34914,['Games', 'Computers', 'Arts', 'Business'],['Games']
21893,['Games', 'Arts', 'Computers', 'Business'],['Games']
52615,['Society', 'Business', 'Shopping', 'Recreation'],['Society']
23935,['Business', 'Health', 'Computers', 'Recreation'],['Business']
47561,['Computers', 'Business', 'Recreation', 'Science'],['Reference']
24975,['Business', 'Health', 'Science', 'Arts'],['Reference']
24212,['Computers', 'Arts', 'Business', 'Science'],['Reference']
20636,['Shopping', 'Business', 'Arts', 'Society'],['Society']
19663,['Reference', 'Science', 'Computers', 'Health'],['Reference']
53689,['Sports', 'Recreation', 'Shopping', 'Business'],['Sports']
23791,['Business', 'Arts', 'Computers', 'Science'],['Business']
38635,['Society', 'Shopping', 'Business', 'Recreation'],['Society']
54815,['Business', 'Reference', 'Science', 'Society'],['Reference']
42052,['Arts', 'Society', 'Shopping', 'Business'],['Computers']
8370,['Reference', 'Business', 'Science', 'Arts'],['Reference']
22467,['Computers', 'Business', 'Society', 'Science'],['Computers']
2692,['Sports', 'Business', 'Shopping', 'Society'],['Sports']
9278,['Games', 'Computers', 'Arts', 'Business'],['Games']
32781,['Recreation', 'Arts', 'Computers', 'Business'],['Games']
41813,['Society', 'Business', 'Shopping', 'Sports'],['Society']
29747,['Sports', 'Shopping', 'Arts', 'Recreation'],['Sports']
13259,['Recreation', 'Business', 'Computers', 'Science'],['Games']
3248,['Reference', 'Arts', 'Society', 'Science'],['Reference']
11762,['Games', 'Recreation', 'Arts', 'Computers'],['Games']
659,['Business', 'Computers', 'Science', 'Recreation'],['Reference']
9637,['Society', 'Shopping', 'Business', 'Computers'],['Society']
33954,['Society', 'Computers', 'Business', 'Shopping'],['Computers']
1523,['Shopping', 'Computers', 'Arts', 'Business'],['Computers']
51552,['Reference', 'Recreation', 'Arts', 'Science'],['Reference']
46108,['Shopping', 'Business', 'Society', 'Recreation'],['Computers']
44964,['Society', 'Health', 'Computers', 'Business'],['Society']
58978,['Sports', 'Recreation', 'Shopping', 'Business'],['Sports']
11068,['Business', 'Computers', 'Science', 'Reference'],['Business']
24533,['Recreation', 'Business', 'Games', 'Sports'],['Games']
32706,['Reference', 'Business', 'Science', 'Arts'],['Reference']
4162,['Sports', 'Games', 'Shopping', 'Business'],['Sports']
25696,['Reference', 'Business', 'Computers', 'Society'],['Reference']
29812,['Society', 'Business', 'Computers', 'Shopping'],['Society']
55470,['Games', 'Recreation', 'Arts', 'Computers'],['Games']
48029,['Games', 'Recreation', 'Business', 'Arts'],['Games']
58210,['Games', 'Recreation', 'Business', 'Arts'],['Games']
3018,['Sports', 'Recreation', 'Games', 'Society'],['Reference']
26511,['Business', 'Recreation', 'Computers', 'Shopping'],['Business']
15883,['Shopping', 'Computers', 'Business', 'Arts'],['Computers']
29329,['Computers', 'Business', 'Shopping', 'Arts'],['Computers']
47704,['Computers', 'Business', 'Recreation', 'Arts'],['Reference']
7403,['Games', 'Computers', 'Recreation', 'Business'],['Games']
16809,['Shopping', 'Business', 'Society', 'Recreation'],['Sports']
50340,['Business', 'Shopping', 'Computers', 'Society'],['Business']
16735,['Arts', 'Shopping', 'Society', 'Business'],['Computers']
49763,['Business', 'Shopping', 'Recreation', 'Arts'],['Business']
29207,['Shopping', 'Business', 'Society', 'Science'],['Shopping']
40671,['Games', 'Business', 'Recreation', 'Computers'],['Games']
16052,['Reference', 'Arts', 'Society', 'Recreation'],['Reference']
58722,['Society', 'Business', 'Computers', 'Science'],['Society']
57223,['Computers', 'Shopping', 'Society', 'Business'],['Computers']
29357,['Business', 'Computers', 'Recreation', 'Shopping'],['Games']
42043,['Reference', 'Business', 'Computers', 'Arts'],['Reference']
49205,['Business', 'Shopping', 'Science', 'Arts'],['Business']
32124,['Arts', 'Business', 'Science', 'Computers'],['Business']
47137,['Reference', 'Health', 'Science', 'Business'],['Reference']
50844,['Sports', 'Business', 'Recreation', 'Society'],['Sports']
41802,['Sports', 'Arts', 'Business', 'Society'],['Sports']
28377,['Shopping', 'Business', 'Society', 'Recreation'],['Sports']
57242,['Reference', 'Health', 'Business', 'Society'],['Reference']
57077,['Society', 'Shopping', 'Health', 'Business'],['Society']
4707,['Shopping', 'Business', 'Society', 'Computers'],['Sports']
47289,['Business', 'Computers', 'Recreation', 'Shopping'],['Business']
15232,['Society', 'Health', 'Business', 'Recreation'],['Society']
55364,['Shopping', 'Business', 'Games', 'Computers'],['Games']
52425,['Computers', 'Society', 'Arts', 'Business'],['Computers']
52811,['Sports', 'Shopping', 'Arts', 'Society'],['Sports']
46728,['Reference', 'Society', 'Business', 'Science'],['Reference']
25585,['Shopping', 'Business', 'Recreation', 'Society'],['Society']
41785,['Games', 'Computers', 'Business', 'Arts'],['Games']
3230,['Society', 'Computers', 'Business', 'Sports'],['Computers']
36746,['Computers', 'Reference', 'Science', 'Recreation'],['Reference']
14835,['Business', 'Health', 'Society', 'Shopping'],['Society']
31158,['Society', 'Computers', 'Shopping', 'Games'],['Computers']
32808,['Sports', 'Games', 'Recreation', 'Society'],['Sports']
28389,['Computers', 'Business', 'Shopping', 'Games'],['Computers']
1116,['Arts', 'Computers', 'Science', 'Recreation'],['Reference']
48604,['Computers', 'Society', 'Arts', 'Business'],['Computers']
47339,['Reference', 'Business', 'Health', 'Arts'],['Reference']
2334,['Computers', 'Business', 'Science', 'Shopping'],['Computers']
40598,['Shopping', 'Business', 'Society', 'Recreation'],['Sports']
34434,['Business', 'Computers', 'Arts', 'Recreation'],['Business']
35072,['Sports', 'Recreation', 'Society', 'Shopping'],['Sports']
41722,['Business', 'Science', 'Shopping', 'Health'],['Business']
30659,['Society', 'Business', 'Arts', 'Health'],['Society']
46588,['Adult', 'Shopping', 'Business', 'Computers'],['Sports']
27794,['Reference', 'Business', 'Computers', 'Society'],['Reference']
59012,['Society', 'Health', 'Shopping', 'Recreation'],['Society']
50651,['Sports', 'Society', 'Business', 'Arts'],['Sports']
54446,['Society', 'Business', 'Computers', 'Shopping'],['Society']
4121,['Sports', 'Society', 'Recreation', 'Shopping'],['Sports']
28134,['Sports', 'Society', 'Business', 'Shopping'],['Sports']
16289,['Recreation', 'Reference', 'Health', 'Business'],['Reference']
48712,['Reference', 'Arts', 'Science', 'Recreation'],['Reference']
36329,['Sports', 'Society', 'Recreation', 'Business'],['Society']
34701,['Reference', 'Recreation', 'Business', 'Games'],['Reference']
36475,['Sports', 'Society', 'Recreation', 'Arts'],['Sports']
54570,['Games', 'Arts', 'Recreation', 'Computers'],['Games']
25902,['Health', 'Society', 'Computers', 'Arts'],['Society']
49462,['Arts', 'Society', 'Shopping', 'Business'],['Society']
46047,['Business', 'Shopping', 'Society', 'Recreation'],['Society']
24665,['Shopping', 'Business', 'Society', 'Recreation'],['Computers']
57101,['Shopping', 'Business', 'Arts', 'Recreation'],['Business']
52942,['Business', 'Computers', 'Society', 'Shopping'],['Computers']
31037,['Health', 'Science', 'Society', 'Business'],['Health']
47776,['Sports', 'Society', 'Arts', 'Recreation'],['Sports']
30689,['Shopping', 'Business', 'Recreation', 'Arts'],['Computers']
9513,['Society', 'Computers', 'Arts', 'Business'],['Computers']
48094,['Arts', 'Shopping', 'Society', 'Recreation'],['Society']
48315,['Sports', 'Shopping', 'Recreation', 'Business'],['Sports']
50130,['Society', 'Recreation', 'Business', 'Computers'],['Society']
33105,['Business', 'Arts', 'Society', 'Shopping'],['Business']
33821,['Computers', 'Business', 'Shopping', 'Society'],['Computers']
303,['Recreation', 'Arts', 'Business', 'Computers'],['Business']
45345,['Business', 'Society', 'Arts', 'Shopping'],['Business']
4798,['Arts', 'Society', 'Shopping', 'Business'],['Society']
36157,['Sports', 'Recreation', 'Business', 'Society'],['Sports']
57773,['Computers', 'Recreation', 'Reference', 'Games'],['Reference']
44417,['Health', 'Science', 'Business', 'Computers'],['Health']
17448,['Sports', 'Business', 'Shopping', 'Recreation'],['Sports']
15120,['Sports', 'Recreation', 'Business', 'Shopping'],['Sports']
39655,['Business', 'Computers', 'Shopping', 'Recreation'],['Business']
26212,['Health', 'Recreation', 'Business', 'Computers'],['Health']
54015,['Health', 'Science', 'Reference', 'Computers'],['Health']
40037,['Society', 'Shopping', 'Sports', 'Business'],['Society']
15620,['Recreation', 'Society', 'Business', 'Science'],['Health']
10234,['Business', 'Recreation', 'Arts', 'Science'],['Business']
13849,['Arts', 'Recreation', 'Health', 'Business'],['Health']
45548,['Business', 'Science', 'Computers', 'Society'],['Society']
14386,['Computers', 'Society', 'Business', 'Science'],['Computers']
5074,['Sports', 'Business', 'Shopping', 'Society'],['Sports']
39162,['Shopping', 'Society', 'Arts', 'Business'],['Society']
32564,['Society', 'Arts', 'Recreation', 'Science'],['Society']
3617,['Business', 'Society', 'Computers', 'Arts'],['Computers']
25806,['Health', 'Business', 'Recreation', 'Arts'],['Health']
29729,['Arts', 'Business', 'Computers', 'Science'],['Business']
32430,['Health', 'Business', 'Science', 'Computers'],['Health']
15907,['Health', 'Arts', 'Reference', 'Science'],['Health']
4214,['Business', 'Recreation', 'Arts', 'Games'],['Business']
7586,['Reference', 'Business', 'Recreation', 'Arts'],['Reference']
15524,['Shopping', 'Society', 'Arts', 'Business'],['Society']
25048,['Arts', 'Society', 'Business', 'Computers'],['Society']
35847,['Sports', 'Recreation', 'Arts', 'Business'],['Sports']
25354,['Business', 'Shopping', 'Recreation', 'Computers'],['Business']
24087,['Shopping', 'Recreation', 'Arts', 'Society'],['Society']
13244,['Arts', 'Society', 'Computers', 'Business'],['Society']
22444,['Sports', 'Shopping', 'Recreation', 'Business'],['Sports']
8179,['Business', 'Computers', 'Society', 'Shopping'],['Computers']
2891,['Science', 'Business', 'Health', 'Recreation'],['Reference']
42972,['Recreation', 'Sports', 'Shopping', 'Society'],['Sports']
41386,['Business', 'Society', 'Shopping', 'Sports'],['Computers']
50147,['Sports', 'Recreation', 'Arts', 'Society'],['Sports']
12101,['Business', 'Computers', 'Society', 'Shopping'],['Computers']
42586,['Business', 'Shopping', 'Computers', 'Sports'],['Computers']
53074,['Sports', 'Shopping', 'Business', 'Recreation'],['Sports']
30657,['Sports', 'Recreation', 'Shopping', 'Society'],['Sports']
35536,['Business', 'Computers', 'Recreation', 'Reference'],['Business']
37382,['Arts', 'Recreation', 'Health', 'Science'],['Reference']
172,['Games', 'Shopping', 'Business', 'Arts'],['Business']
42732,['Business', 'Computers', 'Society', 'Reference'],['Computers']
32716,['Business', 'Computers', 'Arts', 'Science'],['Business']
44319,['Health', 'Business', 'Society', 'Shopping'],['Health']
27676,['Shopping', 'Business', 'Recreation', 'Sports'],['Reference']
23031,['Shopping', 'Business', 'Society', 'Arts'],['Business']
27548,['Shopping', 'Business', 'Society', 'Computers'],['Sports']
3314,['Business', 'Shopping', 'Sports', 'Society'],['Sports']
32952,['Shopping', 'Business', 'Arts', 'Recreation'],['Business']
9903,['Reference', 'Science', 'Arts', 'Society'],['Reference']
41829,['Health', 'Business', 'Science', 'Society'],['Health']
42657,['Arts', 'Reference', 'Recreation', 'Society'],['Reference']
52856,['Shopping', 'Society', 'Business', 'Recreation'],['Society']
33586,['Computers', 'Shopping', 'Business', 'Games'],['Computers']
24193,['Arts', 'Recreation', 'Reference', 'Business'],['Shopping', 'Reference', 'Society']
31731,['Shopping', 'Business', 'Arts', 'Science'],['Business']
6339,['Society', 'Arts', 'Business', 'Computers'],['Health']
58220,['Society', 'Science', 'Recreation', 'Arts'],['Society']
50971,['Sports', 'Health', 'Business', 'Shopping'],['Sports']
34474,['Business', 'Computers', 'Shopping', 'Society'],['Computers']
48193,['Society', 'Business', 'Computers', 'Science'],['Society']
50286,['Health', 'Business', 'Arts', 'Computers'],['Health']
2845,['Arts', 'Computers', 'Society', 'Business'],['Computers']
38224,['Reference', 'Computers', 'Health', 'Arts'],['Health']
46865,['Recreation', 'Games', 'Reference', 'Science'],['Reference']
10815,['Games', 'Recreation', 'Reference', 'Arts'],['Reference']
44754,['Health', 'Reference', 'Arts', 'Business'],['Health']
51615,['Society', 'Business', 'Shopping', 'Arts'],['Society']
30571,['Computers', 'Business', 'Shopping', 'Society'],['Computers']
41819,['Health', 'Arts', 'Business', 'Society'],['Health']
6176,['Sports', 'Society', 'Arts', 'Recreation'],['Sports']
44750,['Recreation', 'Computers', 'Society', 'Business'],['Sports']
35128,['Business', 'Computers', 'Society', 'Shopping'],['Computers']
5731,['Arts', 'Recreation', 'Shopping', 'Computers'],['Reference']
39281,['Shopping', 'Business', 'Society', 'Recreation'],['Sports']
13625,['Business', 'Computers', 'Recreation', 'Science'],['Business']
50592,['Sports', 'Recreation', 'Business', 'Society'],['Sports']
3949,['Arts', 'Recreation', 'Health', 'Games'],['Health']
47488,['Business', 'Computers', 'Health', 'Recreation'],['Business']
10785,['Society', 'Computers', 'Health', 'Science'],['Society']
24223,['Arts', 'Recreation', 'Computers', 'Business'],['Reference']
5388,['Business', 'Computers', 'Shopping', 'Recreation'],['Business']
57952,['Computers', 'Society', 'Recreation', 'Business'],['Computers']
57802,['Business', 'Computers', 'Science', 'Shopping'],['Business']
44854,['Business', 'Science', 'Computers', 'Health'],['Business']
6599,['Society', 'Computers', 'Shopping', 'Arts'],['Society']
51638,['Reference', 'Health', 'Business', 'Recreation'],['Reference']
25720,['Society', 'Shopping', 'Business', 'Arts'],['Society']
23811,['Health', 'Recreation', 'Business', 'Computers'],['Health']
50962,['Computers', 'Recreation', 'Games', 'Business'],['Reference']
46945,['Business', 'Shopping', 'Society', 'Computers'],['Society']
31811,['Computers', 'Arts', 'Reference', 'Society'],['Computers', 'Reference']
16435,['Reference', 'Recreation', 'Business', 'Arts'],['Reference']
30001,['Health', 'Recreation', 'Business', 'Arts'],['Health']
35231,['Business', 'Computers', 'Recreation', 'Arts'],['Business']
52581,['Health', 'Business', 'Computers', 'Science'],['Health', 'Sports']
52743,['Computers', 'Business', 'Shopping', 'Science'],['Computers']
53947,['Sports', 'Business', 'Recreation', 'Society'],['Sports']
15587,['Health', 'Business', 'Recreation', 'Science'],['Health']
4032,['Recreation', 'Health', 'Business', 'Arts'],['Health', 'Recreation']
4564,['Society', 'Shopping', 'Business', 'Arts'],['Society']
34935,['Business', 'Computers', 'Health', 'Recreation'],['Business']
40947,['Reference', 'Recreation', 'Arts', 'Health'],['Reference']
47602,['Business', 'Computers', 'Recreation', 'Reference'],['Business']
49526,['Business', 'Recreation', 'Shopping', 'Science'],['Business']
48406,['Computers', 'Arts', 'Games', 'Recreation'],['Reference']
15561,['Society', 'Arts', 'Business', 'Sports'],['Society']
24569,['Health', 'Science', 'Reference', 'Arts'],['Health']
7598,['Sports', 'Society', 'Business', 'Computers'],['Society']
36632,['Business', 'Shopping', 'Society', 'Arts'],['Computers']
53003,['Recreation', 'Business', 'Arts', 'Computers'],['Reference']
13747,['Recreation', 'Business', 'Arts', 'Society'],['Reference']
9043,['Business', 'Computers', 'Reference', 'Science'],['Business']
24003,['Shopping', 'Business', 'Arts', 'Sports'],['Adult']
47681,['Arts', 'Sports', 'Society', 'Business'],['Computers']
21745,['Health', 'Business', 'Recreation', 'Shopping'],['Health']
2233,['Health', 'Business', 'Recreation', 'Computers'],['Health']
47515,['Shopping', 'Business', 'Society', 'Computers'],['Adult']
17411,['Health', 'Arts', 'Recreation', 'Science'],['Health']
17809,['Business', 'Computers', 'Recreation', 'Shopping'],['Business']
45393,['Adult', 'Arts', 'Society', 'Sports'],['Adult']
1649,['Health', 'Society', 'Science', 'Business'],['Health']
30424,['Computers', 'Business', 'Reference', 'Science'],['Business']
2767,['Reference', 'Business', 'Society', 'Shopping'],['Reference']
13550,['Society', 'Business', 'Arts', 'Sports'],['Society']
49877,['Society', 'Recreation', 'Business', 'Arts'],['Society']
5114,['Business', 'Shopping', 'Arts', 'Society'],['Computers']
32009,['Health', 'Recreation', 'Business', 'Arts'],['Health']
42706,['Business', 'Arts', 'Recreation', 'Computers'],['Business']
22884,['Arts', 'Business', 'Shopping', 'Recreation'],['Society']
10757,['Computers', 'Shopping', 'Society', 'Business'],['Computers']
30973,['Business', 'Recreation', 'Computers', 'Arts'],['Business']
50823,['Recreation', 'Business', 'Computers', 'Arts'],['Business']
57828,['Shopping', 'Computers', 'Business', 'Society'],['Computers']
32046,['Recreation', 'Games', 'Arts', 'Reference'],['Reference']
43550,['Computers', 'Business', 'Recreation', 'Arts'],['Business']
9211,['Health', 'Business', 'Science', 'Recreation'],['Health']
48743,['Shopping', 'Business', 'Arts', 'Society'],['Business']
38140,['Health', 'Business', 'Recreation', 'Society'],['Health']
40071,['Computers', 'Arts', 'Business', 'Reference'],['Reference']
24980,['Society', 'Arts', 'Sports', 'Business'],['Society']
35587,['Computers', 'Business', 'Science', 'Society'],['Computers']
31265,['Sports', 'Society', 'Business', 'Recreation'],['Society']
12503,['Health', 'Business', 'Shopping', 'Society'],['Health']
48330,['Society', 'Business', 'Sports', 'Health'],['Society']
14615,['Health', 'Business', 'Recreation', 'Science'],['Health']
52495,['Shopping', 'Business', 'Computers', 'Adult'],['Adult']
57636,['Health', 'Recreation', 'Business', 'Arts'],['Health']
54177,['Business', 'Health', 'Science', 'Recreation'],['Science']
16831,['Adult', 'Arts', 'Society', 'Shopping'],['Adult']
42701,['Computers', 'Arts', 'Society', 'Recreation'],['Computers']
49344,['Society', 'Sports', 'Business', 'Recreation'],['Society']
52014,['Society', 'Shopping', 'Business', 'Arts'],['Adult']
36409,['Business', 'Shopping', 'Society', 'Arts'],['Society']
44886,['Computers', 'Society', 'Science', 'Reference'],['Computers']
10690,['Computers', 'Business', 'Shopping', 'Reference'],['Business']
52246,['Recreation', 'Health', 'Arts', 'Computers'],['Adult']
1047,['Science', 'Health', 'Business', 'Society'],['Science']
10574,['Science', 'Recreation', 'Business', 'Reference'],['Science']
42397,['Sports', 'Business', 'Arts', 'Computers'],['Arts']
22421,['Society', 'Health', 'Arts', 'Recreation'],['Society']
32665,['Society', 'Health', 'Arts', 'Science'],['Society']
38304,['Business', 'Health', 'Reference', 'Computers'],['Business']
31225,['Shopping', 'Sports', 'Society', 'Business'],['Society']
14302,['Computers', 'Business', 'Shopping', 'Society'],['Computers']
17422,['Business', 'Computers', 'Science', 'Arts'],['Business']
40394,['Computers', 'Science', 'Business', 'Shopping'],['Computers']
13925,['Computers', 'Recreation', 'Business', 'Arts'],['Business']
36529,['Arts', 'Society', 'Business', 'Sports'],['Arts']
55036,['Computers', 'Society', 'Business', 'Arts'],['Computers']
44630,['Shopping', 'Business', 'Computers', 'Arts'],['Arts']
48381,['Science', 'Computers', 'Business', 'Recreation'],['Science']
