ref id,Predicted,Actual
57141,['Sports', 'Society', 'Business', 'Health'],['Adult']
40172,['Recreation', 'Games', 'Science', 'Arts'],['Games']
54168,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
5070,['Computers', 'Sports', 'Recreation', 'Adult'],['Computers']
42352,['Society', 'Business', 'Shopping', 'Recreation'],['Business']
53137,['Business', 'Health', 'Society', 'Science'],['Society']
24467,['Sports', 'Recreation', 'Society', 'Shopping'],['Sports']
46035,['Science', 'Health', 'Reference', 'Recreation'],['Society']
9995,['Business', 'Computers', 'Science', 'Health'],['Business']
49529,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
23833,['Computers', 'Reference', 'Business', 'Science'],['Reference']
39913,['Sports', 'Arts', 'Business', 'Adult'],['Sports']
54981,['Computers', 'Sports', 'Adult', 'Society'],['Computers']
8338,['Computers', 'Games', 'Recreation', 'Business'],['Games']
47285,['Computers', 'Recreation', 'Games', 'Adult'],['Computers']
12295,['Business', 'Science', 'Recreation', 'Health'],['Health', 'Business']
14817,['Shopping', 'Business', 'Recreation', 'Games'],['Reference']
14714,['Games', 'Recreation', 'Reference', 'Adult'],['Games']
26062,['Society', 'Shopping', 'Sports', 'Computers'],['Society']
34973,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
58568,['Computers', 'Recreation', 'Arts', 'Games'],['Games']
34279,['Business', 'Arts', 'Shopping', 'Computers'],['Business']
36686,['Health', 'Recreation', 'Computers', 'Arts'],['Reference']
41287,['Society', 'Arts', 'Adult', 'Shopping'],['Society']
17992,['Recreation', 'Arts', 'Games', 'Business'],['Games']
32716,['Reference', 'Recreation', 'Health', 'Business'],['Reference']
28352,['Computers', 'Business', 'Science', 'Recreation'],['Reference']
3097,['Arts', 'Sports', 'Society', 'Business'],['Sports']
53193,['Computers', 'Business', 'Society', 'Shopping'],['Reference']
37699,['Sports', 'Science', 'Society', 'Games'],['Sports']
58924,['Sports', 'Shopping', 'Business', 'Arts'],['Business']
46129,['Sports', 'Society', 'Business', 'Shopping'],['Sports']
21961,['Computers', 'Science', 'Reference', 'Health'],['Reference']
50782,['Games', 'Arts', 'Shopping', 'Recreation'],['Games']
26498,['Sports', 'Arts', 'Society', 'Recreation'],['Games']
12732,['Shopping', 'Recreation', 'Business', 'Society'],['Society']
8090,['Arts', 'Shopping', 'Recreation', 'Games'],['Computers']
15320,['Recreation', 'Games', 'Health', 'Computers'],['Business']
34950,['Computers', 'Society', 'Sports', 'Business'],['Computers']
35964,['Business', 'Computers', 'Health', 'Sports'],['Reference']
40937,['Computers', 'Science', 'Society', 'Business'],['Computers']
39305,['Shopping', 'Computers', 'Society', 'Science'],['Games']
13089,['Business', 'Games', 'Shopping', 'Science'],['Business']
9207,['Arts', 'Health', 'Computers', 'Games'],['Games']
46795,['Arts', 'Recreation', 'Sports', 'Science'],['Sports']
2382,['Business', 'Games', 'Sports', 'Society'],['Sports']
41352,['Recreation', 'Arts', 'Health', 'Computers'],['Business']
39783,['Arts', 'Business', 'Sports', 'Society'],['Society']
8234,['Arts', 'Society', 'Recreation', 'Computers'],['Reference']
7009,['Computers', 'Arts', 'Society', 'Business'],['Computers']
4841,['Recreation', 'Sports', 'Health', 'Business'],['Computers']
58358,['Recreation', 'Games', 'Computers', 'Arts'],['Reference']
13562,['Arts', 'Shopping', 'Computers', 'Society'],['Computers']
38050,['Science', 'Recreation', 'Society', 'Arts'],['Business']
32522,['Games', 'Recreation', 'Science', 'Business'],['Games']
5114,['Society', 'Business', 'Sports', 'Shopping'],['Society']
6026,['Society', 'Sports', 'Shopping', 'Science'],['Society']
9117,['Sports', 'Society', 'Games', 'Shopping'],['Sports']
39001,['Arts', 'Recreation', 'Health', 'Reference'],['Business']
57325,['Society', 'Business', 'Sports', 'Arts'],['Business']
43092,['Sports', 'Recreation', 'Arts', 'Society'],['Sports']
1471,['Sports', 'Health', 'Arts', 'Shopping'],['Games']
17051,['Reference', 'Arts', 'Health', 'Computers'],['Reference']
9485,['Sports', 'Health', 'Arts', 'Reference'],['Sports']
29472,['Sports', 'Shopping', 'Arts', 'Society'],['Computers']
49825,['Recreation', 'Computers', 'Arts', 'Sports'],['Games']
31539,['Society', 'Business', 'Arts', 'Sports'],['Games']
27248,['Reference', 'Sports', 'Society', 'Shopping'],['Reference']
38435,['Recreation', 'Computers', 'Arts', 'Sports'],['Society']
26258,['Computers', 'Arts', 'Shopping', 'Sports'],['Computers']
3074,['Recreation', 'Arts', 'Science', 'Reference'],['Games']
22088,['Society', 'Sports', 'Health', 'Computers'],['Society']
41953,['Arts', 'Recreation', 'Business', 'Society'],['Business']
33857,['Reference', 'Society', 'Health', 'Science'],['Reference']
17667,['Sports', 'Computers', 'Recreation', 'Science'],['Society']
22403,['Society', 'Shopping', 'Reference', 'Health'],['Games']
32445,['Games', 'Recreation', 'Reference', 'Health'],['Games']
27525,['Business', 'Computers', 'Arts', 'Sports'],['Reference']
10633,['Shopping', 'Recreation', 'Computers', 'Business'],['Society']
11763,['Sports', 'Society', 'Computers', 'Shopping'],['Computers']
10537,['Society', 'Shopping', 'Arts', 'Sports'],['Computers']
21766,['Business', 'Computers', 'Shopping', 'Science'],['Business']
53885,['Science', 'Health', 'Reference', 'Business'],['Reference']
1595,['Business', 'Computers', 'Health', 'Sports'],['Reference', 'Science']
550,['Society', 'Sports', 'Shopping', 'Recreation'],['Computers']
54352,['Society', 'Games', 'Sports', 'Reference'],['Games']
24707,['Business', 'Recreation', 'Computers', 'Society'],['Computers']
42899,['Science', 'Arts', 'Society', 'Recreation'],['Reference', 'Society']
7671,['Recreation', 'Society', 'Arts', 'Games'],['Games']
54521,['Reference', 'Health', 'Sports', 'Society'],['Reference']
37760,['Games', 'Computers', 'Recreation', 'Business'],['Games']
32965,['Sports', 'Society', 'Business', 'Arts'],['Computers']
12215,['Recreation', 'Arts', 'Games', 'Sports'],['Games']
39817,['Arts', 'Computers', 'Recreation', 'Games'],['Reference']
49672,['Computers', 'Arts', 'Shopping', 'Business'],['Reference']
383,['Reference', 'Sports', 'Society', 'Shopping'],['Reference']
32094,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
13353,['Computers', 'Arts', 'Business', 'Sports'],['Business']
16885,['Business', 'Computers', 'Health', 'Science'],['Business']
9382,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
54832,['Health', 'Recreation', 'Computers', 'Arts'],['Games']
35099,['Recreation', 'Sports', 'Computers', 'Arts'],['Society', 'Sports']
55136,['Shopping', 'Recreation', 'Science', 'Games'],['Business']
52774,['Reference', 'Business', 'Arts', 'Society'],['Reference']
31696,['Arts', 'Business', 'Recreation', 'Games'],['Computers']
13535,['Society', 'Computers', 'Shopping', 'Games'],['Computers']
48284,['Sports', 'Shopping', 'Arts', 'Society'],['Sports']
29970,['Recreation', 'Sports', 'Society', 'Arts'],['Reference']
30710,['Computers', 'Health', 'Business', 'Sports'],['Society']
34943,['Sports', 'Business', 'Recreation', 'Society'],['Sports']
49624,['Health', 'Society', 'Sports', 'Science'],['Society']
45120,['Computers', 'Science', 'Reference', 'Society'],['Reference']
40126,['Health', 'Recreation', 'Sports', 'Society'],['Society']
34705,['Business', 'Games', 'Science', 'Recreation'],['Business']
25013,['Business', 'Arts', 'Recreation', 'Sports'],['Business']
38387,['Adult', 'Sports', 'Reference', 'Health'],['Games']
57751,['Computers', 'Adult', 'Society', 'Recreation'],['Computers']
30591,['Business', 'Computers', 'Shopping', 'Science'],['Business']
28147,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
25408,['Computers', 'Games', 'Recreation', 'Health'],['Computers']
22631,['Games', 'Recreation', 'Society', 'Health'],['Games']
30686,['Recreation', 'Science', 'Arts', 'Games'],['Games']
4886,['Recreation', 'Arts', 'Games', 'Health'],['Reference']
5693,['Science', 'Reference', 'Recreation', 'Health'],['Reference']
46820,['Recreation', 'Arts', 'Computers', 'Business'],['Business']
37135,['Games', 'Reference', 'Arts', 'Recreation'],['Games']
23163,['Recreation', 'Reference', 'Science', 'Society'],['Reference']
36524,['Arts', 'Recreation', 'Computers', 'Health'],['Reference']
50602,['Shopping', 'Society', 'Sports', 'Business'],['Sports']
10990,['Sports', 'Shopping', 'Recreation', 'Society'],['Sports']
33490,['Recreation', 'Games', 'Reference', 'Business'],['Business']
31100,['Sports', 'Computers', 'Society', 'Science'],['Reference']
7912,['Society', 'Health', 'Arts', 'Sports'],['Society']
24739,['Shopping', 'Business', 'Science', 'Sports'],['Business']
15268,['Games', 'Recreation', 'Computers', 'Health'],['Reference']
6908,['Sports', 'Shopping', 'Society', 'Science'],['Sports']
50347,['Recreation', 'Games', 'Business', 'Arts'],['Business']
5915,['Health', 'Society', 'Sports', 'Science'],['Society']
48798,['Business', 'Society', 'Science', 'Reference'],['Business']
57994,['Reference', 'Computers', 'Arts', 'Business'],['Reference']
49835,['Society', 'Business', 'Shopping', 'Sports'],['Society']
28490,['Business', 'Shopping', 'Society', 'Sports'],['Sports']
27319,['Science', 'Computers', 'Business', 'Shopping'],['Business']
42261,['Business', 'Computers', 'Society', 'Shopping'],['Business']
4260,['Games', 'Society', 'Reference', 'Shopping'],['Games']
4662,['Shopping', 'Science', 'Business', 'Health'],['Business']
50725,['Business', 'Health', 'Society', 'Games'],['Business']
29384,['Arts', 'Sports', 'Health', 'Business'],['Society']
27434,['Arts', 'Recreation', 'Games', 'Computers'],['Computers']
15838,['Business', 'Computers', 'Recreation', 'Society'],['Business']
26459,['Health', 'Computers', 'Sports', 'Society'],['Reference']
25411,['Sports', 'Arts', 'Society', 'Computers'],['Business']
55037,['Arts', 'Business', 'Health', 'Computers'],['Computers']
6242,['Games', 'Recreation', 'Business', 'Arts'],['Business']
9924,['Sports', 'Shopping', 'Recreation', 'Health'],['Reference']
54977,['Shopping', 'Society', 'Computers', 'Sports'],['Business']
23712,['Sports', 'Science', 'Recreation', 'Games'],['Society']
1943,['Shopping', 'Business', 'Arts', 'Society'],['Computers']
22041,['Health', 'Recreation', 'Reference', 'Society'],['Health']
2443,['Reference', 'Science', 'Recreation', 'Games'],['Reference']
40220,['Sports', 'Recreation', 'Shopping', 'Society'],['Sports']
50977,['Society', 'Health', 'Computers', 'Arts'],['Society']
2488,['Recreation', 'Arts', 'Reference', 'Health'],['Reference']
45328,['Computers', 'Recreation', 'Games', 'Society'],['Computers']
33455,['Business', 'Arts', 'Computers', 'Sports'],['Business']
30522,['Recreation', 'Health', 'Adult', 'Arts'],['Health']
9661,['Science', 'Reference', 'Games', 'Arts'],['Health']
16481,['Shopping', 'Business', 'Arts', 'Sports'],['Health']
172,['Sports', 'Society', 'Recreation', 'Health'],['Sports']
48415,['Sports', 'Society', 'Recreation', 'Business'],['Sports']
32406,['Business', 'Computers', 'Sports', 'Shopping'],['Business']
39385,['Business', 'Sports', 'Society', 'Computers'],['Computers']
37493,['Computers', 'Shopping', 'Arts', 'Recreation'],['Recreation', 'Business']
37963,['Computers', 'Arts', 'Recreation', 'Games'],['Computers']
10847,['Business', 'Sports', 'Arts', 'Society'],['Sports']
38543,['Computers', 'Health', 'Arts', 'Sports'],['Computers']
45698,['Health', 'Sports', 'Business', 'Arts'],['Society']
1926,['Society', 'Arts', 'Shopping', 'Recreation'],['Computers']
8840,['Arts', 'Recreation', 'Computers', 'Business'],['Business']
38786,['Recreation', 'Business', 'Arts', 'Computers'],['Business']
49386,['Computers', 'Society', 'Arts', 'Shopping'],['Computers']
51251,['Computers', 'Society', 'Arts', 'Shopping'],['Computers']
22541,['Arts', 'Reference', 'Recreation', 'Shopping'],['Reference']
9814,['Health', 'Business', 'Recreation', 'Science'],['Health']
58385,['Computers', 'Society', 'Science', 'Recreation'],['Reference']
58322,['Business', 'Computers', 'Society', 'Science'],['Computers']
31341,['Society', 'Arts', 'Health', 'Sports'],['Reference']
45485,['Society', 'Shopping', 'Recreation', 'Games'],['Computers']
23554,['Sports', 'Computers', 'Society', 'Shopping'],['Sports']
50906,['Health', 'Science', 'Shopping', 'Reference'],['Reference']
8008,['Health', 'Sports', 'Science', 'Computers'],['Health']
36665,['Recreation', 'Arts', 'Sports', 'Shopping'],['Business']
15713,['Health', 'Reference', 'Business', 'Arts'],['Health']
43646,['Society', 'Recreation', 'Sports', 'Shopping'],['Business']
25619,['Sports', 'Shopping', 'Society', 'Science'],['Sports']
2334,['Recreation', 'Health', 'Arts', 'Science'],['Health']
3133,['Business', 'Computers', 'Arts', 'Sports'],['Business']
49109,['Business', 'Sports', 'Computers', 'Shopping'],['Business']
16852,['Recreation', 'Sports', 'Shopping', 'Games'],['Business']
26544,['Reference', 'Health', 'Arts', 'Recreation'],['Reference', 'Society']
3460,['Shopping', 'Business', 'Recreation', 'Science'],['Shopping', 'Business']
57341,['Sports', 'Society', 'Shopping', 'Recreation'],['Sports']
30217,['Science', 'Business', 'Recreation', 'Health'],['Reference']
7788,['Science', 'Reference', 'Health', 'Recreation'],['Health']
43866,['Recreation', 'Business', 'Shopping', 'Computers'],['Business']
22898,['Science', 'Computers', 'Health', 'Society'],['Health']
34871,['Business', 'Arts', 'Sports', 'Society'],['Sports']
58986,['Arts', 'Computers', 'Business', 'Health'],['Computers']
9834,['Shopping', 'Science', 'Recreation', 'Society'],['Business']
5920,['Business', 'Computers', 'Arts', 'Adult'],['Business']
22353,['Business', 'Computers', 'Arts', 'Sports'],['Computers']
23135,['Society', 'Health', 'Science', 'Business'],['Reference']
7141,['Recreation', 'Games', 'Arts', 'Computers'],['Reference', 'Society']
14766,['Sports', 'Business', 'Society', 'Recreation'],['Sports']
5787,['Sports', 'Society', 'Shopping', 'Science'],['Society']
4858,['Business', 'Arts', 'Recreation', 'Health'],['Reference']
28942,['Shopping', 'Business', 'Recreation', 'Computers'],['Shopping', 'Business']
39691,['Computers', 'Health', 'Recreation', 'Business'],['Health']
36264,['Sports', 'Arts', 'Society', 'Computers'],['Sports']
51714,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
59128,['Reference', 'Science', 'Society', 'Shopping'],['Reference']
10099,['Arts', 'Society', 'Shopping', 'Recreation'],['Computers']
51347,['Sports', 'Society', 'Shopping', 'Computers'],['Business']
10131,['Recreation', 'Arts', 'Society', 'Science'],['Health']
27560,['Business', 'Sports', 'Health', 'Arts'],['Sports']
31798,['Arts', 'Sports', 'Computers', 'Business'],['Computers']
17583,['Arts', 'Recreation', 'Sports', 'Society'],['Computers']
22619,['Reference', 'Recreation', 'Games', 'Computers'],['Reference']
39717,['Health', 'Business', 'Arts', 'Sports'],['Reference']
27662,['Sports', 'Recreation', 'Computers', 'Arts'],['Sports']
7447,['Arts', 'Business', 'Computers', 'Sports'],['Sports']
38064,['Business', 'Sports', 'Society', 'Shopping'],['Computers']
45405,['Arts', 'Shopping', 'Sports', 'Computers'],['Computers']
58681,['Sports', 'Recreation', 'Society', 'Shopping'],['Sports']
7734,['Business', 'Shopping', 'Society', 'Recreation'],['Computers']
51630,['Arts', 'Society', 'Recreation', 'Health'],['Computers']
48114,['Sports', 'Arts', 'Computers', 'Shopping'],['Society']
1560,['Business', 'Recreation', 'Games', 'Sports'],['Business']
21847,['Recreation', 'Health', 'Games', 'Arts'],['Health']
24066,['Recreation', 'Sports', 'Arts', 'Shopping'],['Business']
6814,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
48600,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
58654,['Business', 'Recreation', 'Arts', 'Shopping'],['Business']
32659,['Health', 'Recreation', 'Computers', 'Sports'],['Computers']
48020,['Recreation', 'Arts', 'Health', 'Computers'],['Business']
706,['Business', 'Recreation', 'Sports', 'Shopping'],['Business']
29333,['Reference', 'Recreation', 'Shopping', 'Arts'],['Reference']
28483,['Sports', 'Arts', 'Society', 'Shopping'],['Sports']
42206,['Shopping', 'Computers', 'Society', 'Sports'],['Society']
51454,['Reference', 'Arts', 'Recreation', 'Computers'],['Reference']
3233,['Sports', 'Health', 'Society', 'Reference'],['Sports']
42801,['Arts', 'Science', 'Health', 'Games'],['Reference']
11657,['Shopping', 'Sports', 'Business', 'Arts'],['Sports']
22768,['Society', 'Shopping', 'Reference', 'Arts'],['Health']
1625,['Business', 'Science', 'Reference', 'Computers'],['Reference']
48629,['Science', 'Health', 'Reference', 'Recreation'],['Health']
34008,['Arts', 'Recreation', 'Games', 'Computers'],['Reference']
8673,['Business', 'Shopping', 'Sports', 'Society'],['Business']
31962,['Business', 'Computers', 'Arts', 'Society'],['Business']
43794,['Computers', 'Business', 'Arts', 'Shopping'],['Business']
32061,['Sports', 'Society', 'Computers', 'Arts'],['Society']
10766,['Reference', 'Adult', 'Computers', 'Arts'],['Reference']
7899,['Reference', 'Recreation', 'Games', 'Science'],['Reference']
31479,['Society', 'Arts', 'Sports', 'Business'],['Society']
43898,['Health', 'Business', 'Science', 'Recreation'],['Health']
38721,['Arts', 'Shopping', 'Recreation', 'Games'],['Society']
8005,['Business', 'Computers', 'Adult', 'Sports'],['Business']
29901,['Recreation', 'Reference', 'Health', 'Business'],['Health']
16970,['Business', 'Computers', 'Shopping', 'Health'],['Business']
8560,['Sports', 'Recreation', 'Arts', 'Science'],['Health', 'Sports']
35633,['Recreation', 'Health', 'Games', 'Business'],['Reference']
30149,['Business', 'Computers', 'Arts', 'Shopping'],['Sports']
39608,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
15239,['Arts', 'Shopping', 'Games', 'Sports'],['Computers']
17563,['Shopping', 'Business', 'Computers', 'Arts'],['Reference']
55164,['Business', 'Shopping', 'Society', 'Games'],['Business']
37302,['Sports', 'Recreation', 'Business', 'Arts'],['Computers']
28886,['Recreation', 'Health', 'Computers', 'Adult'],['Health', 'Recreation']
35531,['Computers', 'Business', 'Recreation', 'Arts'],['Health']
24592,['Recreation', 'Science', 'Reference', 'Games'],['Reference']
23155,['Society', 'Sports', 'Science', 'Computers'],['Sports']
16278,['Arts', 'Sports', 'Society', 'Recreation'],['Health']
15765,['Recreation', 'Society', 'Sports', 'Arts'],['Sports']
7526,['Games', 'Sports', 'Society', 'Recreation'],['Society']
2724,['Computers', 'Reference', 'Health', 'Sports'],['Computers']
40958,['Recreation', 'Health', 'Computers', 'Arts'],['Health']
2230,['Reference', 'Arts', 'Health', 'Computers'],['Health']
59275,['Sports', 'Games', 'Computers', 'Recreation'],['Health']
39853,['Computers', 'Business', 'Shopping', 'Science'],['Computers']
47214,['Sports', 'Business', 'Society', 'Recreation'],['Sports']
26534,['Business', 'Computers', 'Reference', 'Arts'],['Business']
29068,['Sports', 'Shopping', 'Science', 'Health'],['Society']
25835,['Business', 'Science', 'Health', 'Shopping'],['Health']
46995,['Computers', 'Sports', 'Recreation', 'Business'],['Society']
34506,['Sports', 'Shopping', 'Society', 'Science'],['Adult']
31602,['Sports', 'Games', 'Science', 'Recreation'],['Business']
45975,['Sports', 'Business', 'Recreation', 'Games'],['Business']
28419,['Sports', 'Recreation', 'Arts', 'Shopping'],['Computers']
44842,['Business', 'Health', 'Sports', 'Society'],['Business']
35477,['Recreation', 'Sports', 'Computers', 'Business'],['Reference']
40492,['Health', 'Science', 'Reference', 'Recreation'],['Health']
2053,['Health', 'Recreation', 'Business', 'Arts'],['Health']
10879,['Recreation', 'Society', 'Science', 'Arts'],['Reference', 'Society']
3391,['Business', 'Recreation', 'Arts', 'Society'],['Business']
16608,['Society', 'Health', 'Arts', 'Science'],['Society']
3784,['Games', 'Business', 'Sports', 'Recreation'],['Health']
34150,['Recreation', 'Reference', 'Games', 'Computers'],['Reference']
53543,['Business', 'Sports', 'Society', 'Shopping'],['Health']
34840,['Computers', 'Recreation', 'Science', 'Reference'],['Reference']
3315,['Business', 'Arts', 'Sports', 'Society'],['Business']
26562,['Health', 'Sports', 'Society', 'Shopping'],['Health']
31990,['Business', 'Shopping', 'Recreation', 'Health'],['Business']
32224,['Recreation', 'Business', 'Games', 'Computers'],['Business']
35654,['Sports', 'Society', 'Computers', 'Arts'],['Business']
52303,['Recreation', 'Computers', 'Science', 'Health'],['Reference']
27455,['Business', 'Sports', 'Shopping', 'Recreation'],['Society']
25983,['Games', 'Science', 'Recreation', 'Health'],['Science']
47737,['Recreation', 'Health', 'Business', 'Games'],['Health']
47840,['Arts', 'Business', 'Society', 'Recreation'],['Computers', 'Business']
42638,['Sports', 'Computers', 'Games', 'Society'],['Adult']
42367,['Computers', 'Business', 'Science', 'Sports'],['Business']
44560,['Arts', 'Sports', 'Computers', 'Shopping'],['Computers']
35185,['Business', 'Society', 'Reference', 'Recreation'],['Business']
26535,['Computers', 'Sports', 'Recreation', 'Adult'],['Computers']
46629,['Arts', 'Recreation', 'Health', 'Computers'],['Health']
30367,['Recreation', 'Arts', 'Society', 'Games'],['Computers']
24695,['Health', 'Computers', 'Adult', 'Recreation'],['Health']
37752,['Business', 'Arts', 'Shopping', 'Recreation'],['Health']
5447,['Recreation', 'Adult', 'Sports', 'Society'],['Adult']
14608,['Business', 'Arts', 'Computers', 'Sports'],['Computers']
52571,['Adult', 'Society', 'Games', 'Sports'],['Adult']
17571,['Arts', 'Recreation', 'Business', 'Sports'],['Adult']
4919,['Computers', 'Games', 'Reference', 'Science'],['Computers']
49407,['Recreation', 'Computers', 'Arts', 'Shopping'],['Computers']
38890,['Business', 'Computers', 'Health', 'Sports'],['Business']
43776,['Arts', 'Society', 'Computers', 'Sports'],['Computers']
13744,['Recreation', 'Health', 'Games', 'Business'],['Health']
13405,['Sports', 'Society', 'Shopping', 'Science'],['Adult']
4983,['Reference', 'Health', 'Society', 'Science'],['Science']
12742,['Health', 'Society', 'Business', 'Sports'],['Business']
3629,['Health', 'Science', 'Society', 'Reference'],['Science']
50308,['Computers', 'Sports', 'Recreation', 'Arts'],['Business']
39100,['Recreation', 'Reference', 'Computers', 'Business'],['Health']
7345,['Arts', 'Business', 'Shopping', 'Computers'],['Computers']
58597,['Business', 'Health', 'Recreation', 'Computers'],['Health']
51596,['Computers', 'Health', 'Sports', 'Science'],['Computers']
36526,['Computers', 'Shopping', 'Recreation', 'Arts'],['Society']
22043,['Business', 'Society', 'Recreation', 'Science'],['Arts']
8807,['Business', 'Society', 'Science', 'Health'],['Computers']
24124,['Arts', 'Society', 'Recreation', 'Shopping'],['Society']
51688,['Health', 'Business', 'Science', 'Computers'],['Business']
45740,['Computers', 'Business', 'Shopping', 'Science'],['Business', 'Arts']
38130,['Computers', 'Health', 'Games', 'Arts'],['Science']
48982,['Arts', 'Society', 'Computers', 'Recreation'],['Arts']
37742,['Business', 'Shopping', 'Recreation', 'Health'],['Business']
8403,['Shopping', 'Society', 'Arts', 'Recreation'],['Business']
17270,['Sports', 'Recreation', 'Science', 'Shopping'],['Society']
19843,['Society', 'Health', 'Science', 'Sports'],['Computers']
1202,['Health', 'Recreation', 'Science', 'Business'],['Health']
40890,['Computers', 'Science', 'Business', 'Reference'],['Business']
41038,['Society', 'Sports', 'Shopping', 'Arts'],['Society']
25701,['Shopping', 'Recreation', 'Computers', 'Sports'],['Society']
7813,['Shopping', 'Recreation', 'Society', 'Reference'],['Society']
55129,['Society', 'Adult', 'Health', 'Games'],['Society']
10339,['Health', 'Computers', 'Business', 'Society'],['Computers']
13265,['Computers', 'Sports', 'Health', 'Business'],['Computers']
36846,['Science', 'Health', 'Reference', 'Recreation'],['Business']
15558,['Sports', 'Society', 'Shopping', 'Science'],['Computers']
35070,['Business', 'Computers', 'Games', 'Science'],['Science']
15977,['Computers', 'Science', 'Business', 'Arts'],['Arts']
58765,['Recreation', 'Health', 'Arts', 'Games'],['Health']
45857,['Adult', 'Arts', 'Reference', 'Recreation'],['Science']
10135,['Reference', 'Computers', 'Business', 'Science'],['Society']
52049,['Business', 'Computers', 'Reference', 'Health'],['Science']
47236,['Arts', 'Computers', 'Sports', 'Science'],['Health']
8254,['Business', 'Recreation', 'Computers', 'Reference'],['Business']
13765,['Business', 'Health', 'Shopping', 'Society'],['Business']
44594,['Business', 'Sports', 'Society', 'Shopping'],['Business']
57116,['Health', 'Recreation', 'Reference', 'Arts'],['Health']
22087,['Health', 'Business', 'Society', 'Recreation'],['Health']
44965,['Business', 'Sports', 'Society', 'Arts'],['Business']
45117,['Recreation', 'Computers', 'Science', 'Business'],['Science']
3000,['Recreation', 'Computers', 'Business', 'Science'],['Science']
33858,['Arts', 'Recreation', 'Business', 'Science'],['Science']
33212,['Computers', 'Business', 'Science', 'Recreation'],['Business']
29768,['Society', 'Arts', 'Sports', 'Computers'],['Society']
54691,['Arts', 'Society', 'Shopping', 'Health'],['Arts']
52498,['Computers', 'Science', 'Sports', 'Recreation'],['Computers']
52682,['Business', 'Sports', 'Society', 'Shopping'],['Science']
10950,['Computers', 'Arts', 'Sports', 'Society'],['Computers']
42991,['Business', 'Sports', 'Health', 'Reference'],['Business']
34700,['Shopping', 'Recreation', 'Computers', 'Arts'],['Business']
33730,['Arts', 'Recreation', 'Games', 'Society'],['Science']
48131,['Health', 'Society', 'Science', 'Arts'],['Business']
24499,['Computers', 'Sports', 'Science', 'Business'],['Computers']
3265,['Sports', 'Society', 'Shopping', 'Health'],['Society']
33234,['Shopping', 'Science', 'Business', 'Games'],['Science']
24632,['Society', 'Games', 'Sports', 'Reference'],['Society']
42546,['Business', 'Sports', 'Arts', 'Shopping'],['Science']
22693,['Society', 'Health', 'Computers', 'Arts'],['Society']
8340,['Computers', 'Society', 'Shopping', 'Recreation'],['Science']
43948,['Business', 'Recreation', 'Games', 'Computers'],['Business']
2477,['Health', 'Arts', 'Society', 'Sports'],['Health']
34496,['Computers', 'Games', 'Business', 'Sports'],['Computers']
40839,['Computers', 'Society', 'Recreation', 'Business'],['Society']
4904,['Shopping', 'Science', 'Sports', 'Business'],['Science', 'Shopping']
3609,['Shopping', 'Business', 'Arts', 'Society'],['Society']
45946,['Business', 'Computers', 'Shopping', 'Recreation'],['Business']
6742,['Computers', 'Recreation', 'Business', 'Society'],['Business']
30458,['Society', 'Business', 'Arts', 'Shopping'],['Society']
19130,['Society', 'Business', 'Adult', 'Sports'],['Society']
38517,['Arts', 'Computers', 'Society', 'Shopping'],['Computers']
16673,['Recreation', 'Health', 'Arts', 'Society'],['Society']
51926,['Shopping', 'Business', 'Society', 'Sports'],['Business']
7073,['Society', 'Shopping', 'Recreation', 'Business'],['Business']
11656,['Arts', 'Sports', 'Recreation', 'Society'],['Reference', 'Shopping', 'Business']
15485,['Reference', 'Science', 'Recreation', 'Health'],['Science']
58196,['Recreation', 'Arts', 'Health', 'Computers'],['Computers']
6174,['Business', 'Sports', 'Society', 'Recreation'],['Society']
52483,['Computers', 'Business', 'Science', 'Shopping'],['Science']
27823,['Computers', 'Business', 'Shopping', 'Arts'],['Business']
12892,['Business', 'Shopping', 'Recreation', 'Health'],['Health']
4112,['Health', 'Society', 'Recreation', 'Science'],['Health']
26007,['Reference', 'Recreation', 'Science', 'Games'],['Science']
1735,['Business', 'Shopping', 'Recreation', 'Health'],['Business']
42200,['Science', 'Arts', 'Computers', 'Society'],['Science']
39009,['Health', 'Shopping', 'Reference', 'Recreation'],['Health']
54196,['Health', 'Business', 'Society', 'Shopping'],['Health']
34052,['Science', 'Reference', 'Computers', 'Recreation'],['Science']
46722,['Health', 'Shopping', 'Computers', 'Business'],['Society']
22152,['Business', 'Shopping', 'Health', 'Computers'],['Business']
44849,['Computers', 'Business', 'Arts', 'Adult'],['Computers']
40308,['Business', 'Arts', 'Shopping', 'Computers'],['Computers']
36909,['Shopping', 'Society', 'Adult', 'Recreation'],['Society']
44692,['Computers', 'Arts', 'Science', 'Business'],['Computers']
32092,['Arts', 'Computers', 'Business', 'Recreation'],['Computers']
36755,['Health', 'Recreation', 'Games', 'Business'],['Health']
28760,['Business', 'Shopping', 'Arts', 'Sports'],['Science']
58561,['Shopping', 'Arts', 'Society', 'Computers'],['Health']
