ref id,Predicted,Actual
57141,['Adult', 'Shopping', 'Society', 'Recreation'],['Adult']
30080,['Business', 'Computers', 'Society', 'Health'],['Computers']
21570,['Business', 'Science', 'Reference', 'Recreation'],['Reference']
36386,['Business', 'Shopping', 'Health', 'Society'],['Computers']
30355,['Games', 'Shopping', 'Recreation', 'Computers'],['Games']
10710,['Adult', 'Shopping', 'Sports', 'Business'],['Society']
10612,['Sports', 'Society', 'Shopping', 'Recreation'],['Sports']
32210,['Society', 'Sports', 'Computers', 'Arts'],['Society']
12868,['Shopping', 'Recreation', 'Computers', 'Sports'],['Sports']
15270,['Computers', 'Shopping', 'Business', 'Recreation'],['Computers']
17055,['Business', 'Science', 'Computers', 'Recreation'],['Business']
1574,['Reference', 'Society', 'Shopping', 'Business'],['Society']
38175,['Business', 'Science', 'Health', 'Society'],['Business']
38042,['Reference', 'Recreation', 'Business', 'Computers'],['Reference']
15034,['Computers', 'Business', 'Shopping', 'Society'],['Computers']
17705,['Reference', 'Business', 'Recreation', 'Shopping'],['Reference']
38083,['Shopping', 'Arts', 'Business', 'Society'],['Society']
57337,['Sports', 'Shopping', 'Business', 'Arts'],['Sports']
46950,['Games', 'Computers', 'Science', 'Business'],['Games']
31392,['Society', 'Shopping', 'Business', 'Arts'],['Society']
10666,['Sports', 'Shopping', 'Business', 'Recreation'],['Sports']
36186,['Recreation', 'Business', 'Computers', 'Arts'],['Business']
44654,['Shopping', 'Business', 'Recreation', 'Computers'],['Business']
7337,['Sports', 'Shopping', 'Arts', 'Recreation'],['Sports']
10166,['Business', 'Recreation', 'Shopping', 'Science'],['Business']
51867,['Sports', 'Recreation', 'Shopping', 'Arts'],['Sports']
9338,['Business', 'Computers', 'Shopping', 'Science'],['Computers']
45772,['Sports', 'Society', 'Computers', 'Recreation'],['Sports']
39458,['Society', 'Health', 'Recreation', 'Shopping'],['Society']
10403,['Games', 'Recreation', 'Computers', 'Arts'],['Games']
35849,['Business', 'Science', 'Recreation', 'Society'],['Business']
11448,['Reference', 'Society', 'Arts', 'Recreation'],['Reference']
39883,['Games', 'Recreation', 'Computers', 'Business'],['Games']
54915,['Recreation', 'Sports', 'Adult', 'Shopping'],['Sports']
54473,['Computers', 'Shopping', 'Society', 'Business'],['Computers']
45035,['Games', 'Science', 'Computers', 'Society'],['Games']
12231,['Society', 'Computers', 'Sports', 'Shopping'],['Society']
40458,['Arts', 'Sports', 'Society', 'Computers'],['Sports']
32540,['Reference', 'Recreation', 'Business', 'Shopping'],['Reference']
9385,['Games', 'Business', 'Reference', 'Science'],['Games']
45152,['Arts', 'Science', 'Computers', 'Recreation'],['Games']
59206,['Computers', 'Arts', 'Shopping', 'Business'],['Science', 'Business']
46355,['Reference', 'Recreation', 'Business', 'Shopping'],['Reference']
58752,['Business', 'Recreation', 'Shopping', 'Computers'],['Business']
42231,['Games', 'Business', 'Recreation', 'Arts'],['Games']
8257,['Games', 'Recreation', 'Shopping', 'Society'],['Games']
29594,['Sports', 'Computers', 'Recreation', 'Shopping'],['Sports']
20318,['Society', 'Health', 'Science', 'Shopping'],['Society']
4512,['Society', 'Recreation', 'Shopping', 'Science'],['Society']
39528,['Reference', 'Recreation', 'Science', 'Computers'],['Reference']
31121,['Sports', 'Recreation', 'Shopping', 'Business'],['Sports']
25498,['Arts', 'Recreation', 'Science', 'Business'],['Reference']
3330,['Shopping', 'Recreation', 'Business', 'Arts'],['Business']
34363,['Games', 'Recreation', 'Reference', 'Shopping'],['Games']
7043,['Reference', 'Recreation', 'Business', 'Computers'],['Reference']
17362,['Recreation', 'Reference', 'Arts', 'Computers'],['Reference']
5706,['Games', 'Recreation', 'Science', 'Business'],['Games']
8955,['Shopping', 'Computers', 'Recreation', 'Business'],['Sports']
8887,['Recreation', 'Business', 'Computers', 'Health'],['Reference']
49434,['Society', 'Science', 'Recreation', 'Reference'],['Society']
15264,['Sports', 'Shopping', 'Recreation', 'Arts'],['Sports']
16098,['Games', 'Recreation', 'Science', 'Business'],['Games']
55445,['Reference', 'Recreation', 'Science', 'Computers'],['Reference']
58572,['Reference', 'Recreation', 'Science', 'Computers'],['Reference']
30961,['Sports', 'Shopping', 'Recreation', 'Arts'],['Sports']
41598,['Recreation', 'Computers', 'Science', 'Business'],['Games']
22802,['Games', 'Computers', 'Recreation', 'Business'],['Games']
57046,['Computers', 'Science', 'Business', 'Reference'],['Reference']
44719,['Society', 'Sports', 'Shopping', 'Business'],['Society']
2761,['Business', 'Recreation', 'Shopping', 'Computers'],['Business']
28027,['Games', 'Computers', 'Recreation', 'Science'],['Games']
53178,['Arts', 'Business', 'Computers', 'Reference'],['Reference']
40172,['Games', 'Recreation', 'Arts', 'Business'],['Games']
54168,['Shopping', 'Recreation', 'Computers', 'Sports'],['Sports']
5070,['Computers', 'Health', 'Business', 'Games'],['Computers']
42352,['Business', 'Science', 'Computers', 'Society'],['Business']
53137,['Society', 'Sports', 'Recreation', 'Health'],['Society']
24467,['Sports', 'Shopping', 'Business', 'Reference'],['Sports']
46035,['Society', 'Health', 'Shopping', 'Sports'],['Society']
9995,['Business', 'Recreation', 'Science', 'Computers'],['Business']
49529,['Shopping', 'Recreation', 'Computers', 'Sports'],['Sports']
23833,['Reference', 'Computers', 'Business', 'Science'],['Reference']
39913,['Sports', 'Business', 'Recreation', 'Shopping'],['Sports']
54981,['Computers', 'Business', 'Shopping', 'Science'],['Computers']
8338,['Games', 'Recreation', 'Arts', 'Business'],['Games']
47285,['Computers', 'Games', 'Science', 'Arts'],['Computers']
12295,['Business', 'Science', 'Computers', 'Health'],['Health', 'Business']
14817,['Business', 'Computers', 'Reference', 'Science'],['Reference']
14714,['Games', 'Arts', 'Computers', 'Recreation'],['Games']
26062,['Society', 'Business', 'Shopping', 'Computers'],['Society']
34973,['Sports', 'Shopping', 'Business', 'Recreation'],['Sports']
58568,['Computers', 'Games', 'Recreation', 'Arts'],['Games']
34279,['Business', 'Computers', 'Science', 'Recreation'],['Business']
36686,['Business', 'Society', 'Recreation', 'Science'],['Reference']
41287,['Society', 'Health', 'Recreation', 'Business'],['Society']
17992,['Arts', 'Computers', 'Games', 'Recreation'],['Games']
32716,['Computers', 'Reference', 'Business', 'Health'],['Reference']
28352,['Computers', 'Science', 'Business', 'Reference'],['Reference']
3097,['Sports', 'Recreation', 'Games', 'Shopping'],['Sports']
53193,['Computers', 'Business', 'Science', 'Reference'],['Reference']
37699,['Sports', 'Society', 'Business', 'Recreation'],['Sports']
58924,['Business', 'Computers', 'Science', 'Shopping'],['Business']
46129,['Sports', 'Shopping', 'Society', 'Recreation'],['Sports']
21961,['Computers', 'Games', 'Science', 'Recreation'],['Reference']
50782,['Games', 'Recreation', 'Shopping', 'Computers'],['Games']
26498,['Games', 'Health', 'Computers', 'Recreation'],['Games']
12732,['Society', 'Shopping', 'Recreation', 'Business'],['Society']
8090,['Arts', 'Shopping', 'Business', 'Society'],['Computers']
15320,['Health', 'Business', 'Science', 'Computers'],['Business']
34950,['Computers', 'Business', 'Shopping', 'Society'],['Computers']
35964,['Business', 'Computers', 'Reference', 'Society'],['Reference']
40937,['Computers', 'Society', 'Business', 'Science'],['Computers']
39305,['Games', 'Arts', 'Shopping', 'Business'],['Games']
13089,['Business', 'Health', 'Computers', 'Recreation'],['Business']
9207,['Games', 'Recreation', 'Computers', 'Science'],['Games']
46795,['Sports', 'Recreation', 'Shopping', 'Business'],['Sports']
2382,['Sports', 'Recreation', 'Shopping', 'Business'],['Sports']
41352,['Business', 'Science', 'Recreation', 'Computers'],['Business']
39783,['Society', 'Shopping', 'Business', 'Health'],['Society']
8234,['Computers', 'Reference', 'Recreation', 'Society'],['Reference']
7009,['Computers', 'Shopping', 'Society', 'Business'],['Computers']
4841,['Society', 'Computers', 'Shopping', 'Arts'],['Computers']
58358,['Recreation', 'Reference', 'Computers', 'Science'],['Reference']
13562,['Arts', 'Shopping', 'Society', 'Reference'],['Computers']
38050,['Science', 'Business', 'Recreation', 'Reference'],['Business']
32522,['Games', 'Arts', 'Recreation', 'Computers'],['Games']
5114,['Society', 'Business', 'Shopping', 'Sports'],['Society']
6026,['Society', 'Shopping', 'Business', 'Computers'],['Society']
9117,['Sports', 'Recreation', 'Shopping', 'Games'],['Sports']
39001,['Science', 'Computers', 'Arts', 'Business'],['Business']
57325,['Business', 'Computers', 'Arts', 'Science'],['Business']
43092,['Sports', 'Arts', 'Recreation', 'Society'],['Sports']
1471,['Games', 'Computers', 'Recreation', 'Arts'],['Games']
17051,['Reference', 'Arts', 'Business', 'Society'],['Reference']
9485,['Sports', 'Reference', 'Shopping', 'Business'],['Sports']
29472,['Computers', 'Shopping', 'Business', 'Reference'],['Computers']
49825,['Science', 'Recreation', 'Computers', 'Society'],['Games']
31539,['Arts', 'Recreation', 'Computers', 'Business'],['Games']
27248,['Reference', 'Society', 'Recreation', 'Arts'],['Reference']
38435,['Society', 'Shopping', 'Business', 'Recreation'],['Society']
26258,['Computers', 'Games', 'Business', 'Shopping'],['Computers']
3074,['Games', 'Arts', 'Recreation', 'Computers'],['Games']
22088,['Society', 'Reference', 'Recreation', 'Arts'],['Society']
41953,['Arts', 'Recreation', 'Reference', 'Business'],['Business']
33857,['Reference', 'Computers', 'Shopping', 'Society'],['Reference']
17667,['Society', 'Shopping', 'Business', 'Computers'],['Society']
22403,['Games', 'Shopping', 'Computers', 'Recreation'],['Games']
32445,['Games', 'Recreation', 'Computers', 'Arts'],['Games']
27525,['Computers', 'Business', 'Science', 'Reference'],['Reference']
10633,['Society', 'Shopping', 'Business', 'Recreation'],['Society']
11763,['Shopping', 'Recreation', 'Computers', 'Society'],['Computers']
10537,['Computers', 'Society', 'Health', 'Business'],['Computers']
21766,['Business', 'Computers', 'Science', 'Recreation'],['Business']
53885,['Health', 'Reference', 'Arts', 'Science'],['Reference']
1595,['Science', 'Health', 'Computers', 'Business'],['Reference', 'Science']
550,['Shopping', 'Recreation', 'Computers', 'Society'],['Computers']
54352,['Games', 'Society', 'Sports', 'Recreation'],['Games']
24707,['Computers', 'Business', 'Arts', 'Shopping'],['Computers']
42899,['Society', 'Health', 'Arts', 'Business'],['Reference', 'Society']
7671,['Games', 'Shopping', 'Recreation', 'Computers'],['Games']
54521,['Reference', 'Arts', 'Science', 'Business'],['Reference']
37760,['Games', 'Recreation', 'Computers', 'Arts'],['Games']
32965,['Computers', 'Business', 'Shopping', 'Recreation'],['Computers']
12215,['Shopping', 'Computers', 'Recreation', 'Business'],['Games']
39817,['Sports', 'Recreation', 'Society', 'Arts'],['Reference']
49672,['Business', 'Computers', 'Health', 'Reference'],['Reference']
383,['Reference', 'Business', 'Society', 'Shopping'],['Reference']
32094,['Sports', 'Shopping', 'Business', 'Recreation'],['Sports']
13353,['Business', 'Computers', 'Shopping', 'Arts'],['Business']
16885,['Business', 'Computers', 'Society', 'Recreation'],['Business']
9382,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
54832,['Games', 'Recreation', 'Arts', 'Computers'],['Games']
35099,['Sports', 'Society', 'Health', 'Shopping'],['Society', 'Sports']
55136,['Business', 'Shopping', 'Computers', 'Recreation'],['Business']
52774,['Arts', 'Adult', 'Computers', 'Recreation'],['Reference']
31696,['Arts', 'Shopping', 'Computers', 'Business'],['Computers']
13535,['Computers', 'Shopping', 'Business', 'Reference'],['Computers']
48284,['Sports', 'Society', 'Shopping', 'Recreation'],['Sports']
29970,['Business', 'Recreation', 'Arts', 'Society'],['Reference']
30710,['Society', 'Health', 'Computers', 'Science'],['Society']
34943,['Sports', 'Computers', 'Business', 'Games'],['Sports']
49624,['Society', 'Health', 'Business', 'Computers'],['Society']
45120,['Reference', 'Computers', 'Science', 'Business'],['Reference']
40126,['Society', 'Health', 'Recreation', 'Sports'],['Society']
34705,['Business', 'Shopping', 'Science', 'Arts'],['Business']
25013,['Arts', 'Business', 'Science', 'Shopping'],['Business']
38387,['Recreation', 'Computers', 'Business', 'Society'],['Games']
57751,['Society', 'Computers', 'Reference', 'Arts'],['Computers']
30591,['Business', 'Science', 'Shopping', 'Computers'],['Business']
28147,['Shopping', 'Sports', 'Recreation', 'Computers'],['Sports']
25408,['Computers', 'Business', 'Society', 'Recreation'],['Computers']
22631,['Games', 'Recreation', 'Arts', 'Business'],['Games']
30686,['Health', 'Recreation', 'Games', 'Arts'],['Games']
4886,['Recreation', 'Arts', 'Reference', 'Business'],['Reference']
5693,['Recreation', 'Science', 'Reference', 'Health'],['Reference']
46820,['Business', 'Recreation', 'Science', 'Arts'],['Business']
37135,['Games', 'Arts', 'Computers', 'Recreation'],['Games']
23163,['Recreation', 'Reference', 'Science', 'Business'],['Reference']
36524,['Recreation', 'Arts', 'Society', 'Computers'],['Reference']
50602,['Sports', 'Shopping', 'Recreation', 'Society'],['Sports']
10990,['Recreation', 'Society', 'Sports', 'Shopping'],['Sports']
33490,['Science', 'Business', 'Computers', 'Recreation'],['Business']
31100,['Recreation', 'Computers', 'Business', 'Shopping'],['Reference']
7912,['Society', 'Health', 'Business', 'Shopping'],['Society']
24739,['Business', 'Science', 'Shopping', 'Computers'],['Business']
15268,['Recreation', 'Reference', 'Computers', 'Arts'],['Reference']
6908,['Shopping', 'Recreation', 'Computers', 'Society'],['Sports']
50347,['Business', 'Computers', 'Recreation', 'Arts'],['Business']
5915,['Society', 'Health', 'Business', 'Computers'],['Society']
48798,['Business', 'Society', 'Science', 'Recreation'],['Business']
57994,['Reference', 'Recreation', 'Science', 'Shopping'],['Reference']
49835,['Shopping', 'Society', 'Business', 'Recreation'],['Society']
28490,['Health', 'Sports', 'Society', 'Business'],['Sports']
27319,['Business', 'Computers', 'Recreation', 'Science'],['Business']
42261,['Business', 'Science', 'Computers', 'Reference'],['Business']
4260,['Games', 'Shopping', 'Recreation', 'Business'],['Games']
4662,['Business', 'Science', 'Society', 'Computers'],['Business']
50725,['Business', 'Recreation', 'Science', 'Society'],['Business']
29384,['Arts', 'Society', 'Sports', 'Computers'],['Society']
27434,['Business', 'Recreation', 'Shopping', 'Society'],['Computers']
15838,['Business', 'Science', 'Recreation', 'Computers'],['Business']
26459,['Reference', 'Computers', 'Science', 'Business'],['Reference']
25411,['Shopping', 'Business', 'Recreation', 'Sports'],['Business']
55037,['Business', 'Shopping', 'Computers', 'Recreation'],['Computers']
6242,['Shopping', 'Recreation', 'Business', 'Sports'],['Business']
9924,['Business', 'Society', 'Arts', 'Science'],['Reference']
54977,['Business', 'Shopping', 'Recreation', 'Science'],['Business']
23712,['Society', 'Computers', 'Shopping', 'Recreation'],['Society']
1943,['Shopping', 'Arts', 'Society', 'Business'],['Computers']
22041,['Health', 'Recreation', 'Arts', 'Business'],['Health']
2443,['Reference', 'Science', 'Recreation', 'Business'],['Reference']
40220,['Sports', 'Recreation', 'Shopping', 'Society'],['Sports']
50977,['Society', 'Health', 'Computers', 'Business'],['Society']
2488,['Health', 'Business', 'Reference', 'Arts'],['Reference']
45328,['Computers', 'Society', 'Shopping', 'Recreation'],['Computers']
33455,['Business', 'Arts', 'Society', 'Shopping'],['Business']
30522,['Health', 'Business', 'Science', 'Recreation'],['Health']
9661,['Health', 'Business', 'Science', 'Computers'],['Health']
16481,['Health', 'Business', 'Recreation', 'Shopping'],['Health']
172,['Sports', 'Recreation', 'Society', 'Shopping'],['Sports']
48415,['Recreation', 'Shopping', 'Business', 'Society'],['Sports']
32406,['Computers', 'Business', 'Science', 'Arts'],['Business']
39385,['Computers', 'Business', 'Shopping', 'Society'],['Computers']
37493,['Business', 'Games', 'Shopping', 'Computers'],['Recreation', 'Business']
37963,['Society', 'Computers', 'Arts', 'Business'],['Computers']
10847,['Sports', 'Recreation', 'Business', 'Shopping'],['Sports']
38543,['Computers', 'Business', 'Shopping', 'Sports'],['Computers']
45698,['Society', 'Recreation', 'Business', 'Sports'],['Society']
1926,['Computers', 'Society', 'Arts', 'Business'],['Computers']
8840,['Computers', 'Business', 'Recreation', 'Arts'],['Business']
38786,['Business', 'Recreation', 'Arts', 'Science'],['Business']
49386,['Computers', 'Business', 'Shopping', 'Arts'],['Computers']
51251,['Computers', 'Business', 'Shopping', 'Arts'],['Computers']
22541,['Arts', 'Reference', 'Recreation', 'Business'],['Reference']
9814,['Health', 'Society', 'Science', 'Recreation'],['Health']
58385,['Arts', 'Recreation', 'Business', 'Reference'],['Reference']
58322,['Computers', 'Society', 'Business', 'Shopping'],['Computers']
31341,['Arts', 'Recreation', 'Reference', 'Science'],['Reference']
45485,['Society', 'Computers', 'Recreation', 'Shopping'],['Computers']
23554,['Sports', 'Recreation', 'Shopping', 'Business'],['Sports']
50906,['Reference', 'Arts', 'Science', 'Recreation'],['Reference']
8008,['Health', 'Recreation', 'Business', 'Society'],['Health']
36665,['Business', 'Computers', 'Shopping', 'Recreation'],['Business']
15713,['Health', 'Recreation', 'Arts', 'Business'],['Health']
43646,['Science', 'Business', 'Society', 'Computers'],['Business']
25619,['Shopping', 'Recreation', 'Sports', 'Society'],['Sports']
2334,['Health', 'Recreation', 'Games', 'Arts'],['Health']
3133,['Business', 'Science', 'Recreation', 'Computers'],['Business']
49109,['Business', 'Arts', 'Computers', 'Science'],['Business']
16852,['Business', 'Recreation', 'Computers', 'Science'],['Business']
26544,['Recreation', 'Reference', 'Science', 'Arts'],['Reference', 'Society']
3460,['Business', 'Shopping', 'Recreation', 'Computers'],['Shopping', 'Business']
57341,['Sports', 'Recreation', 'Shopping', 'Business'],['Sports']
30217,['Science', 'Business', 'Recreation', 'Arts'],['Reference']
7788,['Science', 'Health', 'Recreation', 'Computers'],['Health']
43866,['Business', 'Computers', 'Science', 'Recreation'],['Business']
22898,['Science', 'Health', 'Computers', 'Business'],['Health']
34871,['Sports', 'Recreation', 'Shopping', 'Business'],['Sports']
58986,['Business', 'Computers', 'Shopping', 'Arts'],['Computers']
9834,['Business', 'Recreation', 'Arts', 'Reference'],['Business']
5920,['Health', 'Business', 'Computers', 'Recreation'],['Business']
22353,['Business', 'Computers', 'Shopping', 'Society'],['Computers']
23135,['Arts', 'Society', 'Reference', 'Recreation'],['Reference']
7141,['Arts', 'Recreation', 'Reference', 'Games'],['Reference', 'Society']
14766,['Sports', 'Recreation', 'Shopping', 'Society'],['Sports']
5787,['Shopping', 'Recreation', 'Society', 'Computers'],['Society']
4858,['Business', 'Recreation', 'Arts', 'Society'],['Reference']
28942,['Recreation', 'Shopping', 'Business', 'Science'],['Shopping', 'Business']
39691,['Health', 'Arts', 'Business', 'Reference'],['Health']
36264,['Sports', 'Recreation', 'Shopping', 'Society'],['Sports']
51714,['Shopping', 'Sports', 'Recreation', 'Computers'],['Sports']
59128,['Reference', 'Science', 'Arts', 'Society'],['Reference']
10099,['Arts', 'Society', 'Shopping', 'Recreation'],['Computers']
51347,['Computers', 'Business', 'Shopping', 'Society'],['Business']
10131,['Health', 'Arts', 'Computers', 'Business'],['Health']
27560,['Society', 'Health', 'Business', 'Sports'],['Sports']
31798,['Computers', 'Business', 'Shopping', 'Society'],['Computers']
17583,['Computers', 'Arts', 'Business', 'Society'],['Computers']
22619,['Games', 'Reference', 'Recreation', 'Arts'],['Reference']
39717,['Health', 'Reference', 'Science', 'Recreation'],['Reference']
27662,['Sports', 'Society', 'Recreation', 'Arts'],['Sports']
7447,['Sports', 'Computers', 'Society', 'Arts'],['Sports']
38064,['Computers', 'Shopping', 'Business', 'Society'],['Computers']
45405,['Computers', 'Business', 'Recreation', 'Shopping'],['Computers']
58681,['Sports', 'Society', 'Shopping', 'Computers'],['Sports']
7734,['Shopping', 'Arts', 'Society', 'Sports'],['Computers']
51630,['Recreation', 'Arts', 'Society', 'Computers'],['Computers']
48114,['Society', 'Computers', 'Shopping', 'Arts'],['Society']
1560,['Recreation', 'Business', 'Shopping', 'Computers'],['Business']
21847,['Computers', 'Recreation', 'Business', 'Arts'],['Health']
24066,['Business', 'Recreation', 'Society', 'Shopping'],['Business']
6814,['Sports', 'Shopping', 'Business', 'Recreation'],['Sports']
48600,['Shopping', 'Sports', 'Recreation', 'Computers'],['Sports']
58654,['Business', 'Science', 'Recreation', 'Shopping'],['Business']
32659,['Computers', 'Business', 'Shopping', 'Society'],['Computers']
48020,['Recreation', 'Computers', 'Games', 'Arts'],['Business']
706,['Business', 'Science', 'Health', 'Recreation'],['Business']
29333,['Reference', 'Recreation', 'Business', 'Computers'],['Reference']
28483,['Sports', 'Business', 'Shopping', 'Recreation'],['Sports']
42206,['Society', 'Computers', 'Business', 'Shopping'],['Society']
51454,['Reference', 'Arts', 'Recreation', 'Business'],['Reference']
3233,['Sports', 'Recreation', 'Society', 'Arts'],['Sports']
42801,['Reference', 'Health', 'Recreation', 'Arts'],['Reference']
11657,['Sports', 'Society', 'Shopping', 'Computers'],['Sports']
22768,['Health', 'Society', 'Computers', 'Shopping'],['Health']
1625,['Reference', 'Society', 'Business', 'Computers'],['Reference']
48629,['Health', 'Reference', 'Business', 'Arts'],['Health']
34008,['Business', 'Computers', 'Recreation', 'Games'],['Reference']
8673,['Business', 'Games', 'Health', 'Computers'],['Business']
31962,['Business', 'Society', 'Computers', 'Health'],['Business']
43794,['Computers', 'Business', 'Reference', 'Science'],['Business']
32061,['Society', 'Shopping', 'Recreation', 'Sports'],['Society']
10766,['Reference', 'Recreation', 'Computers', 'Arts'],['Reference']
7899,['Reference', 'Recreation', 'Business', 'Computers'],['Reference']
31479,['Arts', 'Society', 'Games', 'Recreation'],['Society']
43898,['Business', 'Science', 'Health', 'Recreation'],['Health']
38721,['Society', 'Business', 'Computers', 'Shopping'],['Society']
8005,['Business', 'Computers', 'Recreation', 'Shopping'],['Business']
29901,['Health', 'Recreation', 'Business', 'Science'],['Health']
16970,['Business', 'Computers', 'Recreation', 'Science'],['Business']
8560,['Health', 'Business', 'Science', 'Computers'],['Health', 'Sports']
35633,['Computers', 'Recreation', 'Business', 'Arts'],['Reference']
30149,['Sports', 'Recreation', 'Shopping', 'Computers'],['Sports']
39608,['Sports', 'Recreation', 'Business', 'Shopping'],['Sports']
15239,['Computers', 'Arts', 'Shopping', 'Business'],['Computers']
17563,['Reference', 'Society', 'Business', 'Recreation'],['Reference']
55164,['Business', 'Computers', 'Science', 'Shopping'],['Business']
37302,['Business', 'Shopping', 'Society', 'Recreation'],['Computers']
28886,['Recreation', 'Health', 'Business', 'Computers'],['Health', 'Recreation']
35531,['Health', 'Recreation', 'Business', 'Shopping'],['Health']
24592,['Arts', 'Recreation', 'Reference', 'Games'],['Reference']
23155,['Sports', 'Health', 'Shopping', 'Society'],['Sports']
16278,['Business', 'Shopping', 'Arts', 'Computers'],['Health']
15765,['Sports', 'Society', 'Recreation', 'Arts'],['Sports']
7526,['Sports', 'Games', 'Society', 'Shopping'],['Society']
2724,['Computers', 'Shopping', 'Arts', 'Science'],['Computers']
40958,['Health', 'Recreation', 'Arts', 'Computers'],['Health']
2230,['Health', 'Arts', 'Reference', 'Science'],['Health']
59275,['Business', 'Society', 'Recreation', 'Science'],['Health']
39853,['Computers', 'Business', 'Arts', 'Shopping'],['Computers']
47214,['Sports', 'Recreation', 'Business', 'Society'],['Sports']
26534,['Business', 'Computers', 'Health', 'Recreation'],['Business']
29068,['Society', 'Shopping', 'Computers', 'Arts'],['Society']
25835,['Science', 'Health', 'Shopping', 'Computers'],['Health']
46995,['Society', 'Sports', 'Arts', 'Business'],['Society']
34506,['Society', 'Shopping', 'Recreation', 'Business'],['Adult']
31602,['Business', 'Health', 'Computers', 'Recreation'],['Business']
45975,['Business', 'Society', 'Recreation', 'Computers'],['Business']
28419,['Shopping', 'Business', 'Arts', 'Computers'],['Computers']
44842,['Business', 'Computers', 'Recreation', 'Science'],['Business']
35477,['Games', 'Arts', 'Recreation', 'Computers'],['Reference']
40492,['Health', 'Recreation', 'Business', 'Computers'],['Health']
2053,['Health', 'Recreation', 'Business', 'Computers'],['Health']
10879,['Recreation', 'Science', 'Arts', 'Computers'],['Reference', 'Society']
3391,['Business', 'Computers', 'Recreation', 'Arts'],['Business']
16608,['Society', 'Arts', 'Sports', 'Business'],['Society']
3784,['Health', 'Business', 'Recreation', 'Arts'],['Health']
34150,['Reference', 'Recreation', 'Arts', 'Science'],['Reference']
53543,['Health', 'Science', 'Recreation', 'Computers'],['Health']
34840,['Reference', 'Computers', 'Science', 'Recreation'],['Reference']
3315,['Business', 'Shopping', 'Computers', 'Society'],['Business']
26562,['Health', 'Business', 'Recreation', 'Arts'],['Health']
31990,['Business', 'Recreation', 'Shopping', 'Computers'],['Business']
32224,['Business', 'Computers', 'Recreation', 'Science'],['Business']
35654,['Business', 'Shopping', 'Science', 'Society'],['Business']
52303,['Recreation', 'Reference', 'Science', 'Arts'],['Reference']
27455,['Society', 'Arts', 'Shopping', 'Sports'],['Society']
25983,['Science', 'Health', 'Reference', 'Recreation'],['Science']
47737,['Health', 'Recreation', 'Computers', 'Science'],['Health']
47840,['Computers', 'Business', 'Reference', 'Games'],['Computers', 'Business']
42638,['Adult', 'Sports', 'Recreation', 'Society'],['Adult']
42367,['Computers', 'Business', 'Reference', 'Science'],['Business']
44560,['Computers', 'Business', 'Shopping', 'Society'],['Computers']
35185,['Business', 'Computers', 'Society', 'Reference'],['Business']
26535,['Computers', 'Games', 'Arts', 'Recreation'],['Computers']
46629,['Health', 'Recreation', 'Computers', 'Science'],['Health']
30367,['Games', 'Society', 'Business', 'Recreation'],['Computers']
24695,['Health', 'Recreation', 'Business', 'Arts'],['Health']
37752,['Shopping', 'Business', 'Arts', 'Recreation'],['Health']
5447,['Adult', 'Shopping', 'Computers', 'Recreation'],['Adult']
14608,['Computers', 'Arts', 'Recreation', 'Business'],['Computers']
52571,['Adult', 'Shopping', 'Society', 'Computers'],['Adult']
17571,['Arts', 'Adult', 'Shopping', 'Society'],['Adult']
4919,['Computers', 'Games', 'Arts', 'Recreation'],['Computers']
49407,['Computers', 'Business', 'Society', 'Recreation'],['Computers']
38890,['Business', 'Computers', 'Society', 'Games'],['Business']
43776,['Computers', 'Games', 'Arts', 'Business'],['Computers']
13744,['Computers', 'Recreation', 'Business', 'Arts'],['Health']
13405,['Shopping', 'Computers', 'Recreation', 'Society'],['Adult']
4983,['Reference', 'Science', 'Health', 'Computers'],['Science']
12742,['Business', 'Computers', 'Arts', 'Health'],['Business']
3629,['Science', 'Arts', 'Business', 'Society'],['Science']
50308,['Computers', 'Business', 'Health', 'Society'],['Business']
39100,['Health', 'Arts', 'Business', 'Recreation'],['Health']
7345,['Computers', 'Arts', 'Recreation', 'Games'],['Computers']
58597,['Health', 'Business', 'Computers', 'Science'],['Health']
51596,['Computers', 'Society', 'Science', 'Business'],['Computers']
36526,['Society', 'Business', 'Shopping', 'Sports'],['Society']
22043,['Business', 'Computers', 'Shopping', 'Society'],['Arts']
8807,['Computers', 'Society', 'Recreation', 'Science'],['Computers']
24124,['Society', 'Shopping', 'Business', 'Recreation'],['Society']
51688,['Business', 'Computers', 'Recreation', 'Arts'],['Business']
45740,['Arts', 'Shopping', 'Computers', 'Recreation'],['Business', 'Arts']
38130,['Science', 'Society', 'Computers', 'Business'],['Science']
48982,['Arts', 'Sports', 'Games', 'Business'],['Arts']
37742,['Business', 'Computers', 'Shopping', 'Recreation'],['Business']
8403,['Business', 'Recreation', 'Computers', 'Shopping'],['Business']
17270,['Society', 'Reference', 'Business', 'Shopping'],['Society']
19843,['Society', 'Business', 'Health', 'Arts'],['Computers']
1202,['Health', 'Business', 'Recreation', 'Adult'],['Health']
40890,['Business', 'Computers', 'Reference', 'Science'],['Business']
41038,['Society', 'Shopping', 'Reference', 'Recreation'],['Society']
25701,['Society', 'Recreation', 'Computers', 'Shopping'],['Society']
7813,['Society', 'Health', 'Shopping', 'Computers'],['Society']
55129,['Society', 'Shopping', 'Recreation', 'Arts'],['Society']
