ref id,Predicted,Actual
0,['Adult', 'Society', 'Recreation', 'Computers'],['Adult']
27197,['Science', 'Computers', 'Recreation', 'Reference'],['Science']
27198,['Science', 'Reference', 'Computers', 'Health'],['Science']
27211,['Science', 'Computers', 'Recreation', 'Reference'],['Science']
27221,['Science', 'Shopping', 'Computers', 'Arts'],['Science', 'Shopping']
27224,['Science', 'Recreation', 'Arts', 'Business'],['Science']
27232,['Recreation', 'Arts', 'Business', 'Shopping'],['Science']
27240,['Business', 'Shopping', 'Computers', 'Health'],['Science']
27265,['Science', 'Computers', 'Business', 'Recreation'],['Science']
27269,['Computers', 'Recreation', 'Science', 'Business'],['Science']
27270,['Science', 'Society', 'Health', 'Computers'],['Science']
27276,['Recreation', 'Health', 'Science', 'Arts'],['Science']
27277,['Science', 'Business', 'Recreation', 'Arts'],['Science']
27278,['Science', 'Computers', 'Business', 'Shopping'],['Science']
27290,['Health', 'Science', 'Computers', 'Business'],['Science']
27291,['Science', 'Health', 'Computers', 'Recreation'],['Science']
27292,['Science', 'Adult', 'Computers', 'Business'],['Science']
27310,['Business', 'Science', 'Computers', 'Shopping'],['Science']
27322,['Science', 'Computers', 'Business', 'Health'],['Science']
27327,['Business', 'Recreation', 'Science', 'Computers'],['Science']
27329,['Science', 'Health', 'Recreation', 'Business'],['Science']
27333,['Science', 'Computers', 'Reference', 'Business'],['Science']
27337,['Computers', 'Recreation', 'Science', 'Health'],['Science']
27350,['Science', 'Arts', 'Society', 'Computers'],['Science']
27378,['Recreation', 'Science', 'Business', 'Arts'],['Science']
27383,['Science', 'Society', 'Home', 'Recreation'],['Science']
27389,['Computers', 'Shopping', 'Society', 'Recreation'],['Science']
27403,['Business', 'Computers', 'Shopping', 'Society'],['Science']
27408,['Science', 'Computers', 'Arts', 'Health'],['Science']
27412,['Science', 'Recreation', 'Business', 'Home'],['Science']
27418,['Science', 'Arts', 'Business', 'Society'],['Science']
27419,['Science', 'Health', 'News', 'Computers'],['Science']
27421,['Science', 'Computers', 'Reference', 'Arts'],['Science']
27422,['Health', 'Science', 'Computers', 'Recreation'],['Science']
27443,['Science', 'Computers', 'Business', 'Reference'],['Science']
27444,['Arts', 'Recreation', 'Reference', 'Computers'],['Society', 'Science']
27445,['Science', 'Arts', 'Health', 'Computers'],['Science']
27491,['Business', 'Science', 'Recreation', 'Computers'],['Science']
27504,['Science', 'Computers', 'Reference', 'Recreation'],['Science']
27505,['Science', 'Arts', 'Computers', 'Home'],['Science']
27522,['Health', 'Science', 'Recreation', 'Games'],['Science']
27534,['Business', 'Science', 'Recreation', 'Arts'],['Science']
27535,['Science', 'Health', 'Society', 'Reference'],['Science']
27537,['Business', 'Science', 'Computers', 'Society'],['Science']
27566,['Business', 'Science', 'Computers', 'Reference'],['Science']
27572,['Science', 'Recreation', 'Business', 'Health'],['Science']
27584,['Science', 'Computers', 'Health', 'Business'],['Science']
27597,['Arts', 'Recreation', 'Computers', 'Games'],['Science']
27602,['Business', 'Science', 'Recreation', 'Reference'],['Science']
27605,['Science', 'Business', 'Recreation', 'Reference'],['Science']
27608,['Science', 'Recreation', 'Business', 'Arts'],['Science']
27609,['News', 'Science', 'Recreation', 'Business'],['Science']
27611,['Recreation', 'Science', 'Shopping', 'Arts'],['Science']
27617,['Reference', 'Science', 'Computers', 'Recreation'],['Science']
27621,['Recreation', 'Computers', 'Shopping', 'Business'],['Science']
27625,['Science', 'Society', 'Recreation', 'Home'],['Science']
27630,['Science', 'Business', 'Computers', 'Recreation'],['Science']
27631,['Science', 'Reference', 'News', 'Arts'],['Science']
27643,['Science', 'Computers', 'Recreation', 'Arts'],['Science']
27650,['Society', 'Science', 'Recreation', 'Business'],['Science']
27652,['Science', 'Society', 'Arts', 'Computers'],['Science']
27657,['Recreation', 'Science', 'Business', 'Home'],['Science', 'Shopping']
27658,['Science', 'Computers', 'Recreation', 'Society'],['Science']
27674,['Science', 'Recreation', 'Arts', 'Reference'],['Science']
27675,['Science', 'Shopping', 'Business', 'Recreation'],['Science']
27680,['Business', 'Science', 'Recreation', 'Home'],['Science']
27681,['Science', 'Computers', 'Arts', 'Recreation'],['Science']
27684,['Science', 'Computers', 'Arts', 'Society'],['Science']
27688,['Science', 'Arts', 'Reference', 'Computers'],['Science']
27691,['Science', 'Computers', 'Arts', 'Business'],['Science']
27695,['Science', 'Computers', 'Recreation', 'Arts'],['Science']
27701,['Science', 'Computers', 'Business', 'Arts'],['Science']
27711,['Science', 'Health', 'Reference', 'Recreation'],['Science']
27722,['Recreation', 'Science', 'Reference', 'Computers'],['Science']
27737,['Science', 'Recreation', 'Business', 'Arts'],['Science']
27746,['Recreation', 'Science', 'Health', 'Arts'],['Science']
27770,['Science', 'Computers', 'Reference', 'Business'],['Science']
27781,['Computers', 'Science', 'Recreation', 'Arts'],['Science']
27786,['Computers', 'Recreation', 'Games', 'Home'],['Science']
27793,['Health', 'Business', 'Society', 'Computers'],['Science']
27806,['Business', 'Computers', 'Recreation', 'Arts'],['Science']
27807,['Business', 'Science', 'Computers', 'Recreation'],['Science']
27809,['Science', 'Reference', 'News', 'Recreation'],['Science']
27814,['Science', 'Computers', 'Business', 'Recreation'],['Science']
27815,['Business', 'Society', 'News', 'Science'],['Science']
27823,['Science', 'Business', 'Health', 'Society'],['Society', 'Science']
27824,['Science', 'Recreation', 'Society', 'Shopping'],['Society', 'Science']
27834,['Science', 'Business', 'News', 'Recreation'],['Society', 'Science']
27844,['Science', 'Recreation', 'News', 'Society'],['Society', 'Science']
27849,['Science', 'Reference', 'Business', 'Society'],['Society', 'Science']
27850,['Science', 'Recreation', 'Society', 'Arts'],['Society', 'Science']
27873,['Science', 'Recreation', 'Society', 'Reference'],['Science']
27880,['Science', 'Reference', 'Society', 'Business'],['Science']
27881,['Recreation', 'Science', 'Arts', 'Society'],['Science']
27886,['Health', 'Science', 'News', 'Recreation'],['Science']
27889,['Society', 'Science', 'Recreation', 'Health'],['Science']
27897,['Science', 'Business', 'Recreation', 'Arts'],['Science']
27901,['Science', 'Health', 'Recreation', 'Society'],['Science']
27905,['Science', 'Recreation', 'Arts', 'Society'],['Science']
27912,['Health', 'Recreation', 'Science', 'Arts'],['Science']
27914,['Science', 'Business', 'Computers', 'Society'],['Science']
27915,['Science', 'Business', 'Health', 'Computers'],['Science']
27927,['Science', 'Recreation', 'Society', 'Home'],['Science']
27933,['Computers', 'Business', 'Science', 'Recreation'],['Science']
27935,['Health', 'Society', 'Computers', 'Reference'],['Science']
27944,['Science', 'Society', 'Recreation', 'News'],['Science']
27947,['Science', 'Society', 'Business', 'Recreation'],['Science']
27961,['Arts', 'Science', 'Recreation', 'Home'],['Science']
27962,['Science', 'Recreation', 'Arts', 'Computers'],['Science']
27963,['Health', 'Business', 'Science', 'Arts'],['Science']
27966,['Home', 'Business', 'Science', 'Shopping'],['Science']
27968,['Business', 'Science', 'Society', 'Health'],['Science']
27972,['Science', 'Recreation', 'Health', 'Reference'],['Science']
27976,['Computers', 'Arts', 'Science', 'Recreation'],['Science']
27983,['Business', 'Society', 'Computers', 'Science'],['Science']
27986,['Recreation', 'Science', 'Games', 'Arts'],['Science']
27993,['Computers', 'Science', 'Recreation', 'Society'],['Science']
27994,['Science', 'Recreation', 'Reference', 'Computers'],['Science']
27999,['Recreation', 'Computers', 'Society', 'Shopping'],['Science']
28011,['Science', 'Computers', 'Business', 'Health'],['Science']
28017,['Science', 'Business', 'Shopping', 'Computers'],['Science']
28034,['Science', 'Business', 'Computers', 'Shopping'],['Science']
28035,['Science', 'Computers', 'Business', 'Shopping'],['Science']
28039,['Science', 'Computers', 'Business', 'Shopping'],['Science']
28040,['Computers', 'Business', 'Science', 'Recreation'],['Science']
28041,['Business', 'Science', 'Recreation', 'Shopping'],['Science']
28060,['Science', 'Business', 'Computers', 'Shopping'],['Science']
28062,['Science', 'Business', 'Computers', 'Recreation'],['Science']
28078,['Science', 'Health', 'Business', 'Recreation'],['Science']
28091,['Business', 'Science', 'Shopping', 'Computers'],['Science']
28101,['Science', 'Recreation', 'Health', 'Business'],['Science']
28113,['Science', 'Shopping', 'Recreation', 'Reference'],['Science']
28120,['Science', 'Shopping', 'Computers', 'Reference'],['Science']
28122,['Science', 'Shopping', 'Business', 'Recreation'],['Science']
28130,['Science', 'Business', 'Health', 'Computers'],['Science']
28146,['Science', 'Business', 'Recreation', 'Computers'],['Science']
28152,['Science', 'Arts', 'Shopping', 'Business'],['Science']
28159,['Science', 'Health', 'News', 'Business'],['Science']
28167,['Science', 'Arts', 'Computers', 'Recreation'],['Science']
28168,['Science', 'Reference', 'Computers', 'Recreation'],['Science']
28173,['Business', 'Society', 'Health', 'Reference'],['Science']
28174,['Science', 'Recreation', 'Business', 'Computers'],['Science']
28180,['Science', 'Arts', 'Health', 'Business'],['Science']
28196,['Science', 'Society', 'Business', 'Computers'],['Science']
28203,['Science', 'Computers', 'Business', 'Reference'],['Science']
28211,['Science', 'Computers', 'Business', 'Society'],['Science']
28219,['Science', 'Computers', 'Reference', 'Business'],['Science']
28233,['Science', 'News', 'Health', 'Arts'],['Science']
28243,['Science', 'Society', 'Computers', 'Arts'],['Science']
28265,['Science', 'Computers', 'Arts', 'Recreation'],['Science']
28274,['Science', 'Recreation', 'News', 'Computers'],['Science']
28297,['Business', 'Science', 'Computers', 'Recreation'],['Science']
28302,['Business', 'Science', 'Health', 'Computers'],['Science']
28309,['Science', 'Computers', 'Business', 'Recreation'],['Science']
28312,['Science', 'Business', 'Computers', 'Arts'],['Science']
28313,['Science', 'Recreation', 'Computers', 'Business'],['Science']
28315,['Science', 'Computers', 'Business', 'Recreation'],['Science']
28319,['Arts', 'Recreation', 'Business', 'Computers'],['Science']
28323,['Science', 'Business', 'Computers', 'Recreation'],['Science']
28327,['Health', 'Recreation', 'Science', 'Arts'],['Science']
28334,['Reference', 'Science', 'Computers', 'Health'],['Science']
28344,['Science', 'Recreation', 'Computers', 'Reference'],['Science']
28345,['Science', 'Health', 'Recreation', 'Computers'],['Science']
28347,['Science', 'Recreation', 'Computers', 'Health'],['Science']
28349,['Science', 'Health', 'Computers', 'Recreation'],['Science']
28353,['Business', 'Computers', 'Science', 'Health'],['Science']
28365,['Science', 'Business', 'Computers', 'Recreation'],['Science']
28377,['Science', 'Recreation', 'Computers', 'Society'],['Science']
28397,['Science', 'Recreation', 'Arts', 'Health'],['Science']
28401,['News', 'Arts', 'Computers', 'Recreation'],['Science']
28405,['Computers', 'Recreation', 'Arts', 'Science'],['Science']
28416,['Computers', 'Recreation', 'Shopping', 'Society'],['Science']
28421,['Science', 'Computers', 'Reference', 'News'],['Science']
28430,['Science', 'Society', 'Recreation', 'Computers'],['Science']
28435,['Arts', 'Health', 'Science', 'Society'],['Science']
28444,['Science', 'Health', 'Recreation', 'Business'],['Science']
28446,['Science', 'Recreation', 'Computers', 'News'],['Science']
28459,['Computers', 'Science', 'Health', 'Business'],['Science']
28464,['Arts', 'News', 'Science', 'Recreation'],['Science']
28471,['Computers', 'Business', 'Arts', 'Science'],['Science']
28474,['Health', 'News', 'Science', 'Computers'],['Science']
28485,['Science', 'Health', 'News', 'Computers'],['Science']
28487,['Science', 'Recreation', 'Arts', 'Computers'],['Science']
28508,['Recreation', 'Computers', 'Games', 'Science'],['Science']
28509,['Computers', 'Arts', 'Science', 'Recreation'],['Science']
28514,['Science', 'Recreation', 'Society', 'Business'],['Science']
28516,['Science', 'Society', 'Reference', 'Recreation'],['Society', 'Science']
28517,['Science', 'Reference', 'Health', 'Recreation'],['Science']
28521,['Science', 'Computers', 'Recreation', 'Arts'],['Science']
28524,['Health', 'Science', 'Reference', 'Recreation'],['Society', 'Science']
28531,['Science', 'Business', 'Computers', 'Health'],['Science']
28540,['Science', 'Health', 'Computers', 'Recreation'],['Science']
28545,['Science', 'Health', 'Recreation', 'Arts'],['Science']
28558,['Arts', 'Computers', 'Recreation', 'Science'],['Science']
28562,['Health', 'Science', 'Recreation', 'Business'],['Science']
28568,['Science', 'Computers', 'Recreation', 'Business'],['Science']
28584,['Science', 'Recreation', 'Health', 'Arts'],['Science']
28585,['Computers', 'Science', 'Reference', 'Recreation'],['Science']
28589,['Business', 'Computers', 'Science', 'Health'],['Science']
28599,['Science', 'Business', 'Health', 'Computers'],['Science']
28606,['Science', 'Arts', 'Recreation', 'Business'],['Science']
28617,['Science', 'Business', 'Computers', 'Society'],['Science']
28638,['Computers', 'Science', 'Recreation', 'Arts'],['Science']
28642,['Science', 'News', 'Computers', 'Health'],['Science']
28658,['Science', 'Home', 'Arts', 'News'],['Science']
28666,['Science', 'News', 'Computers', 'Health'],['Science']
28685,['Science', 'Arts', 'Health', 'Computers'],['Science']
28695,['Science', 'Computers', 'Business', 'Health'],['Science']
28696,['Computers', 'Reference', 'Arts', 'Science'],['Science']
28711,['Science', 'Business', 'Computers', 'Recreation'],['Science']
28722,['Science', 'News', 'Health', 'Reference'],['Science']
28727,['Science', 'Health', 'News', 'Business'],['Science']
28728,['Computers', 'Health', 'Science', 'Business'],['Science']
28733,['Science', 'Health', 'Reference', 'Computers'],['Science']
28734,['Science', 'Society', 'Computers', 'Business'],['Science']
28746,['Science', 'Computers', 'Reference', 'Health'],['Science']
28757,['Science', 'Computers', 'Recreation', 'Reference'],['Science']
28759,['Science', 'Computers', 'Health', 'Society'],['Science']
28773,['Science', 'Reference', 'Computers', 'Health'],['Science']
28796,['Science', 'Recreation', 'Computers', 'News'],['Science']
28806,['Arts', 'Computers', 'Science', 'Recreation'],['Science']
28810,['Science', 'Home', 'Recreation', 'Business'],['Science']
28816,['Science', 'Recreation', 'Computers', 'Business'],['Science']
28823,['Science', 'Recreation', 'Computers', 'Home'],['Science']
28827,['Science', 'Business', 'Computers', 'Recreation'],['Science']
28828,['Science', 'Business', 'Health', 'Recreation'],['Science']
28833,['Science', 'Health', 'Business', 'Computers'],['Science']
28834,['Science', 'Health', 'Business', 'Computers'],['Science']
28842,['Science', 'Business', 'Computers', 'Health'],['Science']
28850,['Science', 'Health', 'Business', 'Recreation'],['Science']
28879,['Science', 'Business', 'Computers', 'Recreation'],['Science']
28889,['Business', 'Science', 'Computers', 'Shopping'],['Science']
28899,['Science', 'Health', 'Recreation', 'Reference'],['Science']
28911,['Computers', 'Science', 'Recreation', 'Home'],['Science']
28927,['Science', 'Computers', 'Reference', 'Recreation'],['Science']
28934,['Science', 'Recreation', 'Arts', 'Computers'],['Science']
28945,['Business', 'Science', 'Computers', 'Recreation'],['Science']
28948,['Science', 'Business', 'Computers', 'Society'],['Science']
28959,['Society', 'Science', 'Business', 'Recreation'],['Science']
28962,['Science', 'Computers', 'Reference', 'Business'],['Science']
28963,['Health', 'Business', 'Recreation', 'Science'],['Science']
28964,['Computers', 'Science', 'Reference', 'Business'],['Science']
28976,['Sports', 'Recreation', 'Arts', 'Business'],['Science']
28990,['Arts', 'Science', 'Recreation', 'Reference'],['Science']
28999,['Computers', 'Science', 'Arts', 'Society'],['Science']
29008,['Science', 'Health', 'Business', 'Recreation'],['Science']
29012,['News', 'Arts', 'Business', 'Reference'],['Science']
29013,['Science', 'Computers', 'Recreation', 'Reference'],['Science']
29020,['Business', 'Computers', 'Shopping', 'Science'],['Science']
29035,['Arts', 'Business', 'Society', 'Recreation'],['Science']
29038,['Health', 'Reference', 'Recreation', 'Computers'],['Science']
29043,['Business', 'Arts', 'Computers', 'Society'],['Science']
29045,['Arts', 'Computers', 'Recreation', 'Shopping'],['Science']
29053,['Science', 'Reference', 'Computers', 'Business'],['Science']
29057,['Computers', 'Business', 'Arts', 'Home'],['Science']
29063,['Computers', 'Science', 'Business', 'Recreation'],['Science']
29070,['Computers', 'Science', 'Recreation', 'Reference'],['Science']
29074,['Computers', 'Science', 'Business', 'Arts'],['Science']
29080,['Recreation', 'Health', 'Science', 'Society'],['Science']
29084,['Computers', 'Science', 'Recreation', 'Reference'],['Science']
29085,['Science', 'Computers', 'Recreation', 'Business'],['Science']
29099,['Computers', 'Science', 'News', 'Recreation'],['Science']
29100,['Computers', 'Business', 'Recreation', 'Science'],['Science']
29120,['Science', 'Computers', 'Recreation', 'Health'],['Science']
29122,['Computers', 'Business', 'Science', 'Health'],['Science']
29127,['Computers', 'Science', 'Recreation', 'Home'],['Science']
29129,['Business', 'Science', 'Recreation', 'Computers'],['Science']
29133,['Computers', 'Science', 'Business', 'Recreation'],['Science']
29135,['Computers', 'Science', 'Business', 'Recreation'],['Science']
29136,['Computers', 'Science', 'Business', 'Recreation'],['Science']
29150,['Computers', 'Science', 'Business', 'Shopping'],['Science']
29151,['Science', 'Computers', 'Business', 'Recreation'],['Science']
29166,['Science', 'Computers', 'Health', 'Arts'],['Science']
29175,['Science', 'Reference', 'Business', 'Health'],['Science']
29177,['Business', 'Science', 'News', 'Health'],['Science']
29185,['Computers', 'Science', 'Business', 'Recreation'],['Science']
29192,['Business', 'Computers', 'Science', 'Health'],['Science']
29204,['Business', 'Science', 'Computers', 'Recreation'],['Society', 'Science']
29215,['Home', 'Business', 'Science', 'Recreation'],['Science']
29221,['Business', 'Recreation', 'Computers', 'Science'],['Science']
29222,['Computers', 'Science', 'Business', 'Recreation'],['Science']
29228,['Computers', 'Business', 'Science', 'Recreation'],['Science']
29259,['Shopping', 'Games', 'Recreation', 'Business'],['Shopping']
29262,['Shopping', 'Arts', 'Society', 'Business'],['Shopping']
29265,['Shopping', 'Recreation', 'Games', 'Business'],['Shopping']
29269,['Recreation', 'Shopping', 'Computers', 'Business'],['Shopping']
29290,['Shopping', 'Recreation', 'Business', 'Games'],['Shopping']
29313,['Reference', 'Shopping', 'Recreation', 'Society'],['Shopping']
29315,['Recreation', 'Games', 'Business', 'Science'],['Shopping']
29332,['Shopping', 'Adult', 'Recreation', 'Business'],['Shopping']
29351,['Shopping', 'Recreation', 'Business', 'Games'],['Shopping']
29361,['Shopping', 'Recreation', 'Arts', 'Home'],['Shopping']
29379,['Business', 'Shopping', 'Recreation', 'Games'],['Shopping']
29406,['Shopping', 'Recreation', 'Arts', 'Society'],['Shopping']
29407,['Business', 'Shopping', 'Recreation', 'Games'],['Shopping']
29416,['Recreation', 'Shopping', 'Sports', 'Business'],['Shopping']
29422,['Shopping', 'Recreation', 'Arts', 'Computers'],['Shopping']
29424,['Shopping', 'Recreation', 'Home', 'Arts'],['Shopping']
29429,['Shopping', 'Business', 'Recreation', 'Computers'],['Shopping']
29440,['Shopping', 'Recreation', 'Business', 'Home'],['Shopping']
29443,['Shopping', 'Business', 'Arts', 'Recreation'],['Shopping']
29450,['Shopping', 'Recreation', 'Sports', 'Games'],['Shopping']
29461,['Games', 'Recreation', 'Shopping', 'Arts'],['Shopping']
29467,['Recreation', 'Arts', 'Shopping', 'Business'],['Shopping']
29469,['Shopping', 'Sports', 'Computers', 'Recreation'],['Shopping']
29470,['Shopping', 'Recreation', 'Business', 'Health'],['Shopping']
29482,['Recreation', 'Business', 'Science', 'Reference'],['Shopping']
29488,['Recreation', 'Health', 'Computers', 'Business'],['Shopping']
29492,['Business', 'Recreation', 'Shopping', 'Arts'],['Shopping']
29495,['Recreation', 'Business', 'Games', 'Adult'],['Shopping']
29498,['Shopping', 'Arts', 'Recreation', 'Business'],['Shopping']
29517,['Recreation', 'Business', 'Arts', 'Shopping'],['Shopping']
29523,['Computers', 'Recreation', 'Shopping', 'Arts'],['Shopping']
29526,['Shopping', 'Science', 'Business', 'Games'],['Shopping']
29535,['Home', 'Business', 'Adult', 'Science'],['Shopping']
29546,['Shopping', 'Business', 'Games', 'Recreation'],['Shopping']
29564,['Shopping', 'Home', 'Business', 'Recreation'],['Shopping']
29565,['Shopping', 'Business', 'Arts', 'Games'],['Shopping']
29589,['Shopping', 'Recreation', 'Arts', 'Business'],['Shopping']
29595,['Business', 'Shopping', 'Recreation', 'Games'],['Shopping']
29596,['Shopping', 'Business', 'Arts', 'Recreation'],['Shopping']
29599,['Shopping', 'Arts', 'Business', 'Recreation'],['Shopping']
29601,['Business', 'Recreation', 'Home', 'Shopping'],['Shopping']
29619,['Recreation', 'Shopping', 'Home', 'Arts'],['Shopping']
29631,['Shopping', 'Business', 'Science', 'Computers'],['Shopping']
29636,['Shopping', 'Recreation', 'Business', 'Adult'],['Shopping']
29640,['Shopping', 'Business', 'Health', 'Recreation'],['Shopping']
29643,['Shopping', 'Arts', 'Recreation', 'Business'],['Shopping']
29655,['Shopping', 'Business', 'Recreation', 'Home'],['Shopping']
29659,['Shopping', 'Business', 'Reference', 'Home'],['Shopping']
29661,['Shopping', 'Reference', 'Business', 'Recreation'],['Shopping']
29665,['Business', 'Health', 'Shopping', 'Home'],['Shopping']
29668,['Home', 'Arts', 'Shopping', 'Recreation'],['Shopping']
29679,['Shopping', 'Society', 'Recreation', 'Arts'],['Shopping']
29696,['Home', 'Games', 'Recreation', 'Shopping'],['Shopping']
29726,['Business', 'Home', 'Society', 'Shopping'],['Shopping']
29728,['Recreation', 'Home', 'Business', 'Shopping'],['Shopping']
29729,['Business', 'Arts', 'Recreation', 'Reference'],['Shopping']
29743,['Shopping', 'Society', 'Recreation', 'Business'],['Shopping']
29778,['Business', 'Shopping', 'Society', 'Recreation'],['Shopping']
29797,['Business', 'Shopping', 'Recreation', 'Society'],['Shopping']
29803,['Shopping', 'Recreation', 'Business', 'Society'],['Shopping']
29806,['Shopping', 'Recreation', 'Business', 'Computers'],['Shopping']
29809,['Shopping', 'Recreation', 'Business', 'Computers'],['Shopping']
29812,['Shopping', 'Business', 'Society', 'Recreation'],['Shopping']
29817,['Shopping', 'Arts', 'Recreation', 'Computers'],['Shopping']
29819,['Shopping', 'Arts', 'Recreation', 'Sports'],['Shopping']
29824,['Shopping', 'Adult', 'Recreation', 'Arts'],['Shopping']
29833,['Shopping', 'Recreation', 'Sports', 'Society'],['Shopping']
29844,['Shopping', 'Recreation', 'Business', 'Society'],['Shopping']
29848,['Business', 'Shopping', 'Recreation', 'Society'],['Shopping']
29849,['Shopping', 'Recreation', 'Business', 'Society'],['Shopping']
29854,['Shopping', 'Arts', 'Society', 'Business'],['Shopping']
29872,['Shopping', 'Business', 'Adult', 'Society'],['Shopping']
29886,['Shopping', 'Business', 'Arts', 'Society'],['Shopping']
29887,['Shopping', 'Business', 'Science', 'Recreation'],['Shopping']
29902,['Business', 'Shopping', 'Society', 'Computers'],['Shopping']
29914,['Business', 'Shopping', 'Recreation', 'Computers'],['Shopping']
29918,['Shopping', 'Business', 'Society', 'Arts'],['Shopping']
29920,['Shopping', 'Business', 'Adult', 'Recreation'],['Shopping']
29921,['Shopping', 'Arts', 'Business', 'Recreation'],['Shopping']
29926,['Shopping', 'Business', 'Computers', 'Recreation'],['Shopping']
29927,['Shopping', 'Business', 'Recreation', 'Science'],['Shopping']
29951,['Shopping', 'Business', 'Recreation', 'Science'],['Shopping']
29956,['Shopping', 'Business', 'Recreation', 'Sports'],['Shopping']
29959,['Shopping', 'Business', 'Society', 'Adult'],['Shopping']
29995,['Shopping', 'Business', 'Computers', 'Arts'],['Shopping']
29996,['Shopping', 'Business', 'Computers', 'Society'],['Shopping']
30009,['Shopping', 'Computers', 'Business', 'Recreation'],['Shopping']
30010,['Shopping', 'Computers', 'Business', 'Recreation'],['Shopping']
30013,['Shopping', 'Recreation', 'Computers', 'Society'],['Shopping']
30016,['Shopping', 'Business', 'Home', 'Recreation'],['Shopping']
30021,['Computers', 'Business', 'Shopping', 'Science'],['Shopping']
30024,['Shopping', 'Business', 'Computers', 'Home'],['Shopping']
30031,['Shopping', 'Business', 'Recreation', 'Society'],['Shopping']
30041,['Science', 'Shopping', 'Business', 'Recreation'],['Shopping']
30048,['Shopping', 'Business', 'Society', 'Home'],['Shopping']
30049,['Shopping', 'Business', 'Computers', 'Recreation'],['Shopping']
30050,['Recreation', 'Shopping', 'Society', 'Business'],['Shopping']
30051,['Shopping', 'Business', 'Home', 'Science'],['Shopping']
30075,['Shopping', 'Business', 'Recreation', 'Computers'],['Shopping']
30087,['Shopping', 'Business', 'Computers', 'Arts'],['Shopping']
30143,['Shopping', 'Home', 'Business', 'Arts'],['Shopping']
30145,['Shopping', 'Business', 'Recreation', 'Computers'],['Shopping']
30146,['Shopping', 'Business', 'Arts', 'Society'],['Shopping']
30152,['Shopping', 'Business', 'Computers', 'Arts'],['Shopping']
30153,['Shopping', 'Business', 'Arts', 'Computers'],['Shopping']
30162,['Shopping', 'Arts', 'Recreation', 'Business'],['Shopping']
30171,['Shopping', 'Reference', 'Arts', 'Science'],['Shopping']
30183,['Shopping', 'Arts', 'Society', 'Computers'],['Shopping']
30200,['Shopping', 'Business', 'Computers', 'Arts'],['Shopping']
30206,['Shopping', 'Business', 'Recreation', 'Arts'],['Shopping']
30210,['Shopping', 'Business', 'Arts', 'Computers'],['Shopping']
30216,['Shopping', 'Arts', 'Business', 'Recreation'],['Shopping']
30221,['Business', 'Shopping', 'Recreation', 'Computers'],['Shopping']
30227,['Shopping', 'Arts', 'Business', 'Computers'],['Shopping']
30231,['Shopping', 'Recreation', 'Business', 'Games'],['Shopping']
30259,['Shopping', 'Business', 'Recreation', 'Computers'],['Shopping']
30266,['Shopping', 'Computers', 'Arts', 'Recreation'],['Shopping']
30268,['Shopping', 'Business', 'Arts', 'Reference'],['Shopping']
30280,['Shopping', 'Science', 'Arts', 'Adult'],['Shopping']
30285,['Shopping', 'Business', 'Home', 'Arts'],['Shopping']
30317,['Society', 'Shopping', 'Computers', 'Arts'],['Shopping']
30322,['Shopping', 'Society', 'Business', 'Arts'],['Shopping']
30328,['Shopping', 'Recreation', 'Computers', 'Arts'],['Shopping']
30331,['Shopping', 'Society', 'Sports', 'Computers'],['Shopping']
30344,['Shopping', 'Business', 'Society', 'Recreation'],['Shopping']
30355,['Recreation', 'Society', 'Shopping', 'Business'],['Shopping']
30361,['Shopping', 'Business', 'Recreation', 'Home'],['Shopping']
30367,['Arts', 'Reference', 'Home', 'Society'],['Shopping']
30374,['Shopping', 'Home', 'Business', 'Society'],['Shopping']
30385,['Shopping', 'Business', 'Arts', 'Society'],['Shopping']
30386,['Shopping', 'Business', 'Arts', 'Recreation'],['Shopping']
30393,['Arts', 'Shopping', 'Society', 'Recreation'],['Shopping']
30396,['Shopping', 'Arts', 'Recreation', 'Business'],['Shopping']
30400,['Shopping', 'Arts', 'Business', 'Computers'],['Shopping']
30402,['Shopping', 'Business', 'Arts', 'Society'],['Shopping']
30407,['Shopping', 'Arts', 'Society', 'Recreation'],['Shopping']
30416,['Arts', 'Shopping', 'Adult', 'Society'],['Shopping']
30422,['Business', 'Sports', 'Society', 'Recreation'],['Shopping']
30424,['Shopping', 'Business', 'Recreation', 'Society'],['Shopping']
30427,['Shopping', 'Games', 'Business', 'Arts'],['Shopping']
30448,['Shopping', 'Business', 'Recreation', 'Arts'],['Shopping']
30455,['Shopping', 'Arts', 'Recreation', 'Computers'],['Shopping']
30465,['Shopping', 'Business', 'Sports', 'Arts'],['Shopping']
30470,['Shopping', 'Business', 'Computers', 'Recreation'],['Shopping']
30471,['Arts', 'Shopping', 'Society', 'Adult'],['Shopping']
30472,['Sports', 'Recreation', 'Business', 'Shopping'],['Sports', 'Shopping']
30491,['Shopping', 'Business', 'Recreation', 'Society'],['Shopping']
30499,['Shopping', 'Society', 'Business', 'Arts'],['Shopping']
30500,['Shopping', 'Business', 'Society', 'Recreation'],['Shopping']
30503,['Shopping', 'Business', 'Recreation', 'Computers'],['Shopping']
30505,['Shopping', 'Arts', 'Society', 'Recreation'],['Shopping']
30515,['Shopping', 'Business', 'Computers', 'Arts'],['Shopping']
30516,['Shopping', 'Recreation', 'Arts', 'Computers'],['Shopping']
30524,['Shopping', 'Business', 'Arts', 'Recreation'],['Shopping']
30531,['Shopping', 'Business', 'Arts', 'Computers'],['Shopping']
