ref id,Predicted,Actual
57141,['Shopping', 'Business', 'Games', 'Arts'],['Adult']
22403,['Computers', 'Shopping', 'Adult', 'Games'],['Games']
32445,['Recreation', 'Society', 'Computers', 'Business'],['Games']
27525,['Business', 'Adult', 'Reference', 'Computers'],['Reference']
10633,['Shopping', 'Computers', 'Recreation', 'Health'],['Society']
11763,['Business', 'Shopping', 'Games', 'Society'],['Computers']
10537,['Computers', 'Science', 'Business', 'Recreation'],['Computers']
21766,['Shopping', 'Recreation', 'Adult', 'Computers'],['Business']
53885,['Business', 'Computers', 'Reference', 'Society'],['Reference']
1595,['Business', 'Society', 'Health', 'Reference'],['Reference', 'Science']
550,['Business', 'Recreation', 'Health', 'Computers'],['Computers']
54352,['Recreation', 'Society', 'Business', 'Reference'],['Games']
24707,['Business', 'Computers', 'Adult', 'Reference'],['Computers']
42899,['Reference', 'Society', 'Science', 'Computers'],['Reference', 'Society']
7671,['Business', 'Computers', 'Arts', 'Reference'],['Games']
54521,['Business', 'Computers', 'Shopping', 'Science'],['Reference']
37760,['Computers', 'Science', 'Recreation', 'Business'],['Games']
32965,['Business', 'Shopping', 'Arts', 'Society'],['Computers']
12215,['Games', 'Science', 'Adult', 'Business'],['Games']
39817,['Business', 'Recreation', 'Society', 'Health'],['Reference']
49672,['Business', 'Computers', 'Recreation', 'Science'],['Reference']
383,['Business', 'Shopping', 'Reference', 'Society'],['Reference']
32094,['Business', 'Recreation', 'Sports', 'Society'],['Sports']
13353,['Business', 'Computers', 'Adult', 'Recreation'],['Business']
16885,['Shopping', 'Recreation', 'Health', 'Business'],['Business']
9382,['Business', 'Computers', 'Recreation', 'Adult'],['Business']
54832,['Science', 'Recreation', 'Computers', 'Shopping'],['Games']
35099,['Health', 'Business', 'Recreation', 'Society'],['Society', 'Sports']
55136,['Shopping', 'Recreation', 'Arts', 'Reference'],['Business']
52774,['Recreation', 'Adult', 'Computers', 'Society'],['Reference']
31696,['Business', 'Computers', 'Recreation', 'Arts'],['Computers']
13535,['Computers', 'Society', 'Recreation', 'Shopping'],['Computers']
48284,['Shopping', 'Business', 'Games', 'Sports'],['Sports']
29970,['Reference', 'Business', 'Health', 'Society'],['Reference']
30710,['Business', 'Recreation', 'Health', 'Society'],['Society']
34943,['Recreation', 'Sports', 'Arts', 'Reference'],['Sports']
49624,['Business', 'Reference', 'Arts', 'Society'],['Society']
45120,['Business', 'Computers', 'Reference', 'Science'],['Reference']
40126,['Computers', 'Business', 'Recreation', 'Reference'],['Society']
34705,['Business', 'Recreation', 'Computers', 'Arts'],['Business']
25013,['Games', 'Business', 'Reference', 'Arts'],['Business']
38387,['Shopping', 'Sports', 'Arts', 'Business'],['Games']
57751,['Computers', 'Recreation', 'Shopping', 'Business'],['Computers']
30591,['Society', 'Reference', 'Business', 'Science'],['Business']
28147,['Shopping', 'Games', 'Business', 'Society'],['Sports']
25408,['Business', 'Society', 'Shopping', 'Computers'],['Computers']
22631,['Computers', 'Recreation', 'Adult', 'Science'],['Games']
30686,['Society', 'Business', 'Arts', 'Recreation'],['Games']
4886,['Business', 'Recreation', 'Computers', 'Reference'],['Reference']
5693,['Computers', 'Science', 'Reference', 'Business'],['Reference']
46820,['Business', 'Computers', 'Recreation', 'Reference'],['Business']
37135,['Games', 'Recreation', 'Science', 'Computers'],['Games']
23163,['Computers', 'Arts', 'Recreation', 'Health'],['Reference']
36524,['Computers', 'Recreation', 'Business', 'Science'],['Reference']
50602,['Computers', 'Society', 'Recreation', 'Business'],['Sports']
10990,['Business', 'Computers', 'Recreation', 'Society'],['Sports']
33490,['Society', 'Business', 'Computers', 'Science'],['Business']
31100,['Business', 'Shopping', 'Health', 'Adult'],['Reference']
7912,['Business', 'Society', 'Health', 'Recreation'],['Society']
24739,['Business', 'Shopping', 'Games', 'Science'],['Business']
15268,['Computers', 'Adult', 'Society', 'Recreation'],['Reference']
6908,['Games', 'Shopping', 'Arts', 'Business'],['Sports']
50347,['Recreation', 'Business', 'Computers', 'Arts'],['Business']
5915,['Health', 'Business', 'Recreation', 'Society'],['Society']
48798,['Reference', 'Business', 'Computers', 'Adult'],['Business']
57994,['Computers', 'Society', 'Games', 'Shopping'],['Reference']
49835,['Society', 'Business', 'Games', 'Computers'],['Society']
28490,['Business', 'Recreation', 'Science', 'Computers'],['Sports']
27319,['Computers', 'Science', 'Adult', 'Recreation'],['Business']
42261,['Shopping', 'Computers', 'Business', 'Recreation'],['Business']
4260,['Computers', 'Health', 'Games', 'Recreation'],['Games']
4662,['Business', 'Health', 'Society', 'Arts'],['Business']
50725,['Health', 'Business', 'Society', 'Reference'],['Business']
29384,['Business', 'Computers', 'Recreation', 'Science'],['Society']
27434,['Business', 'Recreation', 'Society', 'Arts'],['Computers']
15838,['Business', 'Computers', 'Reference', 'Recreation'],['Business']
26459,['Business', 'Computers', 'Recreation', 'Science'],['Reference']
25411,['Business', 'Recreation', 'Computers', 'Games'],['Business']
55037,['Business', 'Recreation', 'Shopping', 'Computers'],['Computers']
6242,['Business', 'Shopping', 'Games', 'Adult'],['Business']
9924,['Business', 'Computers', 'Recreation', 'Adult'],['Reference']
54977,['Business', 'Computers', 'Recreation', 'Science'],['Business']
23712,['Business', 'Arts', 'Recreation', 'Society'],['Society']
1943,['Business', 'Computers', 'Recreation', 'Games'],['Computers']
22041,['Computers', 'Recreation', 'Reference', 'Arts'],['Health']
2443,['Science', 'Reference', 'Society', 'Business'],['Reference']
40220,['Business', 'Recreation', 'Computers', 'Shopping'],['Sports']
50977,['Computers', 'Recreation', 'Business', 'Reference'],['Society']
2488,['Society', 'Business', 'Reference', 'Computers'],['Reference']
45328,['Computers', 'Business', 'Society', 'Arts'],['Computers']
33455,['Business', 'Computers', 'Science', 'Recreation'],['Business']
30522,['Society', 'Computers', 'Adult', 'Reference'],['Health']
9661,['Recreation', 'Reference', 'Computers', 'Arts'],['Health']
16481,['Science', 'Reference', 'Recreation', 'Adult'],['Health']
172,['Business', 'Recreation', 'Computers', 'Shopping'],['Sports']
48415,['Shopping', 'Games', 'Business', 'Society'],['Sports']
32406,['Adult', 'Business', 'Shopping', 'Health'],['Business']
39385,['Business', 'Computers', 'Society', 'Recreation'],['Computers']
37493,['Business', 'Computers', 'Recreation', 'Shopping'],['Recreation', 'Business']
37963,['Recreation', 'Business', 'Computers', 'Society'],['Computers']
10847,['Business', 'Recreation', 'Science', 'Reference'],['Sports']
38543,['Business', 'Recreation', 'Computers', 'Science'],['Computers']
45698,['Reference', 'Health', 'Business', 'Recreation'],['Society']
1926,['Business', 'Computers', 'Recreation', 'Adult'],['Computers']
8840,['Business', 'Recreation', 'Computers', 'Adult'],['Business']
38786,['Business', 'Reference', 'Computers', 'Adult'],['Business']
49386,['Business', 'Computers', 'Recreation', 'Science'],['Computers']
51251,['Business', 'Computers', 'Recreation', 'Science'],['Computers']
22541,['Computers', 'Recreation', 'Science', 'Society'],['Reference']
9814,['Society', 'Reference', 'Science', 'Business'],['Health']
58385,['Recreation', 'Business', 'Computers', 'Reference'],['Reference']
58322,['Computers', 'Society', 'Business', 'Health'],['Computers']
31341,['Business', 'Computers', 'Recreation', 'Arts'],['Reference']
45485,['Shopping', 'Society', 'Computers', 'Business'],['Computers']
23554,['Business', 'Health', 'Society', 'Recreation'],['Sports']
50906,['Computers', 'Reference', 'Business', 'Society'],['Reference']
8008,['Business', 'Computers', 'Recreation', 'Arts'],['Health']
36665,['Computers', 'Business', 'Recreation', 'Science'],['Business']
15713,['Recreation', 'Computers', 'Business', 'Games'],['Health']
43646,['Computers', 'Shopping', 'Reference', 'Arts'],['Business']
25619,['Games', 'Shopping', 'Arts', 'Business'],['Sports']
2334,['Business', 'Reference', 'Computers', 'Science'],['Health']
3133,['Business', 'Computers', 'Recreation', 'Science'],['Business']
49109,['Business', 'Science', 'Reference', 'Adult'],['Business']
16852,['Business', 'Computers', 'Recreation', 'Science'],['Business']
26544,['Computers', 'Reference', 'Business', 'Recreation'],['Reference', 'Society']
3460,['Computers', 'Shopping', 'Business', 'Science'],['Shopping', 'Business']
57341,['Business', 'Society', 'Computers', 'Arts'],['Sports']
30217,['Business', 'Reference', 'Computers', 'Society'],['Reference']
7788,['Reference', 'Recreation', 'Health', 'Science'],['Health']
43866,['Business', 'Computers', 'Recreation', 'Health'],['Business']
22898,['Science', 'Health', 'Games', 'Business'],['Health']
34871,['Science', 'Reference', 'Recreation', 'Adult'],['Sports']
58986,['Business', 'Recreation', 'Adult', 'Shopping'],['Computers']
9834,['Computers', 'Adult', 'Science', 'Games'],['Business']
5920,['Business', 'Reference', 'Computers', 'Science'],['Business']
22353,['Business', 'Computers', 'Recreation', 'Adult'],['Computers']
23135,['Business', 'Computers', 'Recreation', 'Shopping'],['Reference']
7141,['Computers', 'Recreation', 'Games', 'Health'],['Reference', 'Society']
14766,['Business', 'Computers', 'Recreation', 'Science'],['Sports']
5787,['Shopping', 'Games', 'Business', 'Society'],['Society']
4858,['Computers', 'Shopping', 'Arts', 'Business'],['Reference']
28942,['Computers', 'Science', 'Recreation', 'Business'],['Shopping', 'Business']
39691,['Computers', 'Business', 'Health', 'Games'],['Health']
36264,['Recreation', 'Computers', 'Arts', 'Adult'],['Sports']
51714,['Shopping', 'Games', 'Business', 'Society'],['Sports']
59128,['Computers', 'Business', 'Reference', 'Arts'],['Reference']
10099,['Computers', 'Recreation', 'Business', 'Adult'],['Computers']
51347,['Computers', 'Society', 'Business', 'Games'],['Business']
10131,['Business', 'Computers', 'Reference', 'Arts'],['Health']
27560,['Business', 'Society', 'Computers', 'Recreation'],['Sports']
31798,['Computers', 'Business', 'Recreation', 'Shopping'],['Computers']
17583,['Business', 'Science', 'Recreation', 'Computers'],['Computers']
22619,['Computers', 'Science', 'Games', 'Health'],['Reference']
39717,['Business', 'Computers', 'Reference', 'Society'],['Reference']
27662,['Business', 'Computers', 'Society', 'Recreation'],['Sports']
7447,['Business', 'Computers', 'Science', 'Recreation'],['Sports']
38064,['Business', 'Society', 'Games', 'Computers'],['Computers']
45405,['Business', 'Computers', 'Recreation', 'Science'],['Computers']
58681,['Business', 'Society', 'Computers', 'Recreation'],['Sports']
7734,['Business', 'Computers', 'Recreation', 'Adult'],['Computers']
51630,['Computers', 'Business', 'Recreation', 'Society'],['Computers']
48114,['Business', 'Health', 'Adult', 'Computers'],['Society']
1560,['Adult', 'Business', 'Recreation', 'Computers'],['Business']
21847,['Shopping', 'Health', 'Computers', 'Business'],['Health']
24066,['Business', 'Arts', 'Computers', 'Shopping'],['Business']
6814,['Society', 'Business', 'Recreation', 'Computers'],['Sports']
48600,['Business', 'Shopping', 'Games', 'Society'],['Sports']
58654,['Business', 'Recreation', 'Health', 'Science'],['Business']
32659,['Computers', 'Society', 'Shopping', 'Recreation'],['Computers']
48020,['Computers', 'Recreation', 'Arts', 'Society'],['Business']
706,['Business', 'Recreation', 'Computers', 'Reference'],['Business']
29333,['Shopping', 'Computers', 'Reference', 'Adult'],['Reference']
28483,['Society', 'Science', 'Games', 'Recreation'],['Sports']
42206,['Business', 'Computers', 'Recreation', 'Society'],['Society']
51454,['Computers', 'Recreation', 'Business', 'Science'],['Reference']
3233,['Business', 'Reference', 'Computers', 'Recreation'],['Sports']
42801,['Recreation', 'Business', 'Games', 'Reference'],['Reference']
11657,['Society', 'Business', 'Computers', 'Recreation'],['Sports']
22768,['Shopping', 'Computers', 'Games', 'Business'],['Health']
1625,['Business', 'Recreation', 'Computers', 'Science'],['Reference']
48629,['Recreation', 'Science', 'Business', 'Games'],['Health']
34008,['Recreation', 'Health', 'Business', 'Adult'],['Reference']
8673,['Reference', 'Computers', 'Business', 'Games'],['Business']
31962,['Business', 'Computers', 'Recreation', 'Science'],['Business']
43794,['Business', 'Computers', 'Recreation', 'Reference'],['Business']
32061,['Shopping', 'Games', 'Society', 'Arts'],['Society']
10766,['Business', 'Adult', 'Recreation', 'Science'],['Reference']
7899,['Computers', 'Recreation', 'Science', 'Arts'],['Reference']
31479,['Science', 'Recreation', 'Computers', 'Business'],['Society']
43898,['Business', 'Computers', 'Reference', 'Health'],['Health']
38721,['Business', 'Recreation', 'Computers', 'Society'],['Society']
8005,['Business', 'Recreation', 'Computers', 'Adult'],['Business']
29901,['Business', 'Society', 'Reference', 'Science'],['Health']
16970,['Business', 'Recreation', 'Computers', 'Adult'],['Business']
8560,['Business', 'Reference', 'Computers', 'Games'],['Health', 'Sports']
35633,['Shopping', 'Computers', 'Health', 'Business'],['Reference']
30149,['Computers', 'Recreation', 'Business', 'Society'],['Sports']
39608,['Science', 'Recreation', 'Sports', 'Health'],['Sports']
15239,['Computers', 'Society', 'Science', 'Shopping'],['Computers']
17563,['Business', 'Recreation', 'Computers', 'Games'],['Reference']
55164,['Business', 'Recreation', 'Computers', 'Science'],['Business']
37302,['Business', 'Shopping', 'Recreation', 'Computers'],['Computers']
28886,['Computers', 'Science', 'Games', 'Health'],['Health', 'Recreation']
35531,['Shopping', 'Computers', 'Arts', 'Business'],['Health']
24592,['Recreation', 'Science', 'Games', 'Adult'],['Reference']
23155,['Business', 'Sports', 'Recreation', 'Health'],['Sports']
16278,['Business', 'Computers', 'Recreation', 'Adult'],['Health']
15765,['Recreation', 'Business', 'Computers', 'Arts'],['Sports']
7526,['Business', 'Recreation', 'Computers', 'Society'],['Society']
2724,['Shopping', 'Computers', 'Society', 'Games'],['Computers']
40958,['Science', 'Computers', 'Recreation', 'Games'],['Health']
2230,['Health', 'Computers', 'Society', 'Recreation'],['Health']
59275,['Reference', 'Health', 'Recreation', 'Society'],['Health']
39853,['Science', 'Business', 'Computers', 'Games'],['Computers']
47214,['Business', 'Shopping', 'Society', 'Science'],['Sports']
26534,['Adult', 'Recreation', 'Games', 'Computers'],['Business']
29068,['Shopping', 'Sports', 'Business', 'Society'],['Society']
25835,['Business', 'Health', 'Shopping', 'Science'],['Health']
46995,['Arts', 'Recreation', 'Sports', 'Computers'],['Society']
34506,['Games', 'Shopping', 'Arts', 'Business'],['Adult']
31602,['Adult', 'Health', 'Recreation', 'Business'],['Business']
45975,['Business', 'Computers', 'Society', 'Science'],['Business']
28419,['Business', 'Computers', 'Recreation', 'Adult'],['Computers']
44842,['Business', 'Adult', 'Games', 'Reference'],['Business']
35477,['Business', 'Computers', 'Recreation', 'Arts'],['Reference']
40492,['Business', 'Society', 'Arts', 'Reference'],['Health']
2053,['Health', 'Recreation', 'Computers', 'Games'],['Health']
10879,['Recreation', 'Computers', 'Arts', 'Reference'],['Reference', 'Society']
3391,['Business', 'Arts', 'Computers', 'Reference'],['Business']
16608,['Business', 'Reference', 'Computers', 'Recreation'],['Society']
3784,['Business', 'Computers', 'Recreation', 'Health'],['Health']
34150,['Recreation', 'Society', 'Science', 'Business'],['Reference']
53543,['Reference', 'Recreation', 'Science', 'Business'],['Health']
34840,['Computers', 'Business', 'Recreation', 'Reference'],['Reference']
3315,['Business', 'Recreation', 'Computers', 'Adult'],['Business']
26562,['Business', 'Reference', 'Health', 'Adult'],['Health']
31990,['Computers', 'Business', 'Recreation', 'Science'],['Business']
32224,['Computers', 'Business', 'Recreation', 'Reference'],['Business']
35654,['Business', 'Society', 'Recreation', 'Computers'],['Business']
52303,['Recreation', 'Science', 'Games', 'Adult'],['Reference']
27455,['Science', 'Recreation', 'Computers', 'Business'],['Society']
25983,['Health', 'Computers', 'Recreation', 'Adult'],['Science']
47737,['Society', 'Business', 'Recreation', 'Science'],['Health']
47840,['Business', 'Computers', 'Arts', 'Reference'],['Computers', 'Business']
42638,['Business', 'Recreation', 'Arts', 'Computers'],['Adult']
42367,['Business', 'Reference', 'Adult', 'Computers'],['Business']
44560,['Recreation', 'Business', 'Computers', 'Health'],['Computers']
35185,['Business', 'Reference', 'Health', 'Adult'],['Business']
26535,['Computers', 'Adult', 'Arts', 'Reference'],['Computers']
46629,['Recreation', 'Games', 'Computers', 'Society'],['Health']
30367,['Recreation', 'Computers', 'Games', 'Society'],['Computers']
24695,['Business', 'Recreation', 'Computers', 'Arts'],['Health']
37752,['Adult', 'Computers', 'Reference', 'Recreation'],['Health']
5447,['Business', 'Computers', 'Recreation', 'Science'],['Adult']
14608,['Computers', 'Recreation', 'Business', 'Science'],['Computers']
52571,['Shopping', 'Adult', 'Business', 'Society'],['Adult']
17571,['Science', 'Recreation', 'Adult', 'Business'],['Adult']
4919,['Recreation', 'Computers', 'Arts', 'Reference'],['Computers']
49407,['Recreation', 'Computers', 'Health', 'Society'],['Computers']
38890,['Business', 'Reference', 'Adult', 'Science'],['Business']
43776,['Recreation', 'Computers', 'Arts', 'Reference'],['Computers']
13744,['Shopping', 'Computers', 'Health', 'Business'],['Health']
13405,['Games', 'Shopping', 'Arts', 'Business'],['Adult']
4983,['Business', 'Computers', 'Reference', 'Science'],['Science']
12742,['Computers', 'Business', 'Arts', 'Reference'],['Business']
3629,['Computers', 'Reference', 'Society', 'Business'],['Science']
50308,['Business', 'Computers', 'Society', 'Recreation'],['Business']
39100,['Business', 'Computers', 'Recreation', 'Science'],['Health']
7345,['Computers', 'Business', 'Reference', 'Recreation'],['Computers']
58597,['Business', 'Computers', 'Reference', 'Recreation'],['Health']
51596,['Business', 'Computers', 'Recreation', 'Science'],['Computers']
36526,['Computers', 'Recreation', 'Society', 'Shopping'],['Society']
22043,['Shopping', 'Business', 'Recreation', 'Health'],['Arts']
8807,['Health', 'Society', 'Arts', 'Recreation'],['Computers']
24124,['Business', 'Computers', 'Recreation', 'Adult'],['Society']
51688,['Computers', 'Business', 'Arts', 'Games'],['Business']
45740,['Business', 'Society', 'Adult', 'Recreation'],['Business', 'Arts']
38130,['Recreation', 'Games', 'Health', 'Business'],['Science']
48982,['Computers', 'Business', 'Science', 'Recreation'],['Arts']
37742,['Recreation', 'Business', 'Adult', 'Reference'],['Business']
8403,['Business', 'Recreation', 'Computers', 'Arts'],['Business']
17270,['Society', 'Computers', 'Business', 'Recreation'],['Society']
19843,['Business', 'Computers', 'Recreation', 'Arts'],['Computers']
1202,['Health', 'Business', 'Reference', 'Adult'],['Health']
40890,['Business', 'Recreation', 'Adult', 'Computers'],['Business']
41038,['Shopping', 'Society', 'Arts', 'Reference'],['Society']
25701,['Computers', 'Recreation', 'Shopping', 'Society'],['Society']
7813,['Computers', 'Shopping', 'Society', 'Recreation'],['Society']
55129,['Computers', 'Recreation', 'Society', 'Business'],['Society']
10339,['Business', 'Computers', 'Recreation', 'Arts'],['Computers']
13265,['Business', 'Computers', 'Recreation', 'Society'],['Computers']
36846,['Society', 'Science', 'Reference', 'Adult'],['Business']
15558,['Shopping', 'Business', 'Games', 'Society'],['Computers']
35070,['Business', 'Computers', 'Recreation', 'Science'],['Science']
15977,['Business', 'Recreation', 'Computers', 'Health'],['Arts']
58765,['Business', 'Arts', 'Computers', 'Reference'],['Health']
45857,['Business', 'Computers', 'Reference', 'Recreation'],['Science']
10135,['Business', 'Recreation', 'Arts', 'Computers'],['Society']
52049,['Business', 'Reference', 'Society', 'Adult'],['Science']
47236,['Games', 'Science', 'Recreation', 'Business'],['Health']
8254,['Computers', 'Shopping', 'Arts', 'Business'],['Business']
13765,['Business', 'Arts', 'Society', 'Health'],['Business']
44594,['Business', 'Computers', 'Recreation', 'Science'],['Business']
57116,['Games', 'Science', 'Recreation', 'Computers'],['Health']
22087,['Computers', 'Business', 'Reference', 'Games'],['Health']
44965,['Adult', 'Business', 'Reference', 'Recreation'],['Business']
45117,['Recreation', 'Science', 'Society', 'Computers'],['Science']
3000,['Business', 'Recreation', 'Science', 'Games'],['Science']
33858,['Reference', 'Society', 'Science', 'Business'],['Science']
33212,['Business', 'Computers', 'Recreation', 'Science'],['Business']
29768,['Health', 'Society', 'Recreation', 'Computers'],['Society']
54691,['Computers', 'Business', 'Recreation', 'Science'],['Arts']
52498,['Computers', 'Business', 'Recreation', 'Society'],['Computers']
52682,['Science', 'Recreation', 'Computers', 'Business'],['Science']
10950,['Recreation', 'Business', 'Computers', 'Health'],['Computers']
42991,['Health', 'Business', 'Shopping', 'Science'],['Business']
34700,['Computers', 'Recreation', 'Business', 'Adult'],['Business']
33730,['Business', 'Reference', 'Computers', 'Science'],['Science']
48131,['Business', 'Computers', 'Recreation', 'Science'],['Business']
24499,['Recreation', 'Health', 'Computers', 'Arts'],['Computers']
3265,['Science', 'Health', 'Adult', 'Shopping'],['Society']
33234,['Shopping', 'Business', 'Arts', 'Computers'],['Science']
24632,['Arts', 'Computers', 'Society', 'Health'],['Society']
42546,['Business', 'Computers', 'Science', 'Recreation'],['Science']
22693,['Recreation', 'Arts', 'Computers', 'Reference'],['Society']
8340,['Business', 'Recreation', 'Computers', 'Reference'],['Science']
43948,['Computers', 'Science', 'Adult', 'Recreation'],['Business']
2477,['Business', 'Computers', 'Recreation', 'Arts'],['Health']
34496,['Business', 'Computers', 'Recreation', 'Health'],['Computers']
40839,['Business', 'Computers', 'Recreation', 'Games'],['Society']
4904,['Computers', 'Games', 'Business', 'Adult'],['Science', 'Shopping']
3609,['Business', 'Computers', 'Recreation', 'Science'],['Society']
45946,['Computers', 'Business', 'Recreation', 'Science'],['Business']
6742,['Recreation', 'Computers', 'Science', 'Health'],['Business']
30458,['Computers', 'Business', 'Recreation', 'Adult'],['Society']
19130,['Business', 'Society', 'Computers', 'Recreation'],['Society']
38517,['Computers', 'Business', 'Recreation', 'Science'],['Computers']
16673,['Computers', 'Business', 'Adult', 'Shopping'],['Society']
51926,['Business', 'Computers', 'Recreation', 'Adult'],['Business']
7073,['Business', 'Computers', 'Recreation', 'Science'],['Business']
11656,['Business', 'Recreation', 'Computers', 'Health'],['Reference', 'Shopping', 'Business']
15485,['Reference', 'Recreation', 'Computers', 'Health'],['Science']
58196,['Recreation', 'Computers', 'Business', 'Arts'],['Computers']
6174,['Business', 'Reference', 'Health', 'Society'],['Society']
52483,['Shopping', 'Science', 'Games', 'Health'],['Science']
27823,['Business', 'Shopping', 'Computers', 'Science'],['Business']
12892,['Business', 'Computers', 'Recreation', 'Science'],['Health']
4112,['Computers', 'Business', 'Sports', 'Science'],['Health']
26007,['Recreation', 'Computers', 'Reference', 'Health'],['Science']
1735,['Business', 'Science', 'Recreation', 'Computers'],['Business']
42200,['Recreation', 'Shopping', 'Science', 'Business'],['Science']
39009,['Science', 'Health', 'Society', 'Computers'],['Health']
54196,['Computers', 'Reference', 'Business', 'Recreation'],['Health']
34052,['Recreation', 'Reference', 'Computers', 'Business'],['Science']
46722,['Business', 'Recreation', 'Health', 'Adult'],['Society']
22152,['Business', 'Computers', 'Reference', 'Recreation'],['Business']
44849,['Business', 'Computers', 'Recreation', 'Adult'],['Computers']
40308,['Business', 'Shopping', 'Arts', 'Computers'],['Computers']
36909,['Arts', 'Adult', 'Health', 'Society'],['Society']
44692,['Business', 'Computers', 'Recreation', 'Adult'],['Computers']
32092,['Business', 'Computers', 'Recreation', 'Adult'],['Computers']
36755,['Business', 'Science', 'Adult', 'Computers'],['Health']
28760,['Computers', 'Science', 'Recreation', 'Business'],['Science']
58561,['Computers', 'Business', 'Adult', 'Reference'],['Health']
42184,['Business', 'Society', 'Recreation', 'Shopping'],['Society']
7859,['Recreation', 'Games', 'Arts', 'Science'],['Science']
52113,['Business', 'Society', 'Reference', 'Science'],['Business']
9290,['Business', 'Science', 'Reference', 'Computers'],['Business']
34063,['Business', 'Shopping', 'Computers', 'Recreation'],['Business']
28943,['Business', 'Recreation', 'Computers', 'Society'],['Computers']
11607,['Business', 'Computers', 'Arts', 'Recreation'],['Health']
22345,['Business', 'Science', 'Recreation', 'Society'],['Science']
35402,['Shopping', 'Computers', 'Reference', 'Games'],['Business']
58155,['Science', 'Recreation', 'Computers', 'Business'],['Computers']
26394,['Recreation', 'Business', 'Arts', 'Computers'],['Society']
5268,['Computers', 'Reference', 'Business', 'Society'],['Health']
6055,['Computers', 'Recreation', 'Health', 'Arts'],['Health']
5224,['Business', 'Computers', 'Recreation', 'Science'],['Science']
11645,['Business', 'Recreation', 'Society', 'Arts'],['Society']
32491,['Business', 'Computers', 'Science', 'Reference'],['Business']
10996,['Games', 'Science', 'Recreation', 'Adult'],['Health']
23974,['Arts', 'Business', 'Shopping', 'Science'],['Computers']
4481,['Business', 'Recreation', 'Computers', 'Society'],['Computers']
27579,['Business', 'Recreation', 'Society', 'Computers'],['Science']
10424,['Business', 'Society', 'Computers', 'Arts'],['Business']
54335,['Business', 'Computers', 'Recreation', 'Society'],['Computers']
9714,['Business', 'Computers', 'Reference', 'Science'],['Society', 'Science']
5951,['Recreation', 'Science', 'Shopping', 'Reference'],['Society']
6099,['Business', 'Recreation', 'Computers', 'Reference'],['Science']
15812,['Business', 'Arts', 'Recreation', 'Computers'],['Society']
34399,['Business', 'Adult', 'Health', 'Science'],['Business']
16982,['Computers', 'Business', 'Recreation', 'Arts'],['Computers']
25050,['Computers', 'Business', 'Recreation', 'Society'],['Society']
40356,['Computers', 'Science', 'Recreation', 'Arts'],['Science']
29867,['Computers', 'Adult', 'Science', 'Arts'],['Business']
50796,['Business', 'Adult', 'Society', 'Computers'],['Business']
39004,['Business', 'Computers', 'Shopping', 'Recreation'],['Computers']
15961,['Recreation', 'Business', 'Arts', 'Computers'],['Society']
35290,['Business', 'Computers', 'Recreation', 'Adult'],['Computers']
44665,['Computers', 'Arts', 'Adult', 'Recreation'],['Science']
12182,['Recreation', 'Business', 'Computers', 'Adult'],['Computers']
28087,['Business', 'Computers', 'Recreation', 'Science'],['Computers']
24181,['Business', 'Adult', 'Recreation', 'Computers'],['Computers']
47996,['Computers', 'Shopping', 'Society', 'Science'],['Computers']
57557,['Business', 'Computers', 'Science', 'Recreation'],['Health']
39110,['Business', 'Computers', 'Recreation', 'Society'],['Computers']
2518,['Business', 'Reference', 'Computers', 'Arts'],['Computers']
17823,['Business', 'Games', 'Science', 'Sports'],['Society']
29652,['Science', 'Health', 'Reference', 'Society'],['Health']
39433,['Reference', 'Health', 'Computers', 'Recreation'],['Health']
50407,['Recreation', 'Business', 'Games', 'Society'],['Health']
31874,['Computers', 'Business', 'Recreation', 'Adult'],['Computers']
27354,['Business', 'Reference', 'Computers', 'Recreation'],['Computers']
22736,['Business', 'Recreation', 'Health', 'Adult'],['Society']
20608,['Business', 'Shopping', 'Society', 'Science'],['Business']
57811,['Science', 'Recreation', 'Adult', 'Computers'],['Health']
40796,['Business', 'Shopping', 'Society', 'Adult'],['Science']
35384,['Business', 'Computers', 'Recreation', 'Adult'],['Computers']
49300,['Recreation', 'Computers', 'Business', 'Reference'],['Health']
4254,['Business', 'Computers', 'Recreation', 'Science'],['Business']
43350,['Computers', 'Business', 'Recreation', 'Science'],['Games']
8392,['Recreation', 'Science', 'Health', 'Business'],['Business']
34892,['Computers', 'Business', 'Recreation', 'Science'],['Computers']
57307,['Society', 'Shopping', 'Computers', 'Arts'],['Society']
53462,['Business', 'Health', 'Science', 'Adult'],['Health']
54811,['Business', 'Recreation', 'Computers', 'Adult'],['Games']
41808,['Computers', 'Business', 'Recreation', 'Health'],['Computers']
38684,['Business', 'Recreation', 'Computers', 'Adult'],['Society']
50958,['Business', 'Computers', 'Science', 'Society'],['Computers']
47101,['Business', 'Recreation', 'Society', 'Health'],['Computers']
58708,['Business', 'Computers', 'Recreation', 'Science'],['Games']
2390,['Computers', 'Business', 'Recreation', 'Adult'],['Business']
33401,['Business', 'Computers', 'Society', 'Science'],['Science']
42621,['Business', 'Adult', 'Society', 'Science'],['Science']
11861,['Computers', 'Business', 'Recreation', 'Reference'],['Science']
37392,['Business', 'Recreation', 'Health', 'Computers'],['Society']
5868,['Computers', 'Business', 'Recreation', 'Adult'],['Computers']
33070,['Health', 'Society', 'Business', 'Recreation'],['Business']
38409,['Business', 'Computers', 'Science', 'Reference'],['Health']
