ref id,Predicted,Actual
57141,['Adult', 'Society', 'Arts', 'Reference'],['Adult']
17705,['Reference', 'Recreation', 'Society', 'Science'],['Reference']
38083,['Shopping', 'Arts', 'Society', 'Business'],['Society']
57337,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
46950,['Games', 'Computers', 'Recreation', 'Science'],['Games']
31392,['Society', 'Health', 'Business', 'Reference'],['Society']
10666,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
36186,['Recreation', 'Business', 'Reference', 'Games'],['Business']
44654,['Shopping', 'Business', 'Recreation', 'Sports'],['Business']
7337,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
10166,['Business', 'Recreation', 'Science', 'Reference'],['Business']
51867,['Sports', 'Games', 'Arts', 'Society'],['Sports']
9338,['Computers', 'Business', 'Shopping', 'Science'],['Computers']
45772,['Sports', 'Games', 'Arts', 'Society'],['Sports']
39458,['Society', 'Arts', 'Recreation', 'Health'],['Society']
10403,['Games', 'Recreation', 'Computers', 'Arts'],['Games']
35849,['Recreation', 'Business', 'Society', 'Shopping'],['Business']
11448,['Reference', 'Sports', 'Society', 'Shopping'],['Reference']
39883,['Games', 'Recreation', 'Reference', 'Health'],['Games']
54915,['Sports', 'Recreation', 'Games', 'Society'],['Sports']
54473,['Computers', 'Business', 'Society', 'Science'],['Computers']
45035,['Sports', 'Science', 'Society', 'Reference'],['Games']
12231,['Society', 'Games', 'Adult', 'Arts'],['Society']
40458,['Arts', 'Sports', 'Society', 'Shopping'],['Sports']
32540,['Reference', 'Recreation', 'Games', 'Science'],['Reference']
9385,['Games', 'Recreation', 'Reference', 'Science'],['Games']
45152,['Games', 'Science', 'Computers', 'Recreation'],['Games']
59206,['Computers', 'Business', 'Arts', 'Science'],['Science', 'Business']
46355,['Reference', 'Recreation', 'Games', 'Society'],['Reference']
58752,['Business', 'Computers', 'Science', 'Recreation'],['Business']
42231,['Games', 'Science', 'Reference', 'Recreation'],['Games']
8257,['Games', 'Recreation', 'Sports', 'Society'],['Games']
29594,['Sports', 'Recreation', 'Computers', 'Business'],['Sports']
20318,['Society', 'Health', 'Science', 'Business'],['Society']
4512,['Society', 'Health', 'Recreation', 'Reference'],['Society']
39528,['Reference', 'Science', 'Recreation', 'Games'],['Reference']
31121,['Sports', 'Recreation', 'Society', 'Business'],['Sports']
25498,['Arts', 'Recreation', 'Science', 'Business'],['Reference']
3330,['Arts', 'Computers', 'Business', 'Science'],['Business']
34363,['Games', 'Reference', 'Recreation', 'Science'],['Games']
7043,['Recreation', 'Reference', 'Science', 'Games'],['Reference']
17362,['Recreation', 'Reference', 'Games', 'Science'],['Reference']
5706,['Games', 'Reference', 'Science', 'Recreation'],['Games']
8955,['Computers', 'Games', 'Business', 'Shopping'],['Sports']
8887,['Recreation', 'Business', 'Science', 'Arts'],['Reference']
49434,['Society', 'Health', 'Science', 'Reference'],['Society']
15264,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
16098,['Games', 'Recreation', 'Reference', 'Science'],['Games']
55445,['Reference', 'Recreation', 'Science', 'Arts'],['Reference']
58572,['Reference', 'Recreation', 'Science', 'Games'],['Reference']
30961,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
41598,['Games', 'Recreation', 'Reference', 'Science'],['Games']
22802,['Games', 'Reference', 'Science', 'Computers'],['Games']
57046,['Computers', 'Business', 'Science', 'Games'],['Reference']
44719,['Society', 'Recreation', 'Health', 'Business'],['Society']
2761,['Business', 'Recreation', 'Shopping', 'Computers'],['Business']
28027,['Games', 'Computers', 'Recreation', 'Science'],['Games']
53178,['Computers', 'Business', 'Reference', 'Science'],['Reference']
40172,['Games', 'Reference', 'Recreation', 'Science'],['Games']
54168,['Computers', 'Business', 'Science', 'Sports'],['Sports']
5070,['Computers', 'Games', 'Business', 'Health'],['Computers']
42352,['Business', 'Health', 'Science', 'Society'],['Business']
53137,['Society', 'Health', 'Science', 'Reference'],['Society']
24467,['Sports', 'Reference', 'Health', 'Society'],['Sports']
46035,['Society', 'Computers', 'Recreation', 'Health'],['Society']
9995,['Business', 'Science', 'Computers', 'Reference'],['Business']
49529,['Computers', 'Business', 'Science', 'Sports'],['Sports']
23833,['Computers', 'Reference', 'Science', 'Business'],['Reference']
39913,['Sports', 'Recreation', 'Society', 'Business'],['Sports']
54981,['Computers', 'Business', 'Science', 'Games'],['Computers']
8338,['Recreation', 'Games', 'Arts', 'Science'],['Games']
47285,['Arts', 'Computers', 'Science', 'Reference'],['Computers']
12295,['Health', 'Science', 'Business', 'Computers'],['Health', 'Business']
14817,['Business', 'Computers', 'Science', 'Reference'],['Reference']
14714,['Games', 'Recreation', 'Arts', 'Computers'],['Games']
26062,['Society', 'Business', 'Computers', 'Health'],['Society']
34973,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
58568,['Games', 'Recreation', 'Arts', 'Computers'],['Games']
34279,['Business', 'Science', 'Health', 'Computers'],['Business']
36686,['Society', 'Health', 'Science', 'Recreation'],['Reference']
41287,['Society', 'Health', 'Business', 'Science'],['Society']
17992,['Games', 'Computers', 'Recreation', 'Arts'],['Games']
32716,['Computers', 'Reference', 'Science', 'Business'],['Reference']
28352,['Business', 'Computers', 'Science', 'Reference'],['Reference']
3097,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
53193,['Computers', 'Business', 'Science', 'Reference'],['Reference']
37699,['Sports', 'Recreation', 'Society', 'Games'],['Sports']
58924,['Business', 'Science', 'Computers', 'Health'],['Business']
46129,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
21961,['Computers', 'Science', 'Games', 'Reference'],['Reference']
50782,['Games', 'Society', 'Sports', 'Shopping'],['Games']
26498,['Games', 'Arts', 'Adult', 'Recreation'],['Games']
12732,['Society', 'Recreation', 'Reference', 'Sports'],['Society']
8090,['Arts', 'Adult', 'Society', 'Shopping'],['Computers']
15320,['Health', 'Science', 'Reference', 'Business'],['Business']
34950,['Computers', 'Business', 'Science', 'Society'],['Computers']
35964,['Business', 'Computers', 'Reference', 'Science'],['Reference']
40937,['Computers', 'Science', 'Business', 'Society'],['Computers']
39305,['Games', 'Adult', 'Recreation', 'Arts'],['Games']
13089,['Health', 'Business', 'Science', 'Computers'],['Business']
9207,['Games', 'Recreation', 'Science', 'Arts'],['Games']
46795,['Sports', 'Recreation', 'Society', 'Health'],['Sports']
2382,['Sports', 'Recreation', 'Games', 'Business'],['Sports']
41352,['Health', 'Science', 'Business', 'Reference'],['Business']
39783,['Society', 'Health', 'Business', 'Sports'],['Society']
8234,['Computers', 'Reference', 'Games', 'Science'],['Reference']
7009,['Computers', 'Games', 'Business', 'Society'],['Computers']
4841,['Games', 'Society', 'Reference', 'Arts'],['Computers']
58358,['Reference', 'Science', 'Games', 'Recreation'],['Reference']
13562,['Arts', 'Games', 'Society', 'Reference'],['Computers']
38050,['Science', 'Reference', 'Business', 'Health'],['Business']
32522,['Games', 'Arts', 'Reference', 'Recreation'],['Games']
5114,['Society', 'Health', 'Reference', 'Sports'],['Society']
6026,['Society', 'Shopping', 'Health', 'Reference'],['Society']
9117,['Sports', 'Games', 'Recreation', 'Society'],['Sports']
39001,['Reference', 'Science', 'Computers', 'Health'],['Business']
57325,['Business', 'Computers', 'Science', 'Reference'],['Business']
43092,['Sports', 'Recreation', 'Games', 'Arts'],['Sports']
1471,['Games', 'Recreation', 'Arts', 'Reference'],['Games']
17051,['Reference', 'Health', 'Science', 'Society'],['Reference']
9485,['Sports', 'Reference', 'Society', 'Health'],['Sports']
29472,['Computers', 'Business', 'Health', 'Shopping'],['Computers']
49825,['Science', 'Reference', 'Society', 'Games'],['Games']
31539,['Games', 'Recreation', 'Adult', 'Arts'],['Games']
27248,['Reference', 'Society', 'Science', 'Computers'],['Reference']
38435,['Society', 'Shopping', 'Sports', 'Business'],['Society']
26258,['Computers', 'Business', 'Games', 'Reference'],['Computers']
3074,['Games', 'Computers', 'Recreation', 'Reference'],['Games']
22088,['Society', 'Reference', 'Arts', 'Recreation'],['Society']
41953,['Recreation', 'Arts', 'Games', 'Reference'],['Business']
33857,['Reference', 'Sports', 'Society', 'Shopping'],['Reference']
17667,['Society', 'Health', 'Reference', 'Business'],['Society']
22403,['Games', 'Recreation', 'Shopping', 'Business'],['Games']
32445,['Games', 'Recreation', 'Adult', 'Computers'],['Games']
27525,['Computers', 'Business', 'Science', 'Reference'],['Reference']
10633,['Society', 'Sports', 'Health', 'Reference'],['Society']
11763,['Society', 'Recreation', 'Arts', 'Computers'],['Computers']
10537,['Computers', 'Society', 'Business', 'Arts'],['Computers']
21766,['Business', 'Computers', 'Science', 'Reference'],['Business']
53885,['Reference', 'Health', 'Science', 'Arts'],['Reference']
1595,['Science', 'Health', 'Business', 'Computers'],['Reference', 'Science']
550,['Sports', 'Arts', 'Society', 'Computers'],['Computers']
54352,['Games', 'Sports', 'Arts', 'Computers'],['Games']
24707,['Computers', 'Arts', 'Business', 'Society'],['Computers']
42899,['Health', 'Society', 'Science', 'Reference'],['Reference', 'Society']
7671,['Games', 'Recreation', 'Adult', 'Reference'],['Games']
54521,['Reference', 'Science', 'Arts', 'Society'],['Reference']
37760,['Games', 'Computers', 'Reference', 'Recreation'],['Games']
32965,['Computers', 'Business', 'Games', 'Arts'],['Computers']
12215,['Games', 'Recreation', 'Shopping', 'Arts'],['Games']
39817,['Sports', 'Recreation', 'Society', 'Games'],['Reference']
49672,['Business', 'Science', 'Shopping', 'Computers'],['Reference']
383,['Reference', 'Science', 'Society', 'Health'],['Reference']
32094,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
13353,['Business', 'Computers', 'Reference', 'Arts'],['Business']
16885,['Business', 'Computers', 'Health', 'Reference'],['Business']
9382,['Business', 'Computers', 'Society', 'Health'],['Business']
54832,['Games', 'Arts', 'Recreation', 'Computers'],['Games']
35099,['Society', 'Health', 'Sports', 'Business'],['Society', 'Sports']
55136,['Shopping', 'Sports', 'Society', 'Science'],['Business']
52774,['Arts', 'Reference', 'Adult', 'Computers'],['Reference']
31696,['Games', 'Computers', 'Adult', 'Arts'],['Computers']
13535,['Computers', 'Business', 'Shopping', 'Games'],['Computers']
48284,['Sports', 'Health', 'Society', 'Business'],['Sports']
29970,['Arts', 'Reference', 'Computers', 'Science'],['Reference']
30710,['Reference', 'Health', 'Society', 'Science'],['Society']
34943,['Sports', 'Games', 'Society', 'Recreation'],['Sports']
49624,['Health', 'Society', 'Science', 'Business'],['Society']
45120,['Reference', 'Science', 'Computers', 'Health'],['Reference']
40126,['Society', 'Health', 'Recreation', 'Sports'],['Society']
34705,['Business', 'Shopping', 'Health', 'Science'],['Business']
25013,['Business', 'Arts', 'Shopping', 'Recreation'],['Business']
38387,['Recreation', 'Computers', 'Health', 'Business'],['Games']
57751,['Society', 'Games', 'Reference', 'Arts'],['Computers']
30591,['Business', 'Science', 'Computers', 'Sports'],['Business']
28147,['Arts', 'Sports', 'Computers', 'Society'],['Sports']
25408,['Computers', 'Society', 'Reference', 'Science'],['Computers']
22631,['Games', 'Recreation', 'Adult', 'Arts'],['Games']
30686,['Games', 'Recreation', 'Arts', 'Reference'],['Games']
4886,['Recreation', 'Reference', 'Games', 'Arts'],['Reference']
5693,['Science', 'Reference', 'Recreation', 'Health'],['Reference']
46820,['Recreation', 'Business', 'Science', 'Computers'],['Business']
37135,['Games', 'Recreation', 'Arts', 'Computers'],['Games']
23163,['Reference', 'Recreation', 'Science', 'Games'],['Reference']
36524,['Arts', 'Recreation', 'Society', 'Adult'],['Reference']
50602,['Sports', 'Recreation', 'Shopping', 'Society'],['Sports']
10990,['Recreation', 'Society', 'Sports', 'Reference'],['Sports']
33490,['Science', 'Business', 'Computers', 'Health'],['Business']
31100,['Computers', 'Reference', 'Recreation', 'Games'],['Reference']
7912,['Health', 'Society', 'Business', 'Reference'],['Society']
24739,['Business', 'Sports', 'Society', 'Shopping'],['Business']
15268,['Reference', 'Recreation', 'Games', 'Science'],['Reference']
6908,['Business', 'Recreation', 'Sports', 'Computers'],['Sports']
50347,['Business', 'Computers', 'Science', 'Recreation'],['Business']
5915,['Society', 'Health', 'Reference', 'Business'],['Society']
48798,['Business', 'Science', 'Society', 'Computers'],['Business']
57994,['Reference', 'Sports', 'Society', 'Shopping'],['Reference']
49835,['Society', 'Health', 'Shopping', 'Recreation'],['Society']
28490,['Business', 'Health', 'Science', 'Society'],['Sports']
27319,['Business', 'Science', 'Games', 'Computers'],['Business']
42261,['Business', 'Science', 'Computers', 'Shopping'],['Business']
4260,['Games', 'Shopping', 'Recreation', 'Society'],['Games']
4662,['Science', 'Business', 'Computers', 'Recreation'],['Business']
50725,['Business', 'Health', 'Recreation', 'Science'],['Business']
29384,['Society', 'Arts', 'Reference', 'Sports'],['Society']
27434,['Recreation', 'Business', 'Society', 'Sports'],['Computers']
15838,['Business', 'Science', 'Adult', 'Recreation'],['Business']
26459,['Reference', 'Science', 'Computers', 'Society'],['Reference']
25411,['Shopping', 'Recreation', 'Business', 'Sports'],['Business']
55037,['Business', 'Computers', 'Science', 'Reference'],['Computers']
6242,['Science', 'Adult', 'Business', 'Games'],['Business']
9924,['Sports', 'Society', 'Business', 'Adult'],['Reference']
54977,['Shopping', 'Business', 'Science', 'Recreation'],['Business']
23712,['Society', 'Health', 'Reference', 'Sports'],['Society']
1943,['Games', 'Shopping', 'Arts', 'Society'],['Computers']
22041,['Health', 'Recreation', 'Reference', 'Science'],['Health']
2443,['Reference', 'Science', 'Recreation', 'Business'],['Reference']
40220,['Sports', 'Recreation', 'Shopping', 'Society'],['Sports']
50977,['Health', 'Society', 'Reference', 'Science'],['Society']
2488,['Reference', 'Health', 'Science', 'Computers'],['Reference']
45328,['Computers', 'Science', 'Reference', 'Society'],['Computers']
33455,['Business', 'Society', 'Reference', 'Recreation'],['Business']
30522,['Health', 'Science', 'Reference', 'Business'],['Health']
9661,['Health', 'Science', 'Society', 'Reference'],['Health']
16481,['Business', 'Recreation', 'Health', 'Shopping'],['Health']
172,['Sports', 'Recreation', 'Society', 'Shopping'],['Sports']
48415,['Recreation', 'Business', 'Society', 'Science'],['Sports']
32406,['Business', 'Computers', 'Science', 'Recreation'],['Business']
39385,['Computers', 'Reference', 'Business', 'Society'],['Computers']
37493,['Computers', 'Recreation', 'Business', 'Games'],['Recreation', 'Business']
37963,['Society', 'Computers', 'Arts', 'Reference'],['Computers']
10847,['Sports', 'Recreation', 'Business', 'Society'],['Sports']
38543,['Computers', 'Arts', 'Games', 'Sports'],['Computers']
45698,['Society', 'Reference', 'Arts', 'Science'],['Society']
1926,['Society', 'Arts', 'Computers', 'Recreation'],['Computers']
8840,['Computers', 'Business', 'Recreation', 'Science'],['Business']
38786,['Business', 'Recreation', 'Science', 'Computers'],['Business']
49386,['Computers', 'Business', 'Shopping', 'Society'],['Computers']
51251,['Computers', 'Business', 'Shopping', 'Society'],['Computers']
22541,['Reference', 'Arts', 'Recreation', 'Science'],['Reference']
9814,['Health', 'Society', 'Science', 'Sports'],['Health']
58385,['Arts', 'Reference', 'Society', 'Recreation'],['Reference']
58322,['Computers', 'Business', 'Society', 'Arts'],['Computers']
31341,['Reference', 'Recreation', 'Arts', 'Science'],['Reference']
45485,['Reference', 'Society', 'Computers', 'Science'],['Computers']
23554,['Sports', 'Reference', 'Recreation', 'Science'],['Sports']
50906,['Reference', 'Science', 'Arts', 'Recreation'],['Reference']
8008,['Health', 'Science', 'Reference', 'Recreation'],['Health']
36665,['Business', 'Computers', 'Society', 'Science'],['Business']
15713,['Health', 'Recreation', 'Science', 'Reference'],['Health']
43646,['Business', 'Science', 'Computers', 'Reference'],['Business']
25619,['Computers', 'Society', 'Games', 'Science'],['Sports']
2334,['Games', 'Recreation', 'Arts', 'Health'],['Health']
3133,['Business', 'Science', 'Computers', 'Reference'],['Business']
49109,['Business', 'Science', 'Recreation', 'Computers'],['Business']
16852,['Business', 'Arts', 'Recreation', 'Society'],['Business']
26544,['Recreation', 'Reference', 'Science', 'Arts'],['Reference', 'Society']
3460,['Business', 'Science', 'Shopping', 'Computers'],['Shopping', 'Business']
57341,['Sports', 'Recreation', 'Shopping', 'Reference'],['Sports']
30217,['Science', 'Reference', 'Health', 'Business'],['Reference']
7788,['Science', 'Health', 'Reference', 'Society'],['Health']
43866,['Business', 'Computers', 'Science', 'Recreation'],['Business']
22898,['Science', 'Health', 'Reference', 'Business'],['Health']
34871,['Recreation', 'Sports', 'Shopping', 'Business'],['Sports']
58986,['Business', 'Computers', 'Society', 'Health'],['Computers']
9834,['Recreation', 'Shopping', 'Arts', 'Sports'],['Business']
5920,['Health', 'Business', 'Science', 'Reference'],['Business']
22353,['Business', 'Computers', 'Games', 'Society'],['Computers']
23135,['Reference', 'Arts', 'Society', 'Science'],['Reference']
7141,['Reference', 'Recreation', 'Arts', 'Games'],['Reference', 'Society']
14766,['Sports', 'Recreation', 'Society', 'Business'],['Sports']
5787,['Society', 'Computers', 'Recreation', 'Business'],['Society']
4858,['Science', 'Society', 'Arts', 'Recreation'],['Reference']
28942,['Shopping', 'Recreation', 'Business', 'Sports'],['Shopping', 'Business']
39691,['Health', 'Science', 'Business', 'Shopping'],['Health']
36264,['Recreation', 'Sports', 'Society', 'Business'],['Sports']
51714,['Arts', 'Sports', 'Computers', 'Society'],['Sports']
59128,['Reference', 'Science', 'Recreation', 'Arts'],['Reference']
10099,['Adult', 'Recreation', 'Society', 'Shopping'],['Computers']
51347,['Computers', 'Business', 'Society', 'Science'],['Business']
10131,['Health', 'Science', 'Society', 'Reference'],['Health']
27560,['Society', 'Health', 'Sports', 'Reference'],['Sports']
31798,['Computers', 'Business', 'Society', 'Science'],['Computers']
17583,['Computers', 'Society', 'Arts', 'Games'],['Computers']
22619,['Reference', 'Games', 'Recreation', 'Science'],['Reference']
39717,['Reference', 'Health', 'Science', 'Society'],['Reference']
27662,['Sports', 'Arts', 'Games', 'Recreation'],['Sports']
7447,['Sports', 'Arts', 'Games', 'Computers'],['Sports']
38064,['Computers', 'Business', 'Society', 'Science'],['Computers']
45405,['Business', 'Computers', 'Society', 'Science'],['Computers']
58681,['Sports', 'Arts', 'Games', 'Society'],['Sports']
7734,['Arts', 'Shopping', 'Computers', 'Sports'],['Computers']
51630,['Recreation', 'Arts', 'Society', 'Sports'],['Computers']
48114,['Society', 'Science', 'Computers', 'Business'],['Society']
1560,['Recreation', 'Business', 'Science', 'Computers'],['Business']
21847,['Computers', 'Recreation', 'Games', 'Science'],['Health']
24066,['Business', 'Recreation', 'Shopping', 'Society'],['Business']
6814,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
48600,['Sports', 'Shopping', 'Games', 'Computers'],['Sports']
58654,['Business', 'Science', 'Recreation', 'Shopping'],['Business']
32659,['Computers', 'Business', 'Science', 'Society'],['Computers']
48020,['Recreation', 'Games', 'Computers', 'Reference'],['Business']
706,['Business', 'Science', 'Society', 'Health'],['Business']
29333,['Reference', 'Arts', 'Recreation', 'Society'],['Reference']
28483,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
42206,['Society', 'Computers', 'Science', 'Business'],['Society']
51454,['Reference', 'Arts', 'Games', 'Recreation'],['Reference']
3233,['Sports', 'Recreation', 'Society', 'Arts'],['Sports']
42801,['Reference', 'Recreation', 'Health', 'Arts'],['Reference']
11657,['Sports', 'Games', 'Society', 'Shopping'],['Sports']
22768,['Society', 'Health', 'Science', 'Reference'],['Health']
1625,['Reference', 'Society', 'Arts', 'Recreation'],['Reference']
48629,['Health', 'Reference', 'Science', 'Business'],['Health']
34008,['Recreation', 'Reference', 'Games', 'Arts'],['Reference']
8673,['Business', 'Games', 'Recreation', 'Science'],['Business']
31962,['Business', 'Computers', 'Health', 'Reference'],['Business']
43794,['Computers', 'Business', 'Science', 'Reference'],['Business']
32061,['Society', 'Games', 'Reference', 'Recreation'],['Society']
10766,['Reference', 'Recreation', 'Arts', 'Games'],['Reference']
7899,['Reference', 'Arts', 'Recreation', 'Society'],['Reference']
31479,['Arts', 'Society', 'Computers', 'Sports'],['Society']
43898,['Business', 'Science', 'Health', 'Recreation'],['Health']
38721,['Society', 'Science', 'Business', 'Computers'],['Society']
8005,['Business', 'Computers', 'Health', 'Science'],['Business']
29901,['Health', 'Science', 'Reference', 'Recreation'],['Health']
16970,['Business', 'Computers', 'Science', 'Health'],['Business']
8560,['Health', 'Science', 'Business', 'Recreation'],['Health', 'Sports']
35633,['Computers', 'Reference', 'Games', 'Recreation'],['Reference']
30149,['Sports', 'Games', 'Arts', 'Recreation'],['Sports']
39608,['Sports', 'Games', 'Recreation', 'Society'],['Sports']
15239,['Shopping', 'Computers', 'Arts', 'Games'],['Computers']
17563,['Reference', 'Society', 'Shopping', 'Arts'],['Reference']
55164,['Business', 'Recreation', 'Science', 'Computers'],['Business']
37302,['Business', 'Society', 'Recreation', 'Reference'],['Computers']
28886,['Recreation', 'Health', 'Games', 'Reference'],['Health', 'Recreation']
35531,['Health', 'Science', 'Society', 'Business'],['Health']
24592,['Games', 'Recreation', 'Reference', 'Arts'],['Reference']
23155,['Sports', 'Health', 'Society', 'Business'],['Sports']
16278,['Health', 'Arts', 'Society', 'Recreation'],['Health']
15765,['Sports', 'Society', 'Recreation', 'Arts'],['Sports']
7526,['Games', 'Sports', 'Recreation', 'Society'],['Society']
2724,['Computers', 'Arts', 'Science', 'Business'],['Computers']
40958,['Health', 'Recreation', 'Science', 'Business'],['Health']
2230,['Reference', 'Health', 'Science', 'Arts'],['Health']
59275,['Science', 'Reference', 'Society', 'Computers'],['Health']
39853,['Computers', 'Business', 'Arts', 'Society'],['Computers']
47214,['Sports', 'Recreation', 'Business', 'Society'],['Sports']
26534,['Business', 'Recreation', 'Games', 'Science'],['Business']
29068,['Society', 'Health', 'Reference', 'Arts'],['Society']
25835,['Science', 'Health', 'Business', 'Shopping'],['Health']
46995,['Society', 'Sports', 'Arts', 'Health'],['Society']
34506,['Society', 'Sports', 'Business', 'Health'],['Adult']
31602,['Health', 'Business', 'Science', 'Computers'],['Business']
45975,['Business', 'Health', 'Computers', 'Society'],['Business']
28419,['Arts', 'Computers', 'Shopping', 'Business'],['Computers']
44842,['Business', 'Computers', 'Science', 'Health'],['Business']
35477,['Games', 'Computers', 'Recreation', 'Arts'],['Reference']
40492,['Health', 'Recreation', 'Science', 'Reference'],['Health']
2053,['Health', 'Science', 'Recreation', 'Reference'],['Health']
10879,['Recreation', 'Science', 'Reference', 'Computers'],['Reference', 'Society']
3391,['Business', 'Computers', 'Science', 'Health'],['Business']
16608,['Society', 'Sports', 'Arts', 'Health'],['Society']
3784,['Health', 'Recreation', 'Business', 'Reference'],['Health']
34150,['Reference', 'Recreation', 'Games', 'Computers'],['Reference']
53543,['Health', 'Science', 'Business', 'Reference'],['Health']
34840,['Computers', 'Science', 'Reference', 'Recreation'],['Reference']
3315,['Arts', 'Business', 'Computers', 'Shopping'],['Business']
26562,['Health', 'Business', 'Sports', 'Society'],['Health']
31990,['Business', 'Shopping', 'Science', 'Recreation'],['Business']
32224,['Science', 'Business', 'Computers', 'Reference'],['Business']
35654,['Business', 'Shopping', 'Sports', 'Society'],['Business']
52303,['Recreation', 'Science', 'Reference', 'Games'],['Reference']
27455,['Society', 'Arts', 'Sports', 'Adult'],['Society']
25983,['Reference', 'Science', 'Health', 'Recreation'],['Science']
47737,['Health', 'Science', 'Recreation', 'Reference'],['Health']
47840,['Computers', 'Games', 'Arts', 'Recreation'],['Computers', 'Business']
42638,['Adult', 'Society', 'Sports', 'Recreation'],['Adult']
42367,['Computers', 'Business', 'Science', 'Reference'],['Business']
44560,['Computers', 'Society', 'Business', 'Health'],['Computers']
35185,['Business', 'Computers', 'Science', 'Reference'],['Business']
26535,['Computers', 'Games', 'Arts', 'Recreation'],['Computers']
46629,['Health', 'Science', 'Reference', 'Recreation'],['Health']
30367,['Recreation', 'Computers', 'Games', 'Society'],['Computers']
24695,['Health', 'Recreation', 'Arts', 'Business'],['Health']
37752,['Shopping', 'Business', 'Recreation', 'Arts'],['Health']
5447,['Adult', 'Society', 'Sports', 'Recreation'],['Adult']
14608,['Computers', 'Society', 'Games', 'Sports'],['Computers']
52571,['Adult', 'Society', 'Computers', 'Sports'],['Adult']
17571,['Adult', 'Arts', 'Society', 'Recreation'],['Adult']
4919,['Computers', 'Games', 'Arts', 'Science'],['Computers']
49407,['Computers', 'Science', 'Society', 'Games'],['Computers']
38890,['Business', 'Computers', 'Science', 'Reference'],['Business']
43776,['Computers', 'Health', 'Society', 'Games'],['Computers']
13744,['Computers', 'Games', 'Recreation', 'Science'],['Health']
13405,['Computers', 'Business', 'Health', 'Games'],['Adult']
4983,['Reference', 'Science', 'Health', 'Computers'],['Science']
12742,['Health', 'Computers', 'Business', 'Reference'],['Business']
3629,['Science', 'Health', 'Reference', 'Business'],['Science']
50308,['Computers', 'Business', 'Health', 'Science'],['Business']
39100,['Arts', 'Games', 'Health', 'Computers'],['Health']
7345,['Computers', 'Games', 'Arts', 'Society'],['Computers']
58597,['Health', 'Business', 'Computers', 'Science'],['Health']
51596,['Computers', 'Reference', 'Science', 'Society'],['Computers']
36526,['Society', 'Science', 'Business', 'Sports'],['Society']
22043,['Business', 'Computers', 'Society', 'Science'],['Arts']
8807,['Computers', 'Society', 'Recreation', 'Science'],['Computers']
24124,['Society', 'Reference', 'Science', 'Recreation'],['Society']
51688,['Computers', 'Business', 'Science', 'Recreation'],['Business']
45740,['Arts', 'Sports', 'Computers', 'Society'],['Business', 'Arts']
38130,['Health', 'Science', 'Business', 'Society'],['Science']
48982,['Games', 'Sports', 'Arts', 'Recreation'],['Arts']
37742,['Business', 'Computers', 'Science', 'Reference'],['Business']
8403,['Business', 'Shopping', 'Science', 'Recreation'],['Business']
17270,['Society', 'Reference', 'Sports', 'Business'],['Society']
19843,['Society', 'Health', 'Science', 'Business'],['Computers']
1202,['Health', 'Business', 'Recreation', 'Reference'],['Health']
40890,['Computers', 'Business', 'Science', 'Reference'],['Business']
41038,['Society', 'Reference', 'Recreation', 'Business'],['Society']
25701,['Society', 'Reference', 'Recreation', 'Computers'],['Society']
7813,['Society', 'Reference', 'Health', 'Computers'],['Society']
55129,['Society', 'Reference', 'Recreation', 'Arts'],['Society']
10339,['Science', 'Reference', 'Computers', 'Business'],['Computers']
13265,['Computers', 'Science', 'Business', 'Reference'],['Computers']
36846,['Business', 'Science', 'Health', 'Reference'],['Business']
15558,['Recreation', 'Science', 'Business', 'Society'],['Computers']
35070,['Business', 'Science', 'Recreation', 'Health'],['Science']
15977,['Reference', 'Arts', 'Science', 'Computers'],['Arts']
58765,['Health', 'Business', 'Recreation', 'Reference'],['Health']
45857,['Business', 'Science', 'Computers', 'Reference'],['Science']
10135,['Reference', 'Society', 'Health', 'Science'],['Society']
52049,['Science', 'Business', 'Computers', 'Recreation'],['Science']
47236,['Health', 'Sports', 'Society', 'Shopping'],['Health']
8254,['Reference', 'Recreation', 'Business', 'Computers'],['Business']
13765,['Business', 'Recreation', 'Health', 'Society'],['Business']
44594,['Business', 'Science', 'Computers', 'Recreation'],['Business']
57116,['Health', 'Reference', 'Science', 'Recreation'],['Health']
22087,['Health', 'Science', 'Reference', 'Recreation'],['Health']
44965,['Business', 'Health', 'Computers', 'Recreation'],['Business']
45117,['Science', 'Reference', 'Health', 'Business'],['Science']
3000,['Science', 'Business', 'Recreation', 'Reference'],['Science']
33858,['Science', 'Health', 'Business', 'Reference'],['Science']
33212,['Business', 'Computers', 'Science', 'Health'],['Business']
29768,['Society', 'Reference', 'Science', 'Health'],['Society']
54691,['Arts', 'Sports', 'Computers', 'Business'],['Arts']
52498,['Computers', 'Science', 'Reference', 'Business'],['Computers']
52682,['Science', 'Shopping', 'Business', 'Sports'],['Science']
10950,['Computers', 'Science', 'Reference', 'Health'],['Computers']
