ref id,Predicted,Actual
57141,['Adult', 'Arts', 'Business', 'Sports'],['Adult']
5070,['Computers', 'Health', 'Sports', 'Shopping'],['Computers']
42352,['Business', 'Health', 'Science', 'Reference'],['Business']
53137,['Society', 'Health', 'Sports', 'Business'],['Society']
24467,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
46035,['Computers', 'Society', 'Health', 'Shopping'],['Society']
9995,['Business', 'Shopping', 'Science', 'Reference'],['Business']
49529,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
23833,['Health', 'Business', 'Computers', 'Games'],['Reference']
39913,['Sports', 'Games', 'Society', 'Shopping'],['Sports']
54981,['Computers', 'Sports', 'Science', 'Business'],['Computers']
8338,['Recreation', 'Computers', 'Shopping', 'Science'],['Games']
47285,['Computers', 'Games', 'Sports', 'Health'],['Computers']
12295,['Business', 'Health', 'Games', 'Arts'],['Health', 'Business']
14817,['Business', 'Shopping', 'Science', 'Arts'],['Reference']
14714,['Games', 'Recreation', 'Arts', 'Sports'],['Games']
26062,['Business', 'Shopping', 'Reference', 'Recreation'],['Society']
34973,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
58568,['Arts', 'Recreation', 'Games', 'Computers'],['Games']
34279,['Business', 'Arts', 'Society', 'Science'],['Business']
36686,['Business', 'Recreation', 'Computers', 'Sports'],['Reference']
41287,['Society', 'Health', 'Sports', 'Science'],['Society']
17992,['Computers', 'Arts', 'Society', 'Science'],['Games']
32716,['Computers', 'Business', 'Shopping', 'Recreation'],['Reference']
28352,['Computers', 'Business', 'Society', 'Shopping'],['Reference']
3097,['Sports', 'Shopping', 'Business', 'Society'],['Sports']
53193,['Business', 'Science', 'Health', 'Shopping'],['Reference']
37699,['Sports', 'Shopping', 'Reference', 'Society'],['Sports']
58924,['Business', 'Health', 'Reference', 'Recreation'],['Business']
46129,['Sports', 'Society', 'Recreation', 'Games'],['Sports']
21961,['Computers', 'Science', 'Games', 'Arts'],['Reference']
50782,['Games', 'Science', 'Shopping', 'Recreation'],['Games']
26498,['Arts', 'Reference', 'Games', 'Sports'],['Games']
12732,['Society', 'Shopping', 'Arts', 'Sports'],['Society']
8090,['Shopping', 'Business', 'Adult', 'Reference'],['Computers']
15320,['Science', 'Recreation', 'Shopping', 'Reference'],['Business']
34950,['Business', 'Computers', 'Sports', 'Society'],['Computers']
35964,['Business', 'Society', 'Computers', 'Sports'],['Reference']
40937,['Computers', 'Society', 'Recreation', 'Health'],['Computers']
39305,['Recreation', 'Business', 'Society', 'Science'],['Games']
13089,['Business', 'Health', 'Science', 'Computers'],['Business']
9207,['Games', 'Business', 'Arts', 'Recreation'],['Games']
46795,['Sports', 'Arts', 'Society', 'Shopping'],['Sports']
2382,['Sports', 'Shopping', 'Business', 'Adult'],['Sports']
41352,['Business', 'Health', 'Arts', 'Reference'],['Business']
39783,['Society', 'Shopping', 'Sports', 'Business'],['Society']
8234,['Arts', 'Sports', 'Society', 'Shopping'],['Reference']
7009,['Computers', 'Adult', 'Shopping', 'Games'],['Computers']
4841,['Arts', 'Society', 'Computers', 'Sports'],['Computers']
58358,['Science', 'Recreation', 'Arts', 'Computers'],['Reference']
13562,['Arts', 'Computers', 'Shopping', 'Health'],['Computers']
38050,['Business', 'Science', 'Reference', 'Sports'],['Business']
32522,['Games', 'Business', 'Arts', 'Science'],['Games']
5114,['Society', 'Recreation', 'Sports', 'Shopping'],['Society']
6026,['Society', 'Sports', 'Shopping', 'Science'],['Society']
9117,['Sports', 'Games', 'Society', 'Shopping'],['Sports']
39001,['Business', 'Computers', 'Health', 'Sports'],['Business']
57325,['Business', 'Computers', 'Science', 'Recreation'],['Business']
43092,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
1471,['Arts', 'Recreation', 'Games', 'Science'],['Games']
17051,['Science', 'Society', 'Reference', 'Computers'],['Reference']
9485,['Sports', 'Computers', 'Business', 'Society'],['Sports']
29472,['Computers', 'Society', 'Shopping', 'Recreation'],['Computers']
49825,['Society', 'Sports', 'Shopping', 'Science'],['Games']
31539,['Recreation', 'Arts', 'Shopping', 'Reference'],['Games']
27248,['Science', 'Reference', 'Business', 'Computers'],['Reference']
38435,['Society', 'Health', 'Sports', 'Shopping'],['Society']
26258,['Business', 'Society', 'Sports', 'Shopping'],['Computers']
3074,['Computers', 'Games', 'Science', 'Reference'],['Games']
22088,['Society', 'Shopping', 'Recreation', 'Sports'],['Society']
41953,['Arts', 'Recreation', 'Science', 'Games'],['Business']
33857,['Reference', 'Computers', 'Business', 'Arts'],['Reference']
17667,['Society', 'Computers', 'Health', 'Business'],['Society']
22403,['Games', 'Computers', 'Society', 'Reference'],['Games']
32445,['Recreation', 'Games', 'Health', 'Computers'],['Games']
27525,['Business', 'Computers', 'Shopping', 'Science'],['Reference']
10633,['Society', 'Health', 'Computers', 'Sports'],['Society']
11763,['Computers', 'Sports', 'Business', 'Reference'],['Computers']
10537,['Shopping', 'Society', 'Arts', 'Sports'],['Computers']
21766,['Business', 'Computers', 'Science', 'Games'],['Business']
53885,['Science', 'Computers', 'Reference', 'Health'],['Reference']
1595,['Science', 'Business', 'Shopping', 'Recreation'],['Reference', 'Science']
550,['Society', 'Games', 'Shopping', 'Reference'],['Computers']
54352,['Sports', 'Games', 'Recreation', 'Society'],['Games']
24707,['Shopping', 'Computers', 'Health', 'Sports'],['Computers']
42899,['Science', 'Recreation', 'Health', 'Business'],['Reference', 'Society']
7671,['Games', 'Business', 'Shopping', 'Reference'],['Games']
54521,['Reference', 'Science', 'Recreation', 'Health'],['Reference']
37760,['Games', 'Recreation', 'Science', 'Arts'],['Games']
32965,['Computers', 'Arts', 'Shopping', 'Recreation'],['Computers']
12215,['Reference', 'Recreation', 'Health', 'Arts'],['Games']
39817,['Sports', 'Society', 'Science', 'Recreation'],['Reference']
49672,['Business', 'Shopping', 'Computers', 'Sports'],['Reference']
383,['Reference', 'Recreation', 'Science', 'Health'],['Reference']
32094,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
13353,['Health', 'Business', 'Arts', 'Society'],['Business']
16885,['Business', 'Computers', 'Society', 'Recreation'],['Business']
9382,['Business', 'Shopping', 'Reference', 'Recreation'],['Business']
54832,['Games', 'Computers', 'Reference', 'Business'],['Games']
35099,['Sports', 'Society', 'Business', 'Computers'],['Society', 'Sports']
55136,['Games', 'Computers', 'Business', 'Reference'],['Business']
52774,['Arts', 'Recreation', 'Health', 'Computers'],['Reference']
31696,['Arts', 'Sports', 'Games', 'Recreation'],['Computers']
13535,['Shopping', 'Computers', 'Society', 'Recreation'],['Computers']
48284,['Sports', 'Shopping', 'Health', 'Computers'],['Sports']
29970,['Computers', 'Business', 'Shopping', 'Science'],['Reference']
30710,['Sports', 'Society', 'Health', 'Shopping'],['Society']
34943,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
49624,['Health', 'Society', 'Computers', 'Sports'],['Society']
45120,['Health', 'Science', 'Reference', 'Recreation'],['Reference']
40126,['Society', 'Health', 'Shopping', 'Recreation'],['Society']
34705,['Business', 'Science', 'Health', 'Society'],['Business']
25013,['Arts', 'Science', 'Shopping', 'Computers'],['Business']
38387,['Adult', 'Reference', 'Sports', 'Society'],['Games']
57751,['Society', 'Business', 'Science', 'Health'],['Computers']
30591,['Shopping', 'Health', 'Business', 'Science'],['Business']
28147,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
25408,['Computers', 'Recreation', 'Arts', 'Shopping'],['Computers']
22631,['Games', 'Recreation', 'Reference', 'Computers'],['Games']
30686,['Recreation', 'Games', 'Science', 'Reference'],['Games']
4886,['Games', 'Recreation', 'Business', 'Arts'],['Reference']
5693,['Recreation', 'Games', 'Business', 'Arts'],['Reference']
46820,['Business', 'Recreation', 'Health', 'Computers'],['Business']
37135,['Games', 'Recreation', 'Science', 'Health'],['Games']
23163,['Recreation', 'Business', 'Health', 'Games'],['Reference']
36524,['Arts', 'Recreation', 'Computers', 'Society'],['Reference']
50602,['Sports', 'Society', 'Games', 'Computers'],['Sports']
10990,['Society', 'Shopping', 'Recreation', 'Games'],['Sports']
33490,['Business', 'Computers', 'Science', 'Recreation'],['Business']
31100,['Science', 'Recreation', 'Computers', 'Shopping'],['Reference']
7912,['Society', 'Health', 'Business', 'Sports'],['Society']
24739,['Business', 'Shopping', 'Games', 'Computers'],['Business']
15268,['Recreation', 'Business', 'Reference', 'Games'],['Reference']
6908,['Sports', 'Shopping', 'Society', 'Science'],['Sports']
50347,['Business', 'Science', 'Health', 'Recreation'],['Business']
5915,['Society', 'Sports', 'Health', 'Shopping'],['Society']
48798,['Business', 'Science', 'Arts', 'Sports'],['Business']
57994,['Reference', 'Science', 'Recreation', 'Business'],['Reference']
49835,['Shopping', 'Computers', 'Business', 'Sports'],['Society']
28490,['Society', 'Sports', 'Health', 'Shopping'],['Sports']
27319,['Business', 'Science', 'Games', 'Computers'],['Business']
42261,['Business', 'Science', 'Society', 'Computers'],['Business']
4260,['Games', 'Recreation', 'Arts', 'Business'],['Games']
4662,['Science', 'Computers', 'Business', 'Sports'],['Business']
50725,['Business', 'Science', 'Recreation', 'Arts'],['Business']
29384,['Society', 'Arts', 'Sports', 'Shopping'],['Society']
27434,['Business', 'Shopping', 'Reference', 'Recreation'],['Computers']
15838,['Business', 'Science', 'Computers', 'Health'],['Business']
26459,['Health', 'Science', 'Arts', 'Sports'],['Reference']
25411,['Business', 'Science', 'Health', 'Games'],['Business']
55037,['Business', 'Shopping', 'Computers', 'Arts'],['Computers']
6242,['Arts', 'Society', 'Sports', 'Business'],['Business']
9924,['Business', 'Sports', 'Recreation', 'Computers'],['Reference']
54977,['Business', 'Shopping', 'Arts', 'Reference'],['Business']
23712,['Society', 'Arts', 'Sports', 'Reference'],['Society']
1943,['Business', 'Sports', 'Society', 'Shopping'],['Computers']
22041,['Health', 'Recreation', 'Business', 'Society'],['Health']
2443,['Reference', 'Computers', 'Recreation', 'Health'],['Reference']
40220,['Society', 'Sports', 'Shopping', 'Recreation'],['Sports']
50977,['Society', 'Health', 'Business', 'Computers'],['Society']
2488,['Science', 'Reference', 'Recreation', 'Health'],['Reference']
45328,['Computers', 'Business', 'Society', 'Science'],['Computers']
33455,['Business', 'Science', 'Reference', 'Recreation'],['Business']
30522,['Health', 'Society', 'Science', 'Reference'],['Health']
9661,['Health', 'Computers', 'Business', 'Society'],['Health']
16481,['Health', 'Recreation', 'Business', 'Science'],['Health']
172,['Sports', 'Shopping', 'Society', 'Science'],['Sports']
48415,['Society', 'Sports', 'Shopping', 'Computers'],['Sports']
32406,['Recreation', 'Business', 'Reference', 'Games'],['Business']
39385,['Business', 'Computers', 'Games', 'Shopping'],['Computers']
37493,['Shopping', 'Computers', 'Reference', 'Recreation'],['Recreation', 'Business']
37963,['Computers', 'Arts', 'Society', 'Health'],['Computers']
10847,['Sports', 'Society', 'Shopping', 'Business'],['Sports']
38543,['Computers', 'Society', 'Reference', 'Sports'],['Computers']
45698,['Society', 'Shopping', 'Business', 'Science'],['Society']
1926,['Arts', 'Society', 'Health', 'Shopping'],['Computers']
8840,['Business', 'Computers', 'Arts', 'Adult'],['Business']
38786,['Business', 'Science', 'Recreation', 'Shopping'],['Business']
49386,['Computers', 'Sports', 'Society', 'Shopping'],['Computers']
51251,['Computers', 'Sports', 'Society', 'Shopping'],['Computers']
22541,['Arts', 'Reference', 'Recreation', 'Games'],['Reference']
9814,['Health', 'Shopping', 'Science', 'Recreation'],['Health']
58385,['Arts', 'Sports', 'Recreation', 'Health'],['Reference']
58322,['Society', 'Recreation', 'Computers', 'Shopping'],['Computers']
31341,['Recreation', 'Health', 'Reference', 'Shopping'],['Reference']
45485,['Computers', 'Recreation', 'Science', 'Sports'],['Computers']
23554,['Sports', 'Society', 'Recreation', 'Health'],['Sports']
50906,['Health', 'Recreation', 'Sports', 'Reference'],['Reference']
8008,['Health', 'Science', 'Recreation', 'Computers'],['Health']
36665,['Business', 'Science', 'Sports', 'Recreation'],['Business']
15713,['Health', 'Science', 'Arts', 'Adult'],['Health']
43646,['Business', 'Computers', 'Society', 'Health'],['Business']
25619,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
2334,['Recreation', 'Health', 'Games', 'Reference'],['Health']
3133,['Business', 'Health', 'Society', 'Science'],['Business']
49109,['Business', 'Computers', 'Shopping', 'Recreation'],['Business']
16852,['Business', 'Computers', 'Shopping', 'Science'],['Business']
26544,['Recreation', 'Reference', 'Business', 'Science'],['Reference', 'Society']
3460,['Business', 'Science', 'Recreation', 'Computers'],['Shopping', 'Business']
57341,['Shopping', 'Science', 'Health', 'Sports'],['Sports']
30217,['Science', 'Health', 'Shopping', 'Games'],['Reference']
7788,['Computers', 'Health', 'Science', 'Recreation'],['Health']
43866,['Business', 'Recreation', 'Shopping', 'Reference'],['Business']
22898,['Science', 'Health', 'Society', 'Computers'],['Health']
34871,['Sports', 'Recreation', 'Shopping', 'Reference'],['Sports']
58986,['Sports', 'Business', 'Science', 'Health'],['Computers']
9834,['Recreation', 'Sports', 'Games', 'Business'],['Business']
5920,['Business', 'Recreation', 'Shopping', 'Science'],['Business']
22353,['Business', 'Society', 'Sports', 'Shopping'],['Computers']
23135,['Arts', 'Shopping', 'Society', 'Reference'],['Reference']
7141,['Arts', 'Games', 'Recreation', 'Computers'],['Reference', 'Society']
14766,['Sports', 'Shopping', 'Society', 'Business'],['Sports']
5787,['Society', 'Sports', 'Shopping', 'Science'],['Society']
4858,['Recreation', 'Science', 'Computers', 'Business'],['Reference']
28942,['Business', 'Science', 'Society', 'Shopping'],['Shopping', 'Business']
39691,['Science', 'Business', 'Health', 'Recreation'],['Health']
36264,['Sports', 'Society', 'Shopping', 'Recreation'],['Sports']
51714,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
59128,['Science', 'Reference', 'Health', 'Recreation'],['Reference']
10099,['Society', 'Sports', 'Arts', 'Shopping'],['Computers']
51347,['Computers', 'Business', 'Recreation', 'Games'],['Business']
10131,['Health', 'Arts', 'Reference', 'Recreation'],['Health']
27560,['Sports', 'Shopping', 'Reference', 'Society'],['Sports']
31798,['Computers', 'Business', 'Sports', 'Society'],['Computers']
17583,['Computers', 'Arts', 'Society', 'Shopping'],['Computers']
22619,['Recreation', 'Health', 'Computers', 'Society'],['Reference']
39717,['Science', 'Recreation', 'Health', 'Games'],['Reference']
27662,['Sports', 'Society', 'Shopping', 'Arts'],['Sports']
7447,['Sports', 'Arts', 'Games', 'Computers'],['Sports']
38064,['Business', 'Computers', 'Sports', 'Society'],['Computers']
45405,['Health', 'Business', 'Computers', 'Sports'],['Computers']
58681,['Sports', 'Business', 'Arts', 'Society'],['Sports']
7734,['Arts', 'Shopping', 'Recreation', 'Health'],['Computers']
51630,['Arts', 'Sports', 'Society', 'Shopping'],['Computers']
48114,['Society', 'Sports', 'Science', 'Computers'],['Society']
1560,['Business', 'Recreation', 'Computers', 'Arts'],['Business']
21847,['Health', 'Recreation', 'Business', 'Arts'],['Health']
24066,['Business', 'Recreation', 'Computers', 'Reference'],['Business']
6814,['Sports', 'Recreation', 'Society', 'Shopping'],['Sports']
48600,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
58654,['Business', 'Recreation', 'Health', 'Computers'],['Business']
32659,['Computers', 'Shopping', 'Business', 'Sports'],['Computers']
48020,['Recreation', 'Computers', 'Reference', 'Games'],['Business']
706,['Science', 'Recreation', 'Health', 'Computers'],['Business']
29333,['Reference', 'Recreation', 'Science', 'Health'],['Reference']
28483,['Sports', 'Business', 'Society', 'Shopping'],['Sports']
42206,['Society', 'Business', 'Computers', 'Shopping'],['Society']
51454,['Arts', 'Recreation', 'Health', 'Business'],['Reference']
3233,['Sports', 'Shopping', 'Health', 'Computers'],['Sports']
42801,['Reference', 'Recreation', 'Arts', 'Computers'],['Reference']
11657,['Sports', 'Shopping', 'Arts', 'Society'],['Sports']
22768,['Business', 'Health', 'Arts', 'Society'],['Health']
1625,['Reference', 'Recreation', 'Games', 'Business'],['Reference']
48629,['Health', 'Sports', 'Reference', 'Arts'],['Health']
34008,['Recreation', 'Computers', 'Business', 'Arts'],['Reference']
8673,['Business', 'Health', 'Shopping', 'Adult'],['Business']
31962,['Business', 'Reference', 'Sports', 'Society'],['Business']
43794,['Science', 'Business', 'Computers', 'Society'],['Business']
32061,['Society', 'Business', 'Shopping', 'Science'],['Society']
10766,['Reference', 'Recreation', 'Health', 'Science'],['Reference']
7899,['Recreation', 'Science', 'Business', 'Games'],['Reference']
31479,['Society', 'Sports', 'Arts', 'Shopping'],['Society']
43898,['Science', 'Recreation', 'Business', 'Health'],['Health']
38721,['Shopping', 'Computers', 'Business', 'Sports'],['Society']
8005,['Business', 'Sports', 'Health', 'Arts'],['Business']
29901,['Business', 'Science', 'Recreation', 'Reference'],['Health']
16970,['Business', 'Science', 'Health', 'Sports'],['Business']
8560,['Health', 'Business', 'Sports', 'Society'],['Health', 'Sports']
35633,['Recreation', 'Health', 'Business', 'Arts'],['Reference']
30149,['Sports', 'Arts', 'Society', 'Shopping'],['Sports']
39608,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
15239,['Computers', 'Society', 'Shopping', 'Business'],['Computers']
17563,['Health', 'Reference', 'Sports', 'Shopping'],['Reference']
55164,['Business', 'Science', 'Recreation', 'Computers'],['Business']
37302,['Shopping', 'Arts', 'Sports', 'Recreation'],['Computers']
28886,['Arts', 'Health', 'Shopping', 'Recreation'],['Health', 'Recreation']
35531,['Health', 'Shopping', 'Recreation', 'Arts'],['Health']
24592,['Games', 'Arts', 'Recreation', 'Computers'],['Reference']
23155,['Society', 'Sports', 'Shopping', 'Health'],['Sports']
16278,['Shopping', 'Health', 'Sports', 'Recreation'],['Health']
15765,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
7526,['Sports', 'Society', 'Games', 'Shopping'],['Society']
2724,['Computers', 'Society', 'Shopping', 'Reference'],['Computers']
40958,['Health', 'Science', 'Adult', 'Society'],['Health']
2230,['Health', 'Science', 'Reference', 'Business'],['Health']
59275,['Business', 'Sports', 'Reference', 'Society'],['Health']
39853,['Computers', 'Business', 'Sports', 'Society'],['Computers']
47214,['Sports', 'Games', 'Business', 'Society'],['Sports']
26534,['Business', 'Reference', 'Recreation', 'Health'],['Business']
29068,['Society', 'Sports', 'Shopping', 'Science'],['Society']
25835,['Business', 'Health', 'Computers', 'Shopping'],['Health']
46995,['Society', 'Health', 'Arts', 'Sports'],['Society']
34506,['Society', 'Sports', 'Shopping', 'Science'],['Adult']
31602,['Health', 'Business', 'Science', 'Shopping'],['Business']
45975,['Business', 'Recreation', 'Computers', 'Health'],['Business']
28419,['Sports', 'Shopping', 'Arts', 'Recreation'],['Computers']
44842,['Business', 'Reference', 'Health', 'Sports'],['Business']
35477,['Reference', 'Recreation', 'Games', 'Shopping'],['Reference']
40492,['Health', 'Computers', 'Science', 'Recreation'],['Health']
2053,['Recreation', 'Reference', 'Business', 'Science'],['Health']
10879,['Recreation', 'Arts', 'Computers', 'Business'],['Reference', 'Society']
3391,['Business', 'Society', 'Shopping', 'Computers'],['Business']
16608,['Society', 'Sports', 'Shopping', 'Computers'],['Society']
3784,['Health', 'Society', 'Recreation', 'Games'],['Health']
34150,['Recreation', 'Arts', 'Science', 'Games'],['Reference']
53543,['Health', 'Science', 'Computers', 'Business'],['Health']
34840,['Computers', 'Science', 'Reference', 'Recreation'],['Reference']
3315,['Business', 'Recreation', 'Shopping', 'Science'],['Business']
26562,['Health', 'Business', 'Society', 'Recreation'],['Health']
31990,['Business', 'Science', 'Recreation', 'Health'],['Business']
32224,['Business', 'Shopping', 'Science', 'Recreation'],['Business']
35654,['Business', 'Shopping', 'Recreation', 'Computers'],['Business']
52303,['Computers', 'Science', 'Recreation', 'Games'],['Reference']
27455,['Society', 'Sports', 'Arts', 'Reference'],['Society']
25983,['Science', 'Computers', 'Health', 'Recreation'],['Science']
47737,['Health', 'Recreation', 'Business', 'Sports'],['Health']
47840,['Recreation', 'Business', 'Science', 'Reference'],['Computers', 'Business']
42638,['Sports', 'Adult', 'Society', 'Shopping'],['Adult']
42367,['Computers', 'Business', 'Science', 'Recreation'],['Business']
44560,['Computers', 'Society', 'Shopping', 'Recreation'],['Computers']
35185,['Business', 'Computers', 'Society', 'Science'],['Business']
26535,['Computers', 'Health', 'Business', 'Adult'],['Computers']
46629,['Health', 'Arts', 'Recreation', 'Sports'],['Health']
30367,['Computers', 'Society', 'Sports', 'Shopping'],['Computers']
24695,['Health', 'Arts', 'Society', 'Recreation'],['Health']
37752,['Business', 'Shopping', 'Health', 'Computers'],['Health']
5447,['Adult', 'Arts', 'Sports', 'Society'],['Adult']
14608,['Computers', 'Sports', 'Society', 'Shopping'],['Computers']
52571,['Shopping', 'Computers', 'Adult', 'Society'],['Adult']
17571,['Arts', 'Adult', 'Sports', 'Society'],['Adult']
4919,['Computers', 'Society', 'Arts', 'Sports'],['Computers']
49407,['Computers', 'Health', 'Society', 'Reference'],['Computers']
38890,['Science', 'Business', 'Recreation', 'Sports'],['Business']
43776,['Computers', 'Society', 'Science', 'Arts'],['Computers']
13744,['Recreation', 'Health', 'Business', 'Arts'],['Health']
13405,['Sports', 'Shopping', 'Society', 'Science'],['Adult']
4983,['Health', 'Science', 'Reference', 'Business'],['Science']
12742,['Recreation', 'Science', 'Arts', 'Health'],['Business']
3629,['Science', 'Computers', 'Business', 'Arts'],['Science']
50308,['Business', 'Computers', 'Society', 'Sports'],['Business']
39100,['Recreation', 'Computers', 'Shopping', 'Health'],['Health']
7345,['Computers', 'Sports', 'Society', 'Games'],['Computers']
58597,['Computers', 'Business', 'Health', 'Science'],['Health']
51596,['Computers', 'Business', 'Recreation', 'Health'],['Computers']
36526,['Sports', 'Society', 'Shopping', 'Arts'],['Society']
22043,['Arts', 'Computers', 'Sports', 'Society'],['Arts']
8807,['Business', 'Computers', 'Society', 'Sports'],['Computers']
24124,['Sports', 'Society', 'Shopping', 'Arts'],['Society']
51688,['Recreation', 'Business', 'Society', 'Science'],['Business']
45740,['Computers', 'Recreation', 'Business', 'Sports'],['Business', 'Arts']
38130,['Recreation', 'Science', 'Computers', 'Shopping'],['Science']
48982,['Sports', 'Shopping', 'Business', 'Science'],['Arts']
37742,['Business', 'Recreation', 'Computers', 'Sports'],['Business']
8403,['Business', 'Computers', 'Shopping', 'Recreation'],['Business']
17270,['Society', 'Business', 'Arts', 'Sports'],['Society']
19843,['Health', 'Arts', 'Society', 'Recreation'],['Computers']
1202,['Health', 'Business', 'Reference', 'Sports'],['Health']
40890,['Business', 'Health', 'Games', 'Computers'],['Business']
41038,['Society', 'Shopping', 'Recreation', 'Sports'],['Society']
25701,['Society', 'Computers', 'Sports', 'Recreation'],['Society']
7813,['Society', 'Computers', 'Health', 'Games'],['Society']
55129,['Society', 'Shopping', 'Computers', 'Business'],['Society']
10339,['Recreation', 'Society', 'Computers', 'Sports'],['Computers']
13265,['Computers', 'Society', 'Shopping', 'Science'],['Computers']
36846,['Business', 'Health', 'Science', 'Reference'],['Business']
15558,['Sports', 'Arts', 'Shopping', 'Science'],['Computers']
35070,['Business', 'Science', 'Reference', 'Health'],['Science']
15977,['Society', 'Computers', 'Arts', 'Sports'],['Arts']
58765,['Recreation', 'Health', 'Business', 'Shopping'],['Health']
45857,['Business', 'Recreation', 'Science', 'Health'],['Science']
10135,['Society', 'Sports', 'Shopping', 'Reference'],['Society']
52049,['Recreation', 'Computers', 'Business', 'Health'],['Science']
47236,['Health', 'Recreation', 'Society', 'Business'],['Health']
8254,['Recreation', 'Business', 'Science', 'Reference'],['Business']
13765,['Recreation', 'Games', 'Computers', 'Shopping'],['Business']
44594,['Business', 'Society', 'Shopping', 'Science'],['Business']
57116,['Health', 'Recreation', 'Arts', 'Science'],['Health']
22087,['Health', 'Recreation', 'Arts', 'Sports'],['Health']
44965,['Computers', 'Business', 'Recreation', 'Arts'],['Business']
45117,['Science', 'Business', 'Recreation', 'Health'],['Science']
3000,['Science', 'Recreation', 'Health', 'Computers'],['Science']
33858,['Business', 'Recreation', 'Health', 'Science'],['Science']
33212,['Business', 'Science', 'Computers', 'Sports'],['Business']
29768,['Society', 'Business', 'Arts', 'Health'],['Society']
54691,['Computers', 'Business', 'Sports', 'Society'],['Arts']
52498,['Computers', 'Health', 'Sports', 'Society'],['Computers']
52682,['Business', 'Science', 'Games', 'Computers'],['Science']
10950,['Computers', 'Society', 'Games', 'Business'],['Computers']
42991,['Health', 'Reference', 'Science', 'Business'],['Business']
34700,['Business', 'Computers', 'Science', 'Health'],['Business']
33730,['Recreation', 'Arts', 'Science', 'Health'],['Science']
48131,['Health', 'Business', 'Recreation', 'Science'],['Business']
24499,['Computers', 'Sports', 'Society', 'Reference'],['Computers']
3265,['Society', 'Sports', 'Shopping', 'Recreation'],['Society']
33234,['Shopping', 'Business', 'Science', 'Society'],['Science']
24632,['Society', 'Shopping', 'Arts', 'Sports'],['Society']
42546,['Science', 'Arts', 'Recreation', 'Reference'],['Science']
22693,['Arts', 'Society', 'Reference', 'Shopping'],['Society']
8340,['Computers', 'Shopping', 'Reference', 'Recreation'],['Science']
43948,['Recreation', 'Business', 'Computers', 'Science'],['Business']
2477,['Recreation', 'Health', 'Business', 'Computers'],['Health']
34496,['Computers', 'Sports', 'Society', 'Shopping'],['Computers']
40839,['Computers', 'Sports', 'Society', 'Science'],['Society']
4904,['Science', 'Games', 'Shopping', 'Reference'],['Science', 'Shopping']
3609,['Society', 'Sports', 'Recreation', 'Health'],['Society']
45946,['Business', 'Shopping', 'Society', 'Health'],['Business']
6742,['Recreation', 'Business', 'Games', 'Sports'],['Business']
30458,['Business', 'Society', 'Health', 'Sports'],['Society']
19130,['Society', 'Shopping', 'Reference', 'Health'],['Society']
38517,['Computers', 'Society', 'Business', 'Arts'],['Computers']
16673,['Society', 'Computers', 'Shopping', 'Games'],['Society']
51926,['Business', 'Recreation', 'Computers', 'Sports'],['Business']
7073,['Shopping', 'Sports', 'Society', 'Games'],['Business']
11656,['Society', 'Sports', 'Arts', 'Recreation'],['Reference', 'Shopping', 'Business']
15485,['Science', 'Reference', 'Health', 'Games'],['Science']
58196,['Sports', 'Science', 'Computers', 'Society'],['Computers']
6174,['Society', 'Business', 'Sports', 'Reference'],['Society']
52483,['Shopping', 'Science', 'Games', 'Society'],['Science']
27823,['Business', 'Society', 'Recreation', 'Computers'],['Business']
12892,['Health', 'Science', 'Business', 'Sports'],['Health']
4112,['Health', 'Society', 'Shopping', 'Recreation'],['Health']
26007,['Science', 'Recreation', 'Health', 'Arts'],['Science']
1735,['Business', 'Science', 'Recreation', 'Sports'],['Business']
42200,['Recreation', 'Science', 'Reference', 'Society'],['Science']
39009,['Health', 'Business', 'Sports', 'Society'],['Health']
54196,['Health', 'Adult', 'Recreation', 'Arts'],['Health']
34052,['Science', 'Recreation', 'Computers', 'Shopping'],['Science']
46722,['Computers', 'Business', 'Sports', 'Science'],['Society']
22152,['Computers', 'Business', 'Society', 'Sports'],['Business']
44849,['Computers', 'Business', 'Arts', 'Sports'],['Computers']
40308,['Society', 'Recreation', 'Computers', 'Sports'],['Computers']
36909,['Society', 'Health', 'Shopping', 'Computers'],['Society']
44692,['Computers', 'Society', 'Recreation', 'Arts'],['Computers']
32092,['Computers', 'Business', 'Arts', 'Shopping'],['Computers']
36755,['Health', 'Shopping', 'Games', 'Sports'],['Health']
28760,['Science', 'Business', 'Recreation', 'Health'],['Science']
58561,['Health', 'Recreation', 'Adult', 'Sports'],['Health']
42184,['Games', 'Sports', 'Computers', 'Arts'],['Society']
7859,['Business', 'Recreation', 'Shopping', 'Science'],['Science']
52113,['Business', 'Computers', 'Science', 'Sports'],['Business']
9290,['Business', 'Computers', 'Sports', 'Society'],['Business']
34063,['Shopping', 'Recreation', 'Reference', 'Games'],['Business']
