ref id,Predicted,Actual
34079,['Society', 'Shopping', 'Recreation', 'Sports'],['Shopping']
57000,['Recreation', 'Games', 'Arts', 'Computers'],['Recreation']
23007,['Recreation', 'Business', 'Computers', 'Shopping'],['Recreation']
23009,['Recreation', 'Arts', 'Science', 'Business'],['Recreation']
57013,['Business', 'Health', 'Recreation', 'Home'],['Recreation']
23024,['Recreation', 'Arts', 'Business', 'News'],['Recreation']
23027,['Recreation', 'News', 'Arts', 'Home'],['Recreation']
57022,['Home', 'Business', 'Society', 'Shopping'],['Recreation']
23037,['Recreation', 'Business', 'Arts', 'Computers'],['Recreation']
57031,['Business', 'Recreation', 'Shopping', 'Sports'],['Recreation']
57032,['Business', 'Shopping', 'Recreation', 'Science'],['Recreation']
57035,['Shopping', 'Business', 'Recreation', 'Computers'],['Recreation']
23047,['Computers', 'Home', 'Arts', 'Society'],['Recreation']
23049,['Arts', 'Shopping', 'Recreation', 'Society'],['Recreation']
23051,['Recreation', 'News', 'Arts', 'Business'],['Recreation']
57048,['Sports', 'Shopping', 'Recreation', 'Arts'],['Recreation']
57055,['Sports', 'Business', 'Recreation', 'Arts'],['Recreation']
23064,['Computers', 'Business', 'Recreation', 'Home'],['Recreation']
57070,['Business', 'Shopping', 'Recreation', 'Society'],['Recreation']
57071,['Business', 'Arts', 'Recreation', 'Sports'],['Recreation']
57072,['Shopping', 'Games', 'Computers', 'Business'],['Recreation']
23092,['Recreation', 'Science', 'Arts', 'Society'],['Recreation']
23096,['Recreation', 'Adult', 'Shopping', 'Business'],['Recreation']
23098,['Recreation', 'Arts', 'Business', 'Computers'],['Recreation']
57106,['Recreation', 'Shopping', 'Business', 'Society'],['Recreation']
57110,['Business', 'Science', 'Society', 'Recreation'],['Recreation']
57112,['Computers', 'Business', 'Shopping', 'Recreation'],['Recreation']
23120,['Arts', 'Recreation', 'News', 'Home'],['Recreation']
57116,['Shopping', 'Recreation', 'Business', 'Sports'],['Recreation']
57122,['Shopping', 'Business', 'Recreation', 'Computers'],['Recreation']
57123,['Shopping', 'Recreation', 'Business', 'Computers'],['Recreation']
57124,['Sports', 'Recreation', 'Business', 'Society'],['Recreation']
23135,['Recreation', 'Computers', 'Arts', 'Health'],['Recreation']
57131,['Sports', 'Recreation', 'Business', 'Computers'],['Recreation']
57135,['Society', 'Business', 'Recreation', 'Computers'],['Recreation']
57136,['Shopping', 'Sports', 'Recreation', 'Business'],['Recreation']
23142,['Home', 'News', 'Society', 'Recreation'],['Recreation']
23145,['Recreation', 'Health', 'Business', 'Computers'],['Recreation']
23149,['Recreation', 'Games', 'Business', 'Computers'],['Recreation']
23153,['Recreation', 'Reference', 'Arts', 'News'],['Recreation']
57163,['Business', 'Recreation', 'Shopping', 'Arts'],['Recreation']
57171,['Recreation', 'Business', 'Shopping', 'News'],['Recreation']
23181,['Recreation', 'Computers', 'Business', 'Arts'],['Recreation']
57185,['Recreation', 'Sports', 'Business', 'Shopping'],['Recreation']
23190,['Recreation', 'Business', 'Reference', 'Arts'],['Recreation']
57191,['Shopping', 'Business', 'Recreation', 'Society'],['Recreation']
57193,['Shopping', 'Recreation', 'Society', 'Business'],['Recreation']
23198,['Recreation', 'Computers', 'Business', 'Arts'],['Recreation']
57201,['Business', 'Arts', 'Computers', 'Shopping'],['Recreation']
57207,['Health', 'Business', 'Society', 'Shopping'],['Recreation']
57212,['Computers', 'Society', 'Recreation', 'Shopping'],['Recreation']
57219,['Recreation', 'Sports', 'Shopping', 'Business'],['Recreation']
57222,['Home', 'Business', 'Health', 'Computers'],['Recreation']
57225,['Health', 'Recreation', 'Arts', 'Computers'],['Recreation']
57235,['Shopping', 'Computers', 'Business', 'Recreation'],['Recreation']
57236,['Recreation', 'Sports', 'Society', 'Home'],['Recreation']
57239,['Business', 'Shopping', 'Recreation', 'Sports'],['Recreation']
23251,['Recreation', 'Business', 'Computers', 'Arts'],['Recreation']
23253,['Recreation', 'Business', 'Reference', 'Arts'],['Recreation']
57258,['Business', 'Society', 'Shopping', 'News'],['Recreation']
23262,['Recreation', 'Business', 'Computers', 'Health'],['Recreation']
57263,['Recreation', 'Home', 'Arts', 'Shopping'],['Recreation']
23269,['Recreation', 'Health', 'News', 'Arts'],['Recreation']
23272,['Computers', 'Recreation', 'Games', 'Arts'],['Recreation']
57270,['Business', 'Computers', 'Recreation', 'Shopping'],['Recreation']
23279,['Recreation', 'Arts', 'Reference', 'News'],['Recreation']
23298,['Recreation', 'Business', 'Arts', 'Shopping'],['Recreation']
57304,['Shopping', 'Recreation', 'Business', 'Computers'],['Recreation']
23312,['Recreation', 'Arts', 'Business', 'Computers'],['Recreation']
57309,['Recreation', 'Business', 'Games', 'Computers'],['Recreation']
23333,['Society', 'Recreation', 'Arts', 'Reference'],['Recreation']
23337,['Recreation', 'Games', 'Science', 'Business'],['Recreation']
57334,['Recreation', 'Arts', 'Computers', 'Sports'],['Society', 'Recreation']
57336,['Computers', 'Recreation', 'Shopping', 'Business'],['Recreation']
23340,['Recreation', 'Society', 'Arts', 'Reference'],['Recreation']
57337,['Society', 'Recreation', 'Reference', 'Shopping'],['Recreation']
57339,['News', 'Society', 'Arts', 'Business'],['Recreation']
57343,['Recreation', 'Society', 'Shopping', 'Business'],['Recreation']
57345,['Society', 'Shopping', 'Recreation', 'Computers'],['Recreation']
23349,['Recreation', 'Science', 'Arts', 'News'],['Recreation']
57350,['Sports', 'Recreation', 'Shopping', 'Business'],['Recreation']
23363,['Recreation', 'Arts', 'Reference', 'Science'],['Recreation']
57365,['Arts', 'Sports', 'Society', 'Recreation'],['Recreation']
23369,['Computers', 'Arts', 'Society', 'Health'],['Recreation']
57366,['Society', 'Arts', 'Business', 'Recreation'],['Recreation']
57367,['Recreation', 'Shopping', 'Computers', 'Business'],['Recreation']
23374,['Recreation', 'Reference', 'Arts', 'Business'],['Recreation']
57374,['Recreation', 'Shopping', 'Sports', 'Business'],['Recreation']
57377,['Computers', 'Business', 'Recreation', 'Arts'],['Recreation']
23381,['Recreation', 'Business', 'Computers', 'Science'],['Recreation']
23383,['Arts', 'Recreation', 'Business', 'Computers'],['Recreation']
23387,['Adult', 'Arts', 'Recreation', 'Health'],['Recreation']
23388,['Recreation', 'Business', 'Arts', 'Computers'],['Recreation']
57401,['Shopping', 'Recreation', 'Business', 'Sports'],['Recreation']
23413,['Recreation', 'Arts', 'Reference', 'Health'],['Recreation']
57419,['Recreation', 'Sports', 'Society', 'Business'],['Recreation']
23424,['Recreation', 'Reference', 'Games', 'Business'],['Recreation']
23425,['Arts', 'Recreation', 'Business', 'News'],['Recreation']
57427,['Shopping', 'Recreation', 'Sports', 'Arts'],['Recreation']
23436,['Recreation', 'Arts', 'Science', 'News'],['Recreation']
23438,['Arts', 'Health', 'Recreation', 'Reference'],['Society', 'Recreation']
23444,['Recreation', 'Reference', 'Arts', 'Games'],['Recreation']
57447,['Society', 'Shopping', 'Recreation', 'Arts'],['Recreation']
23450,['Recreation', 'Arts', 'Health', 'Games'],['Recreation']
23451,['Recreation', 'Games', 'Arts', 'Computers'],['Recreation']
57454,['Shopping', 'Arts', 'Recreation', 'Sports'],['Recreation']
57464,['Society', 'Recreation', 'Sports', 'Arts'],['Recreation']
23469,['Recreation', 'Games', 'Business', 'Arts'],['Recreation']
23475,['Recreation', 'Arts', 'Reference', 'Health'],['Recreation']
23476,['Recreation', 'Games', 'Health', 'Business'],['Recreation']
57478,['Society', 'Computers', 'Recreation', 'Business'],['Recreation']
23481,['Arts', 'Recreation', 'Computers', 'Business'],['Recreation']
23486,['Recreation', 'Computers', 'Business', 'Arts'],['Recreation']
23496,['Recreation', 'Arts', 'Business', 'Computers'],['Recreation']
57497,['Shopping', 'Recreation', 'Business', 'Sports'],['Recreation']
57503,['Shopping', 'Recreation', 'Business', 'Society'],['Recreation']
23509,['Games', 'Recreation', 'Arts', 'Business'],['Recreation']
23519,['Recreation', 'Business', 'Arts', 'Home'],['Recreation']
57523,['Recreation', 'Health', 'Arts', 'Computers'],['Recreation']
23528,['Business', 'Computers', 'Arts', 'Recreation'],['Recreation']
57527,['Business', 'Shopping', 'Sports', 'Computers'],['Recreation']
23530,['Recreation', 'Computers', 'Business', 'Home'],['Recreation']
23535,['Recreation', 'Arts', 'Business', 'Science'],['Recreation']
23538,['Recreation', 'Arts', 'Reference', 'Health'],['Recreation']
57536,['Recreation', 'Sports', 'Computers', 'Society'],['Recreation']
23544,['Business', 'Recreation', 'Shopping', 'Computers'],['Recreation']
23558,['Games', 'Recreation', 'Society', 'Shopping'],['Recreation']
23563,['Recreation', 'Arts', 'Games', 'Computers'],['Recreation']
57567,['Business', 'Shopping', 'Sports', 'Recreation'],['Recreation']
23573,['Recreation', 'Games', 'Business', 'Health'],['Recreation']
23577,['Recreation', 'Science', 'Business', 'Computers'],['Recreation']
57580,['Recreation', 'Society', 'Computers', 'Business'],['Recreation']
23582,['Recreation', 'Arts', 'Games', 'Health'],['Recreation']
57584,['Recreation', 'Sports', 'Shopping', 'Business'],['Recreation']
57589,['Computers', 'Recreation', 'Games', 'Shopping'],['Recreation']
57593,['Sports', 'Recreation', 'Business', 'Shopping'],['Sports', 'Recreation']
57600,['Arts', 'Recreation', 'Society', 'Sports'],['Recreation']
57601,['Shopping', 'Recreation', 'Business', 'Society'],['Recreation']
23609,['Arts', 'Recreation', 'Computers', 'Games'],['Recreation']
23612,['Recreation', 'Business', 'Computers', 'Arts'],['Recreation']
57613,['Shopping', 'Society', 'Business', 'Home'],['Recreation']
57618,['Home', 'Recreation', 'Health', 'Business'],['Recreation']
23621,['Recreation', 'Computers', 'Business', 'Arts'],['Recreation']
23634,['Recreation', 'Games', 'Health', 'Arts'],['Recreation']
57634,['Recreation', 'Arts', 'Home', 'Science'],['Recreation']
23639,['Recreation', 'Business', 'Computers', 'Home'],['Recreation']
23642,['Recreation', 'Business', 'Reference', 'Science'],['Recreation']
57641,['Recreation', 'Shopping', 'Arts', 'Business'],['Recreation']
23651,['Recreation', 'Business', 'Sports', 'Computers'],['Recreation']
57651,['Shopping', 'Business', 'Recreation', 'Society'],['Recreation']
23653,['Recreation', 'Business', 'News', 'Society'],['Shopping', 'Recreation']
57658,['Computers', 'Business', 'Recreation', 'Sports'],['Recreation']
23662,['Recreation', 'Computers', 'Arts', 'Science'],['Recreation']
57662,['Computers', 'Recreation', 'Business', 'Arts'],['Recreation']
57668,['Recreation', 'Home', 'Arts', 'Computers'],['Recreation']
23674,['Recreation', 'Home', 'Business', 'Computers'],['Recreation']
57675,['Recreation', 'Business', 'Shopping', 'Computers'],['Recreation']
23678,['Recreation', 'Computers', 'News', 'Business'],['Recreation']
23683,['Business', 'Recreation', 'Computers', 'Health'],['Recreation']
57685,['Society', 'Business', 'Sports', 'Arts'],['Science', 'Recreation']
23686,['Recreation', 'Arts', 'Business', 'Games'],['Recreation']
23690,['Recreation', 'Business', 'Sports', 'Shopping'],['Recreation']
23694,['Recreation', 'Arts', 'Business', 'Computers'],['Recreation']
57696,['Recreation', 'Shopping', 'Society', 'Business'],['Recreation']
23712,['Shopping', 'Business', 'Recreation', 'Computers'],['Recreation']
57715,['Recreation', 'Computers', 'Business', 'Shopping'],['Recreation']
23716,['Recreation', 'Business', 'Arts', 'Health'],['Recreation']
23717,['Recreation', 'Arts', 'News', 'Business'],['Recreation']
23721,['Recreation', 'Business', 'Arts', 'Health'],['Recreation']
23731,['Recreation', 'Business', 'Reference', 'Computers'],['Recreation']
23735,['Recreation', 'Business', 'Arts', 'Shopping'],['Recreation']
23739,['Recreation', 'Computers', 'Business', 'Health'],['Recreation']
23742,['Recreation', 'Arts', 'Health', 'Computers'],['Recreation']
57746,['Computers', 'Business', 'Shopping', 'Recreation'],['Recreation']
57749,['Recreation', 'Computers', 'Sports', 'Business'],['Recreation']
23750,['Business', 'Computers', 'Recreation', 'Shopping'],['Recreation']
23751,['Recreation', 'Business', 'Computers', 'Health'],['Recreation']
23752,['Recreation', 'Business', 'Arts', 'Health'],['Recreation']
23757,['Recreation', 'Business', 'Health', 'Arts'],['Recreation']
57761,['Recreation', 'Games', 'Sports', 'Arts'],['Recreation']
23763,['Business', 'Shopping', 'Recreation', 'Computers'],['Recreation']
57766,['Recreation', 'Sports', 'Society', 'Arts'],['Recreation']
23766,['Business', 'Recreation', 'Health', 'Computers'],['Recreation']
23771,['Recreation', 'Games', 'Arts', 'Science'],['Recreation']
23773,['Recreation', 'Business', 'News', 'Reference'],['Recreation']
57789,['Business', 'Shopping', 'Recreation', 'Society'],['Recreation']
23787,['Business', 'Recreation', 'Computers', 'Arts'],['Recreation']
57796,['Recreation', 'Shopping', 'Sports', 'Business'],['Recreation']
23794,['Recreation', 'Arts', 'Business', 'News'],['Recreation']
57801,['Sports', 'Recreation', 'Business', 'Shopping'],['Recreation']
23800,['Business', 'Recreation', 'Society', 'Shopping'],['Recreation']
57810,['Recreation', 'Shopping', 'Sports', 'Business'],['Recreation']
57811,['Recreation', 'Arts', 'Sports', 'Business'],['Recreation']
57815,['Business', 'Recreation', 'Sports', 'Shopping'],['Recreation']
57816,['Recreation', 'Shopping', 'Sports', 'Business'],['Recreation']
57817,['Reference', 'Business', 'Recreation', 'Shopping'],['Recreation']
57818,['Recreation', 'Shopping', 'Business', 'Sports'],['Recreation']
57822,['Society', 'Business', 'Shopping', 'Recreation'],['Recreation']
57826,['Arts', 'Society', 'Business', 'Recreation'],['Recreation']
57829,['Society', 'Business', 'Shopping', 'Recreation'],['Reference']
23827,['Recreation', 'Science', 'Business', 'Arts'],['Recreation']
57831,['Society', 'Recreation', 'Games', 'Arts'],['Reference']
57840,['Society', 'Reference', 'Arts', 'Shopping'],['Reference']
57841,['Society', 'Shopping', 'Business', 'Reference'],['Reference']
57859,['Computers', 'Shopping', 'Business', 'Recreation'],['Reference']
23861,['Recreation', 'Shopping', 'Business', 'Reference'],['Recreation']
23863,['Recreation', 'Games', 'Arts', 'Health'],['Recreation']
23864,['Recreation', 'Business', 'Reference', 'Home'],['Recreation']
23865,['Recreation', 'Computers', 'Business', 'Science'],['Recreation']
23866,['Recreation', 'Health', 'Business', 'Computers'],['Recreation']
57875,['Business', 'Society', 'Reference', 'Shopping'],['Reference']
23876,['Health', 'Recreation', 'Computers', 'Arts'],['Recreation']
57884,['Business', 'Computers', 'Shopping', 'Recreation'],['Reference']
57886,['Computers', 'Business', 'Shopping', 'Society'],['Reference']
23900,['Recreation', 'Sports', 'Shopping', 'Business'],['Recreation']
57906,['Recreation', 'Shopping', 'Business', 'Computers'],['Reference']
23904,['Recreation', 'Shopping', 'Business', 'Arts'],['Recreation']
57910,['Reference', 'Society', 'Business', 'Recreation'],['Reference']
23911,['Recreation', 'News', 'Business', 'Arts'],['Recreation']
23919,['Recreation', 'Business', 'Sports', 'Arts'],['Recreation']
57922,['Reference', 'Business', 'Shopping', 'Recreation'],['Reference']
23929,['Recreation', 'Business', 'Science', 'Games'],['Recreation']
57932,['Arts', 'Shopping', 'Computers', 'Society'],['Reference']
23935,['Recreation', 'Business', 'Adult', 'Health'],['Recreation']
57943,['Computers', 'Society', 'Recreation', 'Business'],['Reference']
57945,['Computers', 'Business', 'Reference', 'News'],['Reference']
23943,['Adult', 'Recreation', 'Games', 'Business'],['Recreation']
23944,['Recreation', 'Business', 'Arts', 'News'],['Recreation']
57946,['Computers', 'Business', 'Shopping', 'Science'],['Reference']
23946,['Recreation', 'Business', 'Science', 'Reference'],['Recreation']
23948,['Adult', 'Recreation', 'Computers', 'Business'],['Recreation']
57951,['Computers', 'Business', 'Society', 'Reference'],['Reference']
23954,['Recreation', 'Business', 'Arts', 'Health'],['Recreation']
57958,['Society', 'Computers', 'Business', 'Shopping'],['Reference']
57968,['Reference', 'Business', 'Society', 'Health'],['Reference']
57970,['Shopping', 'Society', 'Reference', 'Business'],['Reference', 'Society']
57973,['Reference', 'Society', 'Science', 'Shopping'],['Reference']
57978,['Society', 'Business', 'Shopping', 'Science'],['Reference']
23980,['Science', 'Recreation', 'Business', 'Society'],['Recreation']
23981,['Recreation', 'Computers', 'Business', 'Arts'],['Recreation']
57987,['Computers', 'Business', 'Shopping', 'Recreation'],['Reference']
23989,['Arts', 'Recreation', 'Games', 'Health'],['Recreation']
57998,['Arts', 'Shopping', 'Society', 'Reference'],['Reference']
58000,['Arts', 'Society', 'Recreation', 'Business'],['Reference']
58011,['Reference', 'Recreation', 'Arts', 'Business'],['Reference']
58021,['Business', 'Computers', 'Shopping', 'Recreation'],['Reference']
24022,['Recreation', 'Business', 'Shopping', 'Computers'],['Recreation']
58027,['Recreation', 'Society', 'Business', 'Shopping'],['Reference']
24025,['Recreation', 'Business', 'Computers', 'Shopping'],['Recreation']
58029,['Shopping', 'Business', 'Recreation', 'Computers'],['Reference']
24035,['Recreation', 'Science', 'Business', 'Home'],['Recreation']
58051,['Reference', 'Society', 'Science', 'Sports'],['Reference']
58054,['Sports', 'Society', 'Computers', 'Recreation'],['Reference']
24058,['Recreation', 'Science', 'Business', 'Reference'],['Recreation']
24064,['Recreation', 'Arts', 'Business', 'News'],['Recreation']
58156,['Computers', 'Science', 'Society', 'Health'],['Science']
58180,['Business', 'Computers', 'Shopping', 'Science'],['Science']
24100,['Recreation', 'Science', 'Business', 'Reference'],['Recreation']
24103,['Recreation', 'Science', 'Business', 'Reference'],['Recreation']
58190,['Business', 'Shopping', 'Computers', 'Recreation'],['Science']
24107,['Recreation', 'Business', 'Computers', 'Arts'],['Recreation']
58193,['Science', 'Health', 'Computers', 'Society'],['Science']
58195,['Science', 'Recreation', 'Computers', 'Business'],['Science']
24120,['Business', 'Recreation', 'Society', 'Science'],['Recreation']
58214,['Recreation', 'Computers', 'Business', 'Arts'],['Science']
24142,['Home', 'Health', 'Business', 'Arts'],['Recreation']
58227,['Science', 'Business', 'Shopping', 'Computers'],['Science']
24144,['Home', 'Adult', 'Recreation', 'News'],['Recreation']
58231,['Recreation', 'Computers', 'Business', 'Sports'],['Science']
58233,['Shopping', 'Recreation', 'Business', 'Arts'],['Science']
24156,['Recreation', 'Society', 'Health', 'Business'],['Recreation']
24157,['Recreation', 'Shopping', 'Business', 'Health'],['Recreation']
24160,['Health', 'Recreation', 'Arts', 'Science'],['Recreation']
58245,['Society', 'Sports', 'Health', 'Business'],['Science']
58246,['Reference', 'Science', 'Arts', 'Society'],['Science']
58247,['Science', 'Shopping', 'Computers', 'Arts'],['Science']
24164,['Science', 'Recreation', 'Business', 'Computers'],['Recreation']
24167,['Recreation', 'Home', 'Business', 'Computers'],['Recreation']
58257,['Health', 'Computers', 'Sports', 'Recreation'],['Science']
58260,['Business', 'Shopping', 'Computers', 'Recreation'],['Science']
58261,['Business', 'Recreation', 'Shopping', 'Computers'],['Science']
24178,['Recreation', 'Science', 'Business', 'Society'],['Science', 'Recreation']
58283,['Business', 'Computers', 'Society', 'Science'],['Science']
24217,['Recreation', 'Shopping', 'Society', 'Arts'],['Recreation']
24225,['Recreation', 'Health', 'Arts', 'Home'],['Recreation']
58316,['Computers', 'Business', 'Shopping', 'Arts'],['Science']
24234,['Games', 'Recreation', 'Arts', 'Health'],['Recreation']
58320,['Business', 'Science', 'Computers', 'Shopping'],['Science']
58324,['Computers', 'Science', 'Business', 'Shopping'],['Science']
24251,['Recreation', 'Computers', 'Arts', 'Sports'],['Recreation']
24252,['Recreation', 'Arts', 'Shopping', 'Business'],['Recreation']
58339,['Science', 'Society', 'Computers', 'Business'],['Science']
58343,['Business', 'Recreation', 'Shopping', 'Computers'],['Science']
58344,['Health', 'Shopping', 'Society', 'Science'],['Science']
24259,['Recreation', 'Computers', 'Business', 'Shopping'],['Recreation']
24260,['Recreation', 'Health', 'Home', 'Business'],['Recreation']
58347,['Science', 'Reference', 'Computers', 'Business'],['Science']
24262,['Recreation', 'Arts', 'Society', 'Science'],['Recreation']
24263,['Health', 'Recreation', 'Arts', 'Business'],['Recreation']
24265,['Computers', 'Recreation', 'Business', 'Arts'],['Recreation']
24269,['Recreation', 'Shopping', 'Society', 'Adult'],['Recreation']
58356,['Society', 'Science', 'Business', 'Computers'],['Science']
58357,['Computers', 'Science', 'Business', 'Arts'],['Science']
24276,['Recreation', 'Business', 'Science', 'Home'],['Recreation']
58381,['Business', 'Health', 'Recreation', 'Arts'],['Science']
24295,['Recreation', 'Business', 'Reference', 'Arts'],['Recreation']
58382,['Sports', 'Computers', 'Shopping', 'Recreation'],['Science']
24298,['Society', 'Science', 'Recreation', 'Computers'],['Recreation']
24300,['Arts', 'Recreation', 'Health', 'Society'],['Recreation']
58388,['Computers', 'Science', 'Society', 'Health'],['Science']
58389,['Society', 'Science', 'Business', 'Computers'],['Science']
58392,['Society', 'Sports', 'Science', 'Reference'],['Science']
58393,['Adult', 'Home', 'Health', 'Recreation'],['Science']
58396,['Arts', 'Computers', 'Business', 'Recreation'],['Science']
24312,['Recreation', 'Business', 'Shopping', 'Arts'],['Recreation']
24314,['Adult', 'Recreation', 'Business', 'Arts'],['Recreation']
24316,['Arts', 'Shopping', 'Recreation', 'Business'],['Recreation']
58406,['Arts', 'Society', 'Computers', 'Recreation'],['Science']
58413,['Business', 'Computers', 'Science', 'Recreation'],['Science']
24328,['Recreation', 'Shopping', 'Business', 'Computers'],['Recreation']
58416,['Shopping', 'Science', 'Business', 'Recreation'],['Science']
24336,['Recreation', 'Shopping', 'Business', 'Arts'],['Recreation']
24337,['Recreation', 'Arts', 'Business', 'News'],['Recreation']
58424,['Society', 'Computers', 'Business', 'Recreation'],['Science']
58430,['Computers', 'Science', 'Business', 'Shopping'],['Science']
58434,['Society', 'News', 'Home', 'Arts'],['Science']
58438,['Health', 'Society', 'Computers', 'Sports'],['Science']
58448,['Shopping', 'Business', 'Arts', 'Recreation'],['Shopping']
24361,['Recreation', 'Reference', 'Science', 'Computers'],['Recreation']
24363,['Computers', 'Science', 'Business', 'Recreation'],['Recreation']
58460,['Recreation', 'Shopping', 'Business', 'Computers'],['Shopping']
58461,['Shopping', 'Arts', 'Business', 'Recreation'],['Shopping']
24377,['Recreation', 'Business', 'Arts', 'Health'],['Recreation']
58465,['Society', 'Shopping', 'Computers', 'Recreation'],['Shopping']
24379,['Recreation', 'Arts', 'News', 'Science'],['Recreation']
58467,['Shopping', 'Society', 'Business', 'Recreation'],['Shopping']
58468,['Shopping', 'Recreation', 'Business', 'Computers'],['Shopping']
58472,['Business', 'Shopping', 'Recreation', 'Computers'],['Shopping']
58476,['Shopping', 'Business', 'Society', 'Reference'],['Shopping']
24391,['Computers', 'Recreation', 'Science', 'Games'],['Recreation']
58480,['Shopping', 'Recreation', 'Home', 'Arts'],['Shopping']
58481,['Shopping', 'Business', 'Recreation', 'Computers'],['Shopping']
24399,['Recreation', 'Science', 'Shopping', 'Business'],['Recreation']
58487,['Shopping', 'Business', 'Recreation', 'Society'],['Shopping']
24404,['Computers', 'Business', 'Recreation', 'Science'],['Recreation']
58498,['Society', 'Recreation', 'Sports', 'Business'],['Shopping']
58504,['Shopping', 'Business', 'Recreation', 'Sports'],['Shopping']
24421,['Recreation', 'Computers', 'Science', 'Business'],['Recreation']
24428,['Computers', 'Reference', 'Science', 'Business'],['Recreation']
58517,['Shopping', 'Arts', 'Business', 'Home'],['Shopping']
58521,['Shopping', 'Business', 'Arts', 'Computers'],['Shopping']
58526,['Shopping', 'Business', 'Arts', 'Society'],['Shopping']
24439,['Recreation', 'Society', 'Reference', 'Arts'],['Recreation']
24447,['Recreation', 'News', 'Arts', 'Science'],['Recreation']
58537,['Business', 'Shopping', 'Computers', 'Recreation'],['Shopping']
58544,['Recreation', 'Business', 'Shopping', 'Computers'],['Shopping']
24456,['Recreation', 'Computers', 'Business', 'Arts'],['Recreation']
58548,['Shopping', 'Recreation', 'Business', 'Sports'],['Shopping']
58554,['Shopping', 'Business', 'Computers', 'Recreation'],['Shopping']
58555,['Shopping', 'Recreation', 'Business', 'Sports'],['Shopping']
24467,['Recreation', 'Arts', 'Health', 'Science'],['Recreation']
24472,['Computers', 'Arts', 'Recreation', 'Science'],['Recreation']
24473,['Recreation', 'Computers', 'Business', 'Arts'],['Recreation']
58562,['Shopping', 'Recreation', 'Business', 'Computers'],['Shopping']
58563,['Recreation', 'Business', 'Shopping', 'Society'],['Shopping']
24495,['Recreation', 'Business', 'Reference', 'Science'],['Recreation']
24496,['Business', 'Computers', 'Arts', 'Recreation'],['Recreation']
24497,['Recreation', 'Business', 'Arts', 'Health'],['Recreation']
58590,['Shopping', 'Business', 'Recreation', 'Computers'],['Shopping']
24504,['Computers', 'Recreation', 'Business', 'Health'],['Recreation']
58603,['Shopping', 'Business', 'Computers', 'Home'],['Shopping']
24513,['Business', 'Recreation', 'Health', 'Computers'],['Recreation']
24516,['Recreation', 'Science', 'News', 'Reference'],['Recreation']
24517,['Recreation', 'Science', 'Home', 'Arts'],['Recreation']
58612,['Computers', 'Shopping', 'Business', 'Home'],['Shopping']
24525,['Recreation', 'Business', 'News', 'Reference'],['Recreation']
24527,['Recreation', 'Business', 'Science', 'Home'],['Recreation']
24528,['Business', 'Recreation', 'Computers', 'Arts'],['Recreation']
24531,['Recreation', 'Arts', 'Science', 'News'],['Recreation']
24539,['Recreation', 'Science', 'Business', 'Health'],['Recreation']
24541,['Recreation', 'Business', 'Home', 'Reference'],['Recreation']
58632,['Shopping', 'Society', 'Business', 'Computers'],['Shopping']
24543,['Recreation', 'Arts', 'Reference', 'Computers'],['Recreation']
58637,['Shopping', 'Health', 'Games', 'Business'],['Shopping']
24548,['Recreation', 'Society', 'Business', 'Reference'],['Recreation']
24549,['Recreation', 'Business', 'Arts', 'Science'],['Recreation']
58640,['Shopping', 'Business', 'Computers', 'Arts'],['Shopping']
24551,['Business', 'Recreation', 'Computers', 'Arts'],['Recreation']
24554,['Business', 'Science', 'Home', 'Recreation'],['Recreation']
24557,['Business', 'Recreation', 'Computers', 'Games'],['Recreation']
24558,['Business', 'Shopping', 'Recreation', 'Computers'],['Recreation']
24569,['Business', 'Recreation', 'Computers', 'News'],['Recreation']
58665,['Shopping', 'Society', 'Recreation', 'Arts'],['Shopping']
24575,['Recreation', 'Business', 'Computers', 'Science'],['Recreation']
58672,['Shopping', 'Society', 'Recreation', 'Business'],['Shopping']
24584,['Reference', 'Recreation', 'Science', 'Business'],['Recreation']
58675,['Shopping', 'Society', 'Business', 'Recreation'],['Shopping']
58680,['Shopping', 'Business', 'Recreation', 'Society'],['Shopping']
24591,['Recreation', 'Reference', 'Health', 'Science'],['Recreation']
58686,['Business', 'Shopping', 'Computers', 'Recreation'],['Shopping']
58693,['Shopping', 'Business', 'Arts', 'Recreation'],['Shopping']
58701,['Shopping', 'Adult', 'Arts', 'Business'],['Shopping']
58709,['Shopping', 'Sports', 'Adult', 'Arts'],['Shopping']
58712,['Arts', 'Society', 'Shopping', 'Sports'],['Shopping']
58715,['Shopping', 'Business', 'Recreation', 'Arts'],['Shopping']
58716,['Sports', 'Shopping', 'Business', 'Recreation'],['Shopping']
24629,['Recreation', 'Arts', 'Business', 'Computers'],['Recreation']
58727,['Shopping', 'Adult', 'Arts', 'Society'],['Shopping']
24642,['News', 'Recreation', 'Arts', 'Science'],['Recreation']
58736,['Sports', 'Arts', 'Business', 'Recreation'],['Shopping']
58742,['Shopping', 'Society', 'Recreation', 'Business'],['Shopping']
58743,['Shopping', 'Recreation', 'Business', 'Arts'],['Shopping']
58746,['Shopping', 'Business', 'Arts', 'Recreation'],['Shopping']
58752,['Shopping', 'Business', 'Recreation', 'Computers'],['Shopping']
24660,['Recreation', 'Shopping', 'Business', 'Computers'],['Recreation']
24661,['Recreation', 'Business', 'Shopping', 'Games'],['Recreation']
24666,['Recreation', 'Business', 'Arts', 'Science'],['Recreation']
24667,['Recreation', 'Business', 'Science', 'Arts'],['Recreation']
