ref id,Predicted,Actual
44778,['Society', 'Business', 'Health', 'Sports'],['Society']
52425,['Arts', 'Society', 'Health', 'Shopping'],['Computers']
52811,['Sports', 'Society', 'Shopping', 'Business'],['Sports']
46728,['Health', 'Reference', 'Recreation', 'Science'],['Reference']
25585,['Computers', 'Business', 'Adult', 'Sports'],['Society']
41785,['Games', 'Computers', 'Recreation', 'Shopping'],['Games']
3230,['Computers', 'Society', 'Recreation', 'Arts'],['Computers']
36746,['Sports', 'Recreation', 'Games', 'Science'],['Reference']
14835,['Sports', 'Society', 'Computers', 'Shopping'],['Society']
31158,['Society', 'Computers', 'Shopping', 'Sports'],['Computers']
32808,['Sports', 'Society', 'Reference', 'Health'],['Sports']
28389,['Computers', 'Recreation', 'Arts', 'Sports'],['Computers']
1116,['Computers', 'Science', 'Society', 'Arts'],['Reference']
48604,['Sports', 'Arts', 'Shopping', 'Health'],['Computers']
47339,['Health', 'Science', 'Reference', 'Business'],['Reference']
2334,['Business', 'Computers', 'Shopping', 'Society'],['Computers']
40598,['Sports', 'Shopping', 'Computers', 'Society'],['Sports']
34434,['Business', 'Shopping', 'Recreation', 'Games'],['Business']
35072,['Sports', 'Society', 'Shopping', 'Recreation'],['Sports']
41722,['Business', 'Science', 'Shopping', 'Computers'],['Business']
30659,['Society', 'Sports', 'Arts', 'Health'],['Society']
46588,['Sports', 'Society', 'Reference', 'Recreation'],['Sports']
27794,['Reference', 'Computers', 'Society', 'Recreation'],['Reference']
59012,['Society', 'Shopping', 'Business', 'Arts'],['Society']
50651,['Sports', 'Arts', 'Health', 'Society'],['Sports']
54446,['Society', 'Recreation', 'Sports', 'Health'],['Society']
4121,['Games', 'Sports', 'Society', 'Reference'],['Sports']
28134,['Sports', 'Society', 'Health', 'Recreation'],['Sports']
16289,['Recreation', 'Science', 'Health', 'Arts'],['Reference']
48712,['Reference', 'Computers', 'Science', 'Arts'],['Reference']
36329,['Sports', 'Society', 'Recreation', 'Health'],['Society']
34701,['Arts', 'Recreation', 'Games', 'Society'],['Reference']
36475,['Shopping', 'Sports', 'Computers', 'Business'],['Sports']
54570,['Recreation', 'Health', 'Games', 'Arts'],['Games']
25902,['Science', 'Arts', 'Society', 'Computers'],['Society']
49462,['Arts', 'Shopping', 'Sports', 'Science'],['Society']
46047,['Arts', 'Sports', 'Games', 'Adult'],['Society']
24665,['Recreation', 'Society', 'Reference', 'Business'],['Computers']
57101,['Recreation', 'Games', 'Arts', 'Computers'],['Business']
52942,['Shopping', 'Society', 'Computers', 'Business'],['Computers']
31037,['Health', 'Science', 'Business', 'Arts'],['Health']
47776,['Shopping', 'Business', 'Sports', 'Society'],['Sports']
30689,['Society', 'Recreation', 'Business', 'Arts'],['Computers']
9513,['Society', 'Arts', 'Science', 'Business'],['Computers']
48094,['Society', 'Shopping', 'Recreation', 'Sports'],['Society']
48315,['Games', 'Arts', 'Shopping', 'Sports'],['Sports']
50130,['Society', 'Sports', 'Recreation', 'Health'],['Society']
33105,['Business', 'Shopping', 'Sports', 'Arts'],['Business']
33821,['Science', 'Arts', 'Health', 'Games'],['Computers']
303,['Computers', 'Business', 'Recreation', 'Arts'],['Business']
45345,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
4798,['Society', 'Health', 'Recreation', 'Sports'],['Society']
36157,['Sports', 'Shopping', 'Business', 'Recreation'],['Sports']
57773,['Computers', 'Recreation', 'Arts', 'Reference'],['Reference']
44417,['Health', 'Society', 'Computers', 'Business'],['Health']
17448,['Shopping', 'Business', 'Arts', 'Sports'],['Sports']
15120,['Business', 'Shopping', 'Sports', 'Arts'],['Sports']
39655,['Computers', 'Sports', 'Reference', 'Business'],['Business']
26212,['Recreation', 'Games', 'Business', 'Science'],['Health']
54015,['Science', 'Computers', 'Health', 'Games'],['Health']
40037,['Society', 'Computers', 'Sports', 'Science'],['Society']
15620,['Sports', 'Science', 'Recreation', 'Health'],['Health']
10234,['Business', 'Recreation', 'Health', 'Computers'],['Business']
13849,['Recreation', 'Games', 'Adult', 'Business'],['Health']
45548,['Business', 'Society', 'Health', 'Computers'],['Society']
14386,['Society', 'Health', 'Computers', 'Sports'],['Computers']
5074,['Sports', 'Shopping', 'Business', 'Reference'],['Sports']
39162,['Recreation', 'Arts', 'Sports', 'Society'],['Society']
32564,['Society', 'Health', 'Sports', 'Computers'],['Society']
3617,['Health', 'Business', 'Sports', 'Shopping'],['Computers']
25806,['Health', 'Recreation', 'Business', 'Computers'],['Health']
29729,['Arts', 'Business', 'Computers', 'Shopping'],['Business']
32430,['Health', 'Science', 'Recreation', 'Computers'],['Health']
15907,['Recreation', 'Health', 'Arts', 'Games'],['Health']
4214,['Arts', 'Sports', 'Recreation', 'Computers'],['Business']
7586,['Computers', 'Arts', 'Society', 'Shopping'],['Reference']
15524,['Shopping', 'Sports', 'Society', 'Recreation'],['Society']
25048,['Arts', 'Sports', 'Society', 'Recreation'],['Society']
35847,['Arts', 'Sports', 'Business', 'Society'],['Sports']
25354,['Arts', 'Business', 'Sports', 'Shopping'],['Business']
24087,['Recreation', 'Shopping', 'Computers', 'Society'],['Society']
13244,['Arts', 'Society', 'Shopping', 'Science'],['Society']
22444,['Society', 'Shopping', 'Business', 'Arts'],['Sports']
8179,['Computers', 'Business', 'Arts', 'Adult'],['Computers']
2891,['Business', 'Science', 'Recreation', 'Health'],['Reference']
42972,['Society', 'Sports', 'Games', 'Shopping'],['Sports']
41386,['Arts', 'Adult', 'Sports', 'Shopping'],['Computers']
50147,['Sports', 'Arts', 'Society', 'Business'],['Sports']
12101,['Computers', 'Recreation', 'Arts', 'Sports'],['Computers']
42586,['Arts', 'Sports', 'Shopping', 'Computers'],['Computers']
53074,['Sports', 'Shopping', 'Business', 'Arts'],['Sports']
30657,['Society', 'Recreation', 'Shopping', 'Arts'],['Sports']
35536,['Business', 'Arts', 'Sports', 'Recreation'],['Business']
37382,['Arts', 'Health', 'Computers', 'Business'],['Reference']
172,['Sports', 'Business', 'Shopping', 'Arts'],['Business']
42732,['Business', 'Sports', 'Society', 'Health'],['Computers']
32716,['Business', 'Arts', 'Computers', 'Recreation'],['Business']
44319,['Shopping', 'Society', 'Business', 'Arts'],['Health']
27676,['Recreation', 'Society', 'Business', 'Sports'],['Reference']
23031,['Shopping', 'Recreation', 'Business', 'Sports'],['Business']
27548,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
3314,['Business', 'Society', 'Shopping', 'Health'],['Sports']
32952,['Shopping', 'Business', 'Sports', 'Society'],['Business']
9903,['Recreation', 'Reference', 'Health', 'Society'],['Reference']
41829,['Society', 'Shopping', 'Business', 'Sports'],['Health']
42657,['Society', 'Science', 'Recreation', 'Arts'],['Reference']
52856,['Shopping', 'Society', 'Sports', 'Recreation'],['Society']
33586,['Business', 'Shopping', 'Sports', 'Science'],['Computers']
24193,['Recreation', 'Games', 'Arts', 'Science'],['Shopping', 'Reference', 'Society']
31731,['Shopping', 'Business', 'Computers', 'Arts'],['Business']
6339,['Shopping', 'Sports', 'Society', 'Reference'],['Health']
58220,['Society', 'Sports', 'Reference', 'Health'],['Society']
50971,['Sports', 'Health', 'Adult', 'Society'],['Sports']
34474,['Business', 'Society', 'Computers', 'Health'],['Computers']
48193,['Society', 'Computers', 'Shopping', 'Recreation'],['Society']
50286,['Arts', 'Recreation', 'Business', 'Society'],['Health']
2845,['Sports', 'Arts', 'Society', 'Shopping'],['Computers']
38224,['Science', 'Reference', 'Society', 'Health'],['Health']
46865,['Reference', 'Recreation', 'Games', 'Computers'],['Reference']
10815,['Reference', 'Science', 'Recreation', 'Games'],['Reference']
44754,['Science', 'Health', 'Business', 'Arts'],['Health']
51615,['Arts', 'Recreation', 'Sports', 'Shopping'],['Society']
30571,['Computers', 'Business', 'Arts', 'Society'],['Computers']
41819,['Health', 'Business', 'Arts', 'Society'],['Health']
6176,['Sports', 'Society', 'Arts', 'Recreation'],['Sports']
44750,['Sports', 'Shopping', 'Society', 'Science'],['Sports']
35128,['Business', 'Shopping', 'Society', 'Health'],['Computers']
5731,['Shopping', 'Sports', 'Reference', 'Society'],['Reference']
39281,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
13625,['Arts', 'Health', 'Recreation', 'Shopping'],['Business']
50592,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
3949,['Recreation', 'Health', 'Computers', 'Arts'],['Health']
47488,['Reference', 'Computers', 'Adult', 'Recreation'],['Business']
10785,['Shopping', 'Health', 'Arts', 'Computers'],['Society']
24223,['Recreation', 'Games', 'Reference', 'Health'],['Reference']
5388,['Business', 'Shopping', 'Computers', 'Sports'],['Business']
57952,['Sports', 'Games', 'Society', 'Science'],['Computers']
57802,['Business', 'Sports', 'Science', 'Computers'],['Business']
44854,['Business', 'Health', 'Recreation', 'Games'],['Business']
6599,['Sports', 'Shopping', 'Society', 'Recreation'],['Society']
51638,['Health', 'Arts', 'Science', 'Reference'],['Reference']
25720,['Society', 'Shopping', 'Recreation', 'Computers'],['Society']
23811,['Adult', 'Recreation', 'Science', 'Health'],['Health']
50962,['Recreation', 'Games', 'Computers', 'Business'],['Reference']
46945,['Games', 'Society', 'Shopping', 'Recreation'],['Society']
31811,['Arts', 'Society', 'Computers', 'Recreation'],['Computers', 'Reference']
16435,['Recreation', 'Games', 'Reference', 'Health'],['Reference']
30001,['Recreation', 'Reference', 'Health', 'Computers'],['Health']
35231,['Business', 'Computers', 'Games', 'Sports'],['Business']
52581,['Science', 'Recreation', 'Arts', 'Sports'],['Health', 'Sports']
52743,['Computers', 'Business', 'Shopping', 'Science'],['Computers']
53947,['Sports', 'Arts', 'Business', 'Society'],['Sports']
15587,['Business', 'Health', 'Science', 'Recreation'],['Health']
4032,['Recreation', 'Arts', 'Health', 'Adult'],['Health', 'Recreation']
4564,['Arts', 'Sports', 'Society', 'Science'],['Society']
34935,['Business', 'Recreation', 'Health', 'Reference'],['Business']
40947,['Reference', 'Computers', 'Arts', 'Recreation'],['Reference']
47602,['Business', 'Arts', 'Recreation', 'Adult'],['Business']
49526,['Business', 'Computers', 'Recreation', 'Shopping'],['Business']
48406,['Arts', 'Recreation', 'Health', 'Society'],['Reference']
15561,['Shopping', 'Business', 'Sports', 'Society'],['Society']
24569,['Reference', 'Health', 'Science', 'Arts'],['Health']
7598,['Sports', 'Arts', 'Society', 'Games'],['Society']
36632,['Sports', 'Shopping', 'Society', 'Science'],['Computers']
53003,['Recreation', 'Society', 'Adult', 'Computers'],['Reference']
13747,['Sports', 'Society', 'Shopping', 'Recreation'],['Reference']
9043,['Computers', 'Business', 'Health', 'Science'],['Business']
24003,['Games', 'Business', 'Recreation', 'Sports'],['Adult']
47681,['Sports', 'Society', 'Arts', 'Shopping'],['Computers']
21745,['Recreation', 'Society', 'Games', 'Computers'],['Health']
2233,['Recreation', 'Health', 'Computers', 'Arts'],['Health']
47515,['Games', 'Recreation', 'Arts', 'Society'],['Adult']
17411,['Recreation', 'Games', 'Reference', 'Arts'],['Health']
17809,['Business', 'Health', 'Computers', 'Recreation'],['Business']
45393,['Arts', 'Computers', 'Sports', 'Games'],['Adult']
1649,['Society', 'Computers', 'Reference', 'Health'],['Health']
30424,['Business', 'Science', 'Recreation', 'Reference'],['Business']
2767,['Business', 'Sports', 'Shopping', 'Health'],['Reference']
13550,['Sports', 'Society', 'Arts', 'Recreation'],['Society']
49877,['Shopping', 'Sports', 'Society', 'Business'],['Society']
5114,['Shopping', 'Sports', 'Society', 'Business'],['Computers']
32009,['Business', 'Society', 'Arts', 'Sports'],['Health']
42706,['Business', 'Computers', 'Recreation', 'Arts'],['Business']
22884,['Sports', 'Recreation', 'Shopping', 'Business'],['Society']
10757,['Society', 'Sports', 'Science', 'Recreation'],['Computers']
30973,['Business', 'Computers', 'Reference', 'Recreation'],['Business']
50823,['Games', 'Computers', 'Adult', 'Reference'],['Business']
57828,['Sports', 'Shopping', 'Games', 'Computers'],['Computers']
32046,['Science', 'Computers', 'Arts', 'Reference'],['Reference']
43550,['Science', 'Arts', 'Recreation', 'Computers'],['Business']
9211,['Health', 'Recreation', 'Games', 'Business'],['Health']
48743,['Shopping', 'Arts', 'Sports', 'Society'],['Business']
38140,['Health', 'Business', 'Computers', 'Shopping'],['Health']
40071,['Arts', 'Shopping', 'Society', 'Business'],['Reference']
24980,['Shopping', 'Sports', 'Arts', 'Business'],['Society']
35587,['Computers', 'Recreation', 'Sports', 'Society'],['Computers']
31265,['Sports', 'Arts', 'Business', 'Society'],['Society']
12503,['Health', 'Society', 'Shopping', 'Sports'],['Health']
48330,['Sports', 'Arts', 'Society', 'Adult'],['Society']
14615,['Health', 'Business', 'Sports', 'Society'],['Health']
52495,['Recreation', 'Games', 'Computers', 'Reference'],['Adult']
57636,['Shopping', 'Arts', 'Sports', 'Recreation'],['Health']
54177,['Business', 'Computers', 'Recreation', 'Arts'],['Science']
16831,['Arts', 'Sports', 'Society', 'Recreation'],['Adult']
42701,['Arts', 'Business', 'Sports', 'Shopping'],['Computers']
49344,['Society', 'Sports', 'Business', 'Arts'],['Society']
52014,['Sports', 'Society', 'Shopping', 'Science'],['Adult']
36409,['Health', 'Business', 'Sports', 'Science'],['Society']
44886,['Sports', 'Health', 'Society', 'Arts'],['Computers']
10690,['Computers', 'Arts', 'Society', 'Science'],['Business']
52246,['Shopping', 'Business', 'Society', 'Science'],['Adult']
1047,['Health', 'Business', 'Science', 'Arts'],['Science']
10574,['Health', 'Recreation', 'Business', 'Computers'],['Science']
42397,['Sports', 'Computers', 'Shopping', 'Recreation'],['Arts']
22421,['Sports', 'Society', 'Health', 'Arts'],['Society']
32665,['Society', 'Sports', 'Health', 'Business'],['Society']
38304,['Business', 'Health', 'Recreation', 'Computers'],['Business']
31225,['Shopping', 'Arts', 'Sports', 'Science'],['Society']
14302,['Computers', 'Arts', 'Adult', 'Society'],['Computers']
17422,['Computers', 'Business', 'Recreation', 'Shopping'],['Business']
40394,['Computers', 'Society', 'Recreation', 'Business'],['Computers']
13925,['Sports', 'Society', 'Recreation', 'Games'],['Business']
36529,['Business', 'Recreation', 'Computers', 'Society'],['Arts']
55036,['Arts', 'Business', 'Shopping', 'Sports'],['Computers']
44630,['Health', 'Business', 'Shopping', 'Adult'],['Arts']
48381,['Computers', 'Science', 'Arts', 'Adult'],['Science']
59088,['Sports', 'Society', 'Health', 'Arts'],['Computers']
39421,['Sports', 'Recreation', 'Shopping', 'Business'],['Society']
54783,['Adult', 'Recreation', 'Computers', 'Science'],['Business']
53656,['Society', 'Sports', 'Health', 'Arts'],['Computers']
6285,['Business', 'Health', 'Computers', 'Arts'],['Business']
35488,['Games', 'Health', 'Computers', 'Shopping'],['Science']
42928,['Games', 'Recreation', 'Health', 'Shopping'],['Health']
54229,['Society', 'Computers', 'Sports', 'Recreation'],['Society']
34921,['Society', 'Computers', 'Health', 'Arts'],['Computers']
24227,['Arts', 'Business', 'Adult', 'Sports'],['Business']
46035,['Recreation', 'Arts', 'Society', 'Sports'],['Health']
50371,['Arts', 'Adult', 'Shopping', 'Recreation'],['Health']
31556,['Health', 'Business', 'Science', 'Reference'],['Science']
38182,['Recreation', 'Reference', 'Games', 'Arts'],['Arts']
34439,['Arts', 'Business', 'Sports', 'Society'],['Games', 'Arts']
38975,['Sports', 'Society', 'Shopping', 'Recreation'],['Science']
24476,['Business', 'Health', 'Reference', 'Recreation'],['Business']
45351,['Arts', 'Sports', 'Society', 'Games'],['Arts']
25491,['Health', 'Arts', 'Science', 'Society'],['Health']
2457,['Recreation', 'Health', 'Games', 'Computers'],['Science']
12201,['Health', 'Society', 'Sports', 'Business'],['Arts', 'Computers']
58863,['Society', 'Shopping', 'Business', 'Sports'],['Arts']
16720,['Computers', 'Society', 'Sports', 'Science'],['Computers']
27688,['Computers', 'Arts', 'Reference', 'Sports'],['Computers']
42999,['Games', 'Business', 'Computers', 'Science'],['Business']
51514,['Sports', 'Society', 'Shopping', 'Arts'],['Arts']
8643,['Sports', 'Business', 'Recreation', 'Computers'],['Business']
9331,['Arts', 'Recreation', 'Games', 'Shopping'],['Society']
24686,['Sports', 'Shopping', 'Recreation', 'Health'],['Society']
35617,['Health', 'Arts', 'Business', 'Sports'],['Health']
42169,['Health', 'Computers', 'Business', 'Society'],['Computers']
2540,['Business', 'Arts', 'Recreation', 'Sports'],['Business']
10297,['Health', 'Business', 'Society', 'Arts'],['Health']
33983,['Sports', 'Shopping', 'Arts', 'Society'],['Arts']
58977,['Society', 'Sports', 'Health', 'Arts'],['Society']
28853,['Computers', 'Business', 'Society', 'Science'],['Business']
45644,['Society', 'Shopping', 'Recreation', 'Health'],['Society']
16928,['Sports', 'Society', 'Health', 'Arts'],['Society']
30256,['Shopping', 'Society', 'Sports', 'Games'],['Health']
24813,['Arts', 'Sports', 'Recreation', 'Business'],['Business']
35118,['Health', 'Science', 'Recreation', 'Society'],['Health']
47564,['Computers', 'Sports', 'Recreation', 'Science'],['Computers']
43669,['Computers', 'Games', 'Sports', 'Society'],['Computers']
16837,['Business', 'Shopping', 'Computers', 'Sports'],['Science']
21485,['Society', 'Games', 'Sports', 'Shopping'],['Society']
12350,['Business', 'Science', 'Computers', 'Health'],['Business']
35848,['Computers', 'Adult', 'Shopping', 'Recreation'],['Business']
53530,['Recreation', 'Health', 'Business', 'Adult'],['Health']
31678,['Business', 'Sports', 'Shopping', 'Health'],['Business']
2358,['Computers', 'Recreation', 'Games', 'Adult'],['Business']
57214,['Society', 'Shopping', 'Business', 'Recreation'],['Computers']
30380,['Recreation', 'Business', 'Society', 'Shopping'],['Business']
5118,['Computers', 'Arts', 'Recreation', 'Science'],['Health']
43611,['Sports', 'Computers', 'Society', 'Shopping'],['Computers']
52436,['Society', 'Sports', 'Recreation', 'Arts'],['Business']
48462,['Business', 'Society', 'Shopping', 'Sports'],['Business']
53470,['Health', 'Recreation', 'Sports', 'Society'],['Health']
13664,['Recreation', 'Business', 'Computers', 'Health'],['Business']
36978,['Computers', 'Arts', 'Society', 'Recreation'],['Computers']
47382,['Society', 'Sports', 'Shopping', 'Arts'],['Society']
39758,['Health', 'Arts', 'Computers', 'Business'],['Health']
45270,['Computers', 'Arts', 'Recreation', 'Business'],['Computers']
32253,['Computers', 'Society', 'Health', 'Arts'],['Computers']
39982,['Reference', 'Health', 'Science', 'Computers'],['Science']
26131,['Computers', 'Business', 'Society', 'Recreation'],['Science']
26289,['Shopping', 'Recreation', 'Society', 'Games'],['Society']
12532,['Society', 'Sports', 'Science', 'Recreation'],['Society']
54095,['Recreation', 'Arts', 'Health', 'Business'],['Business']
36930,['Recreation', 'Sports', 'Shopping', 'Games'],['Science']
55215,['Computers', 'Society', 'Science', 'Shopping'],['Computers']
11235,['Business', 'Shopping', 'Computers', 'Sports'],['Society']
57645,['Shopping', 'Business', 'Science', 'Sports'],['Science', 'Business']
6593,['Computers', 'Health', 'Reference', 'Recreation'],['Business']
22239,['Society', 'Sports', 'Science', 'Games'],['Society']
6075,['Arts', 'Society', 'Sports', 'Shopping'],['Business']
11319,['Recreation', 'Computers', 'Science', 'Health'],['Health']
11564,['Games', 'Reference', 'Science', 'Recreation'],['Science']
49895,['Society', 'Business', 'Science', 'Adult'],['Society']
34851,['Business', 'Health', 'Computers', 'Sports'],['Society']
28944,['Recreation', 'Health', 'Arts', 'Sports'],['Health']
48684,['Business', 'Society', 'Shopping', 'Health'],['Business']
3309,['Society', 'Recreation', 'Health', 'Computers'],['Society']
9738,['Arts', 'Science', 'Recreation', 'Health'],['Health']
10716,['Arts', 'Games', 'Shopping', 'Computers'],['Computers']
16526,['Computers', 'Arts', 'Society', 'Shopping'],['Business']
8412,['Shopping', 'Sports', 'Games', 'Computers'],['Computers']
22894,['Recreation', 'Health', 'Science', 'Society'],['Health']
10817,['Sports', 'Society', 'Shopping', 'Business'],['Computers']
31193,['Business', 'Shopping', 'Computers', 'Sports'],['Business']
7667,['Society', 'Computers', 'Recreation', 'Health'],['Society']
1544,['Adult', 'Sports', 'Computers', 'Health'],['Computers']
27934,['Arts', 'Shopping', 'Society', 'Business'],['Computers']
13010,['Sports', 'Computers', 'Business', 'Health'],['Computers']
26132,['Business', 'Computers', 'Health', 'Science'],['Business']
37434,['Science', 'Health', 'Computers', 'Reference'],['Science', 'Society']
31990,['Shopping', 'Business', 'Sports', 'Computers'],['Business']
15318,['Arts', 'Sports', 'Computers', 'Reference'],['Computers']
53635,['Society', 'Sports', 'Science', 'Computers'],['Society']
51792,['Games', 'Recreation', 'Reference', 'Adult'],['Computers']
51332,['Computers', 'Business', 'Adult', 'Shopping'],['Computers']
25218,['Shopping', 'Computers', 'Society', 'Games'],['Business']
46710,['Adult', 'Recreation', 'Business', 'Sports'],['Business']
22663,['Health', 'Computers', 'Sports', 'Society'],['Society']
8730,['Recreation', 'Health', 'Science', 'Shopping'],['Health']
44043,['Society', 'Recreation', 'Sports', 'Adult'],['Science']
21559,['Arts', 'Science', 'Recreation', 'Computers'],['Science']
30663,['Arts', 'Computers', 'Sports', 'Shopping'],['Computers']
7712,['Computers', 'Business', 'Arts', 'Health'],['Computers']
47789,['Computers', 'Science', 'Reference', 'Arts'],['Society']
22291,['Games', 'Arts', 'Health', 'Computers'],['Computers']
36148,['Reference', 'Computers', 'Arts', 'Recreation'],['Science']
25669,['Recreation', 'Sports', 'Society', 'Shopping'],['Science']
45862,['Business', 'Computers', 'Shopping', 'Health'],['Computers']
45713,['Arts', 'Sports', 'Recreation', 'Computers'],['Computers']
24978,['Recreation', 'Arts', 'Reference', 'Health'],['Science']
26296,['Arts', 'Sports', 'Computers', 'Society'],['Science']
480,['Computers', 'Society', 'Sports', 'Science'],['Computers']
15902,['Society', 'Sports', 'Reference', 'Arts'],['Society']
17849,['Shopping', 'Business', 'Science', 'Health'],['Computers']
32343,['Business', 'Computers', 'Shopping', 'Health'],['Science']
9250,['Business', 'Shopping', 'Sports', 'Society'],['Computers']
11502,['Arts', 'Recreation', 'Health', 'Adult'],['Computers']
22458,['Recreation', 'Games', 'Science', 'Arts'],['Health']
9371,['Society', 'Sports', 'Reference', 'Recreation'],['Society']
57462,['Society', 'Arts', 'Recreation', 'Computers'],['Computers']
8660,['Recreation', 'Business', 'Adult', 'Health'],['Health']
38477,['Health', 'Business', 'Reference', 'Arts'],['Business']
13147,['Recreation', 'Adult', 'Science', 'Games'],['Business']
25729,['Arts', 'Sports', 'Shopping', 'Recreation'],['Computers']
1130,['Sports', 'Shopping', 'Society', 'Adult'],['Society']
50338,['Arts', 'Health', 'Society', 'Recreation'],['Computers']
49367,['Recreation', 'Reference', 'Science', 'Adult'],['Health']
39232,['Society', 'Arts', 'Science', 'Health'],['Society']
55185,['Computers', 'Shopping', 'Business', 'Science'],['Computers']
47760,['Society', 'Computers', 'Sports', 'Science'],['Society']
39816,['Health', 'Arts', 'Business', 'Sports'],['Science']
58352,['Arts', 'Health', 'Society', 'Recreation'],['Computers']
23388,['Science', 'Business', 'Computers', 'Recreation'],['Science']
23966,['Recreation', 'Science', 'Health', 'Business'],['Science']
14668,['Sports', 'Recreation', 'Shopping', 'Computers'],['Science']
50776,['Science', 'Health', 'Computers', 'Business'],['Science']
1790,['Sports', 'Business', 'Arts', 'Adult'],['Computers']
22342,['Health', 'Society', 'Business', 'Science'],['Science']
40504,['Recreation', 'Computers', 'Health', 'Arts'],['Business']
46533,['Sports', 'Shopping', 'Recreation', 'Health'],['Society']
24602,['Recreation', 'Arts', 'Adult', 'Games'],['Games']
32090,['Shopping', 'Society', 'Science', 'Computers'],['Games', 'Computers']
50110,['Recreation', 'Health', 'Arts', 'Science'],['Health']
53064,['Business', 'Computers', 'Health', 'Arts'],['Computers']
15658,['Shopping', 'Arts', 'Sports', 'Recreation'],['Business']
54789,['Business', 'Science', 'Health', 'Arts'],['Health']
54993,['Shopping', 'Business', 'Computers', 'Sports'],['Science']
34355,['Business', 'Shopping', 'Computers', 'Sports'],['Science']
47942,['Business', 'Shopping', 'Science', 'Computers'],['Science']
14220,['Games', 'Arts', 'Society', 'Reference'],['Games']
21766,['Society', 'Shopping', 'Games', 'Sports'],['Science']
48740,['Business', 'Arts', 'Recreation', 'Health'],['Business']
5405,['Business', 'Computers', 'Society', 'Shopping'],['Computers']
44807,['Business', 'Arts', 'Science', 'Reference'],['Science']
38809,['Computers', 'Arts', 'Reference', 'Business'],['Business']
14363,['Science', 'Computers', 'Reference', 'Health'],['Science']
10765,['Sports', 'Shopping', 'Society', 'Recreation'],['Society']
41008,['Sports', 'Society', 'Health', 'Business'],['Computers']
13465,['Recreation', 'Health', 'Adult', 'Computers'],['Business']
54429,['Computers', 'Business', 'Science', 'Reference'],['Computers']
5596,['Sports', 'Games', 'Arts', 'Society'],['Games']
25137,['Recreation', 'Science', 'Reference', 'Health'],['Science']
25681,['Science', 'Health', 'Reference', 'Computers'],['Science']
15023,['Health', 'Business', 'Reference', 'Arts'],['Health']
41039,['Computers', 'Arts', 'Science', 'Reference'],['Science']
25556,['Business', 'Shopping', 'Society', 'Computers'],['Computers']
28090,['Adult', 'Recreation', 'Business', 'Health'],['Science']
43417,['Arts', 'Business', 'Health', 'Computers'],['Science']
35610,['Business', 'Arts', 'Shopping', 'Sports'],['Computers']
31923,['Sports', 'Arts', 'Adult', 'Shopping'],['Society']
35818,['Science', 'Health', 'Computers', 'Recreation'],['Science']
2303,['Recreation', 'Computers', 'Games', 'Adult'],['Health']
28689,['Shopping', 'Business', 'Society', 'Arts'],['Business']
51383,['Business', 'Sports', 'Health', 'Shopping'],['Business']
22288,['Arts', 'Society', 'Shopping', 'Recreation'],['Society']
269,['Games', 'Sports', 'Recreation', 'Computers'],['Society']
24421,['Shopping', 'Sports', 'Recreation', 'Arts'],['Health']
8230,['Computers', 'Business', 'Adult', 'Society'],['Computers']
45880,['Business', 'Sports', 'Science', 'Health'],['Health']
52336,['Computers', 'Business', 'Science', 'Arts'],['Business']
4168,['Games', 'Health', 'Business', 'Arts'],['Health']
178,['Science', 'Reference', 'Recreation', 'Health'],['Science']
52040,['Recreation', 'Shopping', 'Sports', 'Society'],['Computers']
16702,['Shopping', 'Business', 'Science', 'Sports'],['Health']
44644,['Sports', 'Society', 'Shopping', 'Science'],['Health', 'Science']
39740,['Business', 'Computers', 'Society', 'Science'],['Science']
15566,['Society', 'Business', 'Health', 'Sports'],['Health']
427,['Society', 'Sports', 'Health', 'Recreation'],['Health', 'Business', 'Society']
9647,['Shopping', 'Society', 'Recreation', 'Arts'],['Society']
24214,['Recreation', 'Health', 'Science', 'Computers'],['Health']
31166,['Society', 'Computers', 'Business', 'Science'],['Health']
7417,['Science', 'Reference', 'Recreation', 'Health'],['Science']
21902,['Society', 'Science', 'Reference', 'Recreation'],['Science']
5857,['Business', 'Society', 'Computers', 'Sports'],['Business']
28844,['Science', 'Recreation', 'Reference', 'Arts'],['Science']
23926,['Business', 'Shopping', 'Computers', 'Health'],['Computers']
2371,['Health', 'Society', 'Science', 'Reference'],['Science']
29642,['Recreation', 'Health', 'Arts', 'Science'],['Science']
24147,['Business', 'Shopping', 'Computers', 'Sports'],['Business']
40123,['Arts', 'Business', 'Recreation', 'Computers'],['Health']
57066,['Business', 'Science', 'Computers', 'Arts'],['Business']
33276,['Arts', 'Sports', 'Health', 'Business'],['Business']
27118,['Science', 'Computers', 'Arts', 'Society'],['Health']
10664,['Computers', 'Sports', 'Reference', 'Health'],['Health']
27669,['Society', 'Sports', 'Computers', 'Business'],['Society']
44849,['Society', 'Sports', 'Recreation', 'Health'],['Computers']
9097,['Business', 'Health', 'Science', 'Society'],['Business']
46010,['Science', 'Computers', 'Society', 'Business'],['Health']
2835,['Sports', 'Computers', 'Arts', 'Science'],['Society']
23568,['Recreation', 'Business', 'Computers', 'Adult'],['Business']
57137,['Science', 'Computers', 'Society', 'Reference'],['Science']
