ref id,Predicted,Actual
44778,['Society', 'Health', 'Business', 'Reference'],['Society']
5548,['Computers', 'Reference', 'Science', 'Games'],['Reference']
49315,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
33079,['Science', 'Reference', 'Health', 'Computers'],['Reference']
52050,['Society', 'Health', 'Sports', 'Reference'],['Society']
28037,['Society', 'Business', 'Health', 'Computers'],['Society']
8240,['Sports', 'Shopping', 'Recreation', 'Games'],['Sports']
32488,['Business', 'Society', 'Computers', 'Shopping'],['Society']
40133,['Computers', 'Science', 'Recreation', 'Games'],['Reference']
30740,['Business', 'Science', 'Health', 'Computers'],['Business']
6681,['Science', 'Business', 'Computers', 'Health'],['Health', 'Business']
22822,['Society', 'Recreation', 'Science', 'Reference'],['Society']
15734,['Shopping', 'Society', 'Sports', 'Arts'],['Computers']
30288,['Business', 'Computers', 'Science', 'Recreation'],['Computers']
58545,['Shopping', 'Society', 'Business', 'Computers'],['Society']
28785,['Games', 'Recreation', 'Shopping', 'Adult'],['Games']
19781,['Business', 'Health', 'Society', 'Computers'],['Business']
20290,['Reference', 'Science', 'Health', 'Recreation'],['Reference']
36817,['Business', 'Computers', 'Society', 'Science'],['Business']
37518,['Society', 'Arts', 'Computers', 'Games'],['Computers', 'Reference']
8603,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
16028,['Reference', 'Science', 'Computers', 'Health'],['Reference']
29322,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
5319,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
7677,['Shopping', 'Sports', 'Society', 'Science'],['Business']
11351,['Computers', 'Society', 'Games', 'Arts'],['Computers']
17538,['Shopping', 'Society', 'Computers', 'Sports'],['Society']
21850,['Shopping', 'Sports', 'Society', 'Adult'],['Society']
38911,['Games', 'Recreation', 'Reference', 'Science'],['Games']
7286,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
47012,['Science', 'Business', 'Health', 'Computers'],['Business']
36286,['Science', 'Health', 'Reference', 'Recreation'],['Business']
34914,['Games', 'Recreation', 'Adult', 'Reference'],['Games']
21893,['Games', 'Adult', 'Computers', 'Recreation'],['Games']
52615,['Society', 'Sports', 'Shopping', 'Business'],['Society']
23935,['Health', 'Business', 'Science', 'Computers'],['Business']
47561,['Science', 'Reference', 'Computers', 'Health'],['Reference']
24975,['Business', 'Health', 'Science', 'Computers'],['Reference']
24212,['Computers', 'Arts', 'Games', 'Recreation'],['Reference']
20636,['Shopping', 'Society', 'Arts', 'Business'],['Society']
19663,['Reference', 'Science', 'Health', 'Sports'],['Reference']
53689,['Sports', 'Recreation', 'Games', 'Society'],['Sports']
23791,['Business', 'Computers', 'Science', 'Recreation'],['Business']
38635,['Society', 'Recreation', 'Games', 'Sports'],['Society']
54815,['Reference', 'Science', 'Health', 'Computers'],['Reference']
42052,['Society', 'Computers', 'Arts', 'Reference'],['Computers']
8370,['Reference', 'Health', 'Science', 'Arts'],['Reference']
22467,['Computers', 'Business', 'Society', 'Science'],['Computers']
2692,['Sports', 'Recreation', 'Games', 'Society'],['Sports']
9278,['Society', 'Games', 'Arts', 'Adult'],['Games']
32781,['Games', 'Recreation', 'Adult', 'Reference'],['Games']
41813,['Society', 'Sports', 'Shopping', 'Business'],['Society']
29747,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
13259,['Games', 'Recreation', 'Science', 'Reference'],['Games']
3248,['Reference', 'Society', 'Science', 'Arts'],['Reference']
11762,['Games', 'Recreation', 'Reference', 'Adult'],['Games']
659,['Business', 'Computers', 'Science', 'Reference'],['Reference']
9637,['Society', 'Sports', 'Shopping', 'Adult'],['Society']
33954,['Reference', 'Computers', 'Science', 'Society'],['Computers']
1523,['Shopping', 'Sports', 'Adult', 'Society'],['Computers']
51552,['Reference', 'Science', 'Health', 'Recreation'],['Reference']
46108,['Shopping', 'Sports', 'Society', 'Adult'],['Computers']
44964,['Society', 'Health', 'Science', 'Reference'],['Society']
58978,['Sports', 'Recreation', 'Society', 'Shopping'],['Sports']
11068,['Business', 'Science', 'Computers', 'Health'],['Business']
24533,['Games', 'Recreation', 'Computers', 'Science'],['Games']
32706,['Reference', 'Science', 'Health', 'Sports'],['Reference']
4162,['Sports', 'Games', 'Society', 'Shopping'],['Sports']
25696,['Reference', 'Sports', 'Society', 'Shopping'],['Reference']
29812,['Society', 'Health', 'Business', 'Reference'],['Society']
55470,['Games', 'Recreation', 'Adult', 'Computers'],['Games']
48029,['Games', 'Sports', 'Society', 'Shopping'],['Games']
58210,['Games', 'Recreation', 'Business', 'Adult'],['Games']
3018,['Sports', 'Recreation', 'Games', 'Society'],['Reference']
26511,['Business', 'Computers', 'Recreation', 'Society'],['Business']
15883,['Computers', 'Business', 'Shopping', 'Reference'],['Computers']
29329,['Shopping', 'Sports', 'Society', 'Computers'],['Computers']
47704,['Reference', 'Science', 'Computers', 'Health'],['Reference']
7403,['Games', 'Recreation', 'Sports', 'Society'],['Games']
16809,['Business', 'Shopping', 'Health', 'Science'],['Sports']
50340,['Business', 'Computers', 'Games', 'Society'],['Business']
16735,['Shopping', 'Society', 'Adult', 'Arts'],['Computers']
49763,['Business', 'Computers', 'Science', 'Shopping'],['Business']
29207,['Shopping', 'Society', 'Business', 'Sports'],['Shopping']
40671,['Games', 'Recreation', 'Reference', 'Sports'],['Games']
16052,['Reference', 'Society', 'Recreation', 'Games'],['Reference']
58722,['Society', 'Health', 'Science', 'Reference'],['Society']
57223,['Computers', 'Society', 'Games', 'Adult'],['Computers']
29357,['Adult', 'Games', 'Recreation', 'Arts'],['Games']
42043,['Reference', 'Sports', 'Society', 'Shopping'],['Reference']
49205,['Business', 'Health', 'Science', 'Computers'],['Business']
32124,['Business', 'Science', 'Computers', 'Recreation'],['Business']
47137,['Reference', 'Health', 'Science', 'Sports'],['Reference']
50844,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
41802,['Sports', 'Society', 'Computers', 'Shopping'],['Sports']
28377,['Shopping', 'Sports', 'Society', 'Arts'],['Sports']
57242,['Reference', 'Health', 'Science', 'Sports'],['Reference']
57077,['Society', 'Sports', 'Shopping', 'Arts'],['Society']
4707,['Sports', 'Shopping', 'Society', 'Recreation'],['Sports']
47289,['Business', 'Recreation', 'Computers', 'Science'],['Business']
15232,['Health', 'Society', 'Sports', 'Shopping'],['Society']
55364,['Games', 'Shopping', 'Sports', 'Computers'],['Games']
52425,['Society', 'Arts', 'Computers', 'Sports'],['Computers']
52811,['Sports', 'Shopping', 'Society', 'Adult'],['Sports']
46728,['Reference', 'Health', 'Science', 'Business'],['Reference']
25585,['Shopping', 'Society', 'Sports', 'Business'],['Society']
41785,['Games', 'Computers', 'Recreation', 'Business'],['Games']
3230,['Reference', 'Health', 'Society', 'Computers'],['Computers']
36746,['Society', 'Arts', 'Sports', 'Shopping'],['Reference']
14835,['Sports', 'Shopping', 'Society', 'Business'],['Society']
31158,['Society', 'Adult', 'Computers', 'Sports'],['Computers']
32808,['Sports', 'Recreation', 'Society', 'Games'],['Sports']
28389,['Computers', 'Games', 'Business', 'Arts'],['Computers']
1116,['Arts', 'Reference', 'Sports', 'Society'],['Reference']
48604,['Society', 'Computers', 'Games', 'Sports'],['Computers']
47339,['Reference', 'Science', 'Health', 'Sports'],['Reference']
2334,['Computers', 'Business', 'Sports', 'Society'],['Computers']
40598,['Shopping', 'Recreation', 'Sports', 'Business'],['Sports']
34434,['Recreation', 'Computers', 'Science', 'Business'],['Business']
35072,['Sports', 'Recreation', 'Games', 'Society'],['Sports']
41722,['Business', 'Sports', 'Society', 'Shopping'],['Business']
30659,['Society', 'Health', 'Reference', 'Science'],['Society']
46588,['Computers', 'Sports', 'Society', 'Shopping'],['Sports']
27794,['Reference', 'Science', 'Health', 'Computers'],['Reference']
59012,['Society', 'Health', 'Recreation', 'Shopping'],['Society']
50651,['Sports', 'Society', 'Arts', 'Shopping'],['Sports']
54446,['Society', 'Computers', 'Health', 'Science'],['Society']
4121,['Recreation', 'Sports', 'Society', 'Shopping'],['Sports']
28134,['Sports', 'Society', 'Business', 'Recreation'],['Sports']
16289,['Recreation', 'Reference', 'Science', 'Health'],['Reference']
48712,['Reference', 'Science', 'Health', 'Sports'],['Reference']
36329,['Society', 'Sports', 'Recreation', 'Health'],['Society']
34701,['Reference', 'Recreation', 'Science', 'Games'],['Reference']
36475,['Society', 'Sports', 'Recreation', 'Shopping'],['Sports']
54570,['Games', 'Recreation', 'Reference', 'Science'],['Games']
25902,['Reference', 'Health', 'Society', 'Science'],['Society']
49462,['Arts', 'Society', 'Reference', 'Sports'],['Society']
46047,['Society', 'Business', 'Recreation', 'Sports'],['Society']
24665,['Shopping', 'Business', 'Society', 'Computers'],['Computers']
57101,['Computers', 'Business', 'Arts', 'Shopping'],['Business']
52942,['Computers', 'Business', 'Sports', 'Society'],['Computers']
31037,['Health', 'Science', 'Sports', 'Society'],['Health']
47776,['Society', 'Sports', 'Shopping', 'Science'],['Sports']
30689,['Shopping', 'Business', 'Computers', 'Society'],['Computers']
9513,['Society', 'Computers', 'Arts', 'Reference'],['Computers']
48094,['Society', 'Arts', 'Reference', 'Sports'],['Society']
48315,['Sports', 'Shopping', 'Recreation', 'Society'],['Sports']
50130,['Society', 'Health', 'Recreation', 'Arts'],['Society']
33105,['Business', 'Society', 'Arts', 'Recreation'],['Business']
33821,['Computers', 'Science', 'Reference', 'Business'],['Computers']
303,['Recreation', 'Business', 'Science', 'Computers'],['Business']
45345,['Business', 'Health', 'Science', 'Recreation'],['Business']
4798,['Society', 'Sports', 'Shopping', 'Arts'],['Society']
36157,['Sports', 'Business', 'Recreation', 'Shopping'],['Sports']
57773,['Games', 'Recreation', 'Reference', 'Science'],['Reference']
44417,['Health', 'Sports', 'Society', 'Shopping'],['Health']
17448,['Sports', 'Shopping', 'Business', 'Recreation'],['Sports']
15120,['Sports', 'Shopping', 'Society', 'Science'],['Sports']
39655,['Shopping', 'Computers', 'Business', 'Recreation'],['Business']
26212,['Health', 'Reference', 'Science', 'Recreation'],['Health']
54015,['Reference', 'Science', 'Health', 'Computers'],['Health']
40037,['Society', 'Recreation', 'Sports', 'Reference'],['Society']
15620,['Recreation', 'Reference', 'Society', 'Science'],['Health']
10234,['Business', 'Recreation', 'Science', 'Computers'],['Business']
13849,['Recreation', 'Reference', 'Games', 'Science'],['Health']
45548,['Business', 'Science', 'Computers', 'Sports'],['Society']
14386,['Society', 'Computers', 'Science', 'Health'],['Computers']
5074,['Sports', 'Business', 'Recreation', 'Society'],['Sports']
39162,['Shopping', 'Society', 'Arts', 'Games'],['Society']
32564,['Society', 'Health', 'Recreation', 'Reference'],['Society']
3617,['Society', 'Business', 'Sports', 'Computers'],['Computers']
25806,['Health', 'Recreation', 'Business', 'Science'],['Health']
29729,['Computers', 'Business', 'Science', 'Reference'],['Business']
32430,['Health', 'Science', 'Reference', 'Computers'],['Health']
15907,['Health', 'Science', 'Reference', 'Recreation'],['Health']
4214,['Recreation', 'Adult', 'Games', 'Business'],['Business']
7586,['Reference', 'Science', 'Arts', 'Recreation'],['Reference']
15524,['Shopping', 'Sports', 'Society', 'Adult'],['Society']
25048,['Arts', 'Society', 'Computers', 'Reference'],['Society']
35847,['Sports', 'Society', 'Shopping', 'Recreation'],['Sports']
25354,['Shopping', 'Business', 'Society', 'Computers'],['Business']
24087,['Recreation', 'Games', 'Adult', 'Society'],['Society']
13244,['Arts', 'Society', 'Computers', 'Reference'],['Society']
22444,['Sports', 'Shopping', 'Recreation', 'Games'],['Sports']
8179,['Computers', 'Business', 'Society', 'Science'],['Computers']
2891,['Science', 'Health', 'Reference', 'Sports'],['Reference']
42972,['Recreation', 'Society', 'Sports', 'Games'],['Sports']
41386,['Society', 'Sports', 'Computers', 'Health'],['Computers']
50147,['Sports', 'Recreation', 'Society', 'Arts'],['Sports']
12101,['Business', 'Computers', 'Society', 'Sports'],['Computers']
42586,['Computers', 'Business', 'Arts', 'Sports'],['Computers']
53074,['Sports', 'Shopping', 'Society', 'Science'],['Sports']
30657,['Sports', 'Recreation', 'Shopping', 'Society'],['Sports']
35536,['Business', 'Science', 'Computers', 'Reference'],['Business']
37382,['Science', 'Recreation', 'Health', 'Reference'],['Reference']
172,['Shopping', 'Adult', 'Games', 'Sports'],['Business']
42732,['Computers', 'Business', 'Society', 'Health'],['Computers']
32716,['Computers', 'Business', 'Science', 'Reference'],['Business']
44319,['Shopping', 'Sports', 'Society', 'Science'],['Health']
27676,['Society', 'Shopping', 'Sports', 'Arts'],['Reference']
23031,['Shopping', 'Sports', 'Society', 'Science'],['Business']
27548,['Sports', 'Shopping', 'Society', 'Adult'],['Sports']
3314,['Sports', 'Society', 'Recreation', 'Business'],['Sports']
32952,['Shopping', 'Sports', 'Society', 'Science'],['Business']
9903,['Reference', 'Science', 'Health', 'Society'],['Reference']
41829,['Health', 'Sports', 'Society', 'Shopping'],['Health']
42657,['Reference', 'Arts', 'Society', 'Sports'],['Reference']
52856,['Society', 'Shopping', 'Sports', 'Recreation'],['Society']
33586,['Computers', 'Shopping', 'Business', 'Sports'],['Computers']
24193,['Recreation', 'Reference', 'Arts', 'Games'],['Shopping', 'Reference', 'Society']
31731,['Shopping', 'Sports', 'Society', 'Science'],['Business']
6339,['Society', 'Arts', 'Sports', 'Shopping'],['Health']
58220,['Society', 'Sports', 'Shopping', 'Science'],['Society']
50971,['Sports', 'Society', 'Health', 'Business'],['Sports']
34474,['Business', 'Computers', 'Society', 'Shopping'],['Computers']
48193,['Society', 'Science', 'Health', 'Computers'],['Society']
50286,['Health', 'Business', 'Computers', 'Science'],['Health']
2845,['Society', 'Sports', 'Arts', 'Computers'],['Computers']
38224,['Reference', 'Sports', 'Society', 'Shopping'],['Health']
46865,['Reference', 'Recreation', 'Games', 'Science'],['Reference']
10815,['Reference', 'Science', 'Recreation', 'Games'],['Reference']
44754,['Reference', 'Health', 'Sports', 'Society'],['Health']
51615,['Society', 'Sports', 'Arts', 'Computers'],['Society']
30571,['Computers', 'Business', 'Society', 'Shopping'],['Computers']
41819,['Recreation', 'Arts', 'Health', 'Society'],['Health']
6176,['Sports', 'Society', 'Arts', 'Games'],['Sports']
44750,['Adult', 'Recreation', 'Sports', 'Games'],['Sports']
35128,['Business', 'Computers', 'Science', 'Health'],['Computers']
5731,['Adult', 'Games', 'Arts', 'Recreation'],['Reference']
39281,['Sports', 'Shopping', 'Business', 'Society'],['Sports']
13625,['Recreation', 'Reference', 'Science', 'Computers'],['Business']
50592,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
3949,['Recreation', 'Reference', 'Science', 'Health'],['Health']
47488,['Recreation', 'Science', 'Computers', 'Reference'],['Business']
10785,['Society', 'Arts', 'Sports', 'Shopping'],['Society']
24223,['Recreation', 'Games', 'Adult', 'Reference'],['Reference']
5388,['Business', 'Computers', 'Recreation', 'Society'],['Business']
57952,['Society', 'Sports', 'Games', 'Computers'],['Computers']
57802,['Business', 'Computers', 'Sports', 'Society'],['Business']
44854,['Business', 'Science', 'Reference', 'Computers'],['Business']
6599,['Society', 'Science', 'Arts', 'Computers'],['Society']
51638,['Reference', 'Recreation', 'Health', 'Games'],['Reference']
25720,['Society', 'Reference', 'Arts', 'Science'],['Society']
23811,['Health', 'Science', 'Recreation', 'Reference'],['Health']
50962,['Recreation', 'Games', 'Science', 'Reference'],['Reference']
46945,['Society', 'Computers', 'Business', 'Reference'],['Society']
31811,['Arts', 'Computers', 'Society', 'Reference'],['Computers', 'Reference']
16435,['Reference', 'Recreation', 'Games', 'Arts'],['Reference']
30001,['Science', 'Health', 'Reference', 'Recreation'],['Health']
35231,['Business', 'Computers', 'Recreation', 'Science'],['Business']
52581,['Health', 'Science', 'Reference', 'Business'],['Health', 'Sports']
52743,['Computers', 'Science', 'Business', 'Sports'],['Computers']
53947,['Sports', 'Society', 'Games', 'Recreation'],['Sports']
15587,['Science', 'Health', 'Recreation', 'Business'],['Health']
4032,['Recreation', 'Health', 'Science', 'Reference'],['Health', 'Recreation']
4564,['Society', 'Reference', 'Arts', 'Health'],['Society']
34935,['Business', 'Computers', 'Science', 'Health'],['Business']
40947,['Reference', 'Science', 'Recreation', 'Health'],['Reference']
47602,['Business', 'Computers', 'Science', 'Reference'],['Business']
49526,['Business', 'Recreation', 'Science', 'Computers'],['Business']
48406,['Games', 'Adult', 'Arts', 'Computers'],['Reference']
15561,['Society', 'Sports', 'Shopping', 'Science'],['Society']
24569,['Reference', 'Sports', 'Society', 'Shopping'],['Health']
7598,['Sports', 'Society', 'Games', 'Shopping'],['Society']
36632,['Business', 'Computers', 'Shopping', 'Society'],['Computers']
53003,['Games', 'Recreation', 'Adult', 'Arts'],['Reference']
13747,['Adult', 'Recreation', 'Games', 'Reference'],['Reference']
9043,['Business', 'Computers', 'Science', 'Reference'],['Business']
24003,['Adult', 'Society', 'Sports', 'Games'],['Adult']
47681,['Sports', 'Society', 'Shopping', 'Computers'],['Computers']
21745,['Health', 'Recreation', 'Business', 'Science'],['Health']
2233,['Health', 'Recreation', 'Science', 'Reference'],['Health']
47515,['Shopping', 'Adult', 'Arts', 'Society'],['Adult']
17411,['Health', 'Recreation', 'Science', 'Reference'],['Health']
17809,['Business', 'Computers', 'Recreation', 'Science'],['Business']
45393,['Adult', 'Society', 'Sports', 'Arts'],['Adult']
1649,['Health', 'Society', 'Science', 'Reference'],['Health']
30424,['Computers', 'Business', 'Sports', 'Society'],['Business']
2767,['Society', 'Shopping', 'Adult', 'Sports'],['Reference']
13550,['Society', 'Sports', 'Arts', 'Shopping'],['Society']
49877,['Society', 'Sports', 'Recreation', 'Health'],['Society']
5114,['Sports', 'Society', 'Shopping', 'Science'],['Computers']
32009,['Health', 'Business', 'Recreation', 'Science'],['Health']
42706,['Business', 'Computers', 'Reference', 'Recreation'],['Business']
22884,['Society', 'Sports', 'Arts', 'Games'],['Society']
10757,['Computers', 'Society', 'Reference', 'Shopping'],['Computers']
30973,['Computers', 'Science', 'Reference', 'Recreation'],['Business']
50823,['Recreation', 'Adult', 'Health', 'Reference'],['Business']
57828,['Shopping', 'Sports', 'Adult', 'Games'],['Computers']
32046,['Recreation', 'Games', 'Reference', 'Science'],['Reference']
43550,['Computers', 'Science', 'Reference', 'Business'],['Business']
9211,['Health', 'Sports', 'Society', 'Shopping'],['Health']
48743,['Shopping', 'Sports', 'Society', 'Science'],['Business']
38140,['Health', 'Business', 'Science', 'Reference'],['Health']
40071,['Reference', 'Arts', 'Computers', 'Games'],['Reference']
24980,['Society', 'Shopping', 'Sports', 'Science'],['Society']
35587,['Computers', 'Business', 'Science', 'Sports'],['Computers']
31265,['Sports', 'Society', 'Arts', 'Recreation'],['Society']
12503,['Health', 'Business', 'Sports', 'Society'],['Health']
48330,['Society', 'Health', 'Reference', 'Sports'],['Society']
14615,['Health', 'Business', 'Sports', 'Society'],['Health']
52495,['Adult', 'Computers', 'Recreation', 'Shopping'],['Adult']
57636,['Recreation', 'Adult', 'Games', 'Health'],['Health']
54177,['Business', 'Science', 'Computers', 'Health'],['Science']
16831,['Adult', 'Society', 'Arts', 'Sports'],['Adult']
42701,['Arts', 'Sports', 'Society', 'Shopping'],['Computers']
49344,['Society', 'Sports', 'Arts', 'Reference'],['Society']
52014,['Sports', 'Society', 'Arts', 'Adult'],['Adult']
36409,['Shopping', 'Business', 'Society', 'Recreation'],['Society']
44886,['Society', 'Health', 'Science', 'Computers'],['Computers']
10690,['Computers', 'Business', 'Sports', 'Society'],['Business']
52246,['Adult', 'Recreation', 'Sports', 'Society'],['Adult']
1047,['Health', 'Science', 'Reference', 'Business'],['Science']
10574,['Science', 'Reference', 'Recreation', 'Health'],['Science']
42397,['Sports', 'Business', 'Society', 'Computers'],['Arts']
22421,['Society', 'Sports', 'Shopping', 'Science'],['Society']
32665,['Society', 'Health', 'Science', 'Sports'],['Society']
38304,['Business', 'Computers', 'Science', 'Health'],['Business']
31225,['Shopping', 'Sports', 'Society', 'Recreation'],['Society']
14302,['Computers', 'Science', 'Society', 'Business'],['Computers']
17422,['Science', 'Business', 'Computers', 'Reference'],['Business']
40394,['Computers', 'Business', 'Society', 'Science'],['Computers']
13925,['Recreation', 'Games', 'Adult', 'Computers'],['Business']
36529,['Business', 'Society', 'Sports', 'Shopping'],['Arts']
55036,['Computers', 'Society', 'Sports', 'Shopping'],['Computers']
44630,['Society', 'Shopping', 'Sports', 'Business'],['Arts']
48381,['Science', 'Computers', 'Business', 'Health'],['Science']
59088,['Society', 'Computers', 'Science', 'Health'],['Computers']
39421,['Business', 'Shopping', 'Society', 'Computers'],['Society']
54783,['Computers', 'Business', 'Science', 'Reference'],['Business']
53656,['Society', 'Health', 'Science', 'Sports'],['Computers']
6285,['Business', 'Computers', 'Science', 'Health'],['Business']
35488,['Science', 'Health', 'Business', 'Computers'],['Science']
42928,['Recreation', 'Health', 'Adult', 'Business'],['Health']
54229,['Society', 'Science', 'Computers', 'Arts'],['Society']
34921,['Society', 'Computers', 'Science', 'Business'],['Computers']
24227,['Business', 'Computers', 'Science', 'Reference'],['Business']
46035,['Health', 'Science', 'Reference', 'Business'],['Health']
50371,['Adult', 'Health', 'Recreation', 'Arts'],['Health']
31556,['Science', 'Reference', 'Health', 'Sports'],['Science']
38182,['Sports', 'Arts', 'Games', 'Adult'],['Arts']
34439,['Sports', 'Society', 'Arts', 'Games'],['Games', 'Arts']
38975,['Computers', 'Games', 'Science', 'Recreation'],['Science']
24476,['Recreation', 'Business', 'Reference', 'Science'],['Business']
45351,['Sports', 'Arts', 'Society', 'Computers'],['Arts']
25491,['Health', 'Science', 'Reference', 'Society'],['Health']
2457,['Recreation', 'Science', 'Games', 'Health'],['Science']
12201,['Sports', 'Society', 'Shopping', 'Arts'],['Arts', 'Computers']
58863,['Shopping', 'Society', 'Arts', 'Reference'],['Arts']
16720,['Computers', 'Science', 'Reference', 'Health'],['Computers']
27688,['Computers', 'Society', 'Science', 'Reference'],['Computers']
42999,['Recreation', 'Business', 'Computers', 'Reference'],['Business']
51514,['Arts', 'Society', 'Shopping', 'Computers'],['Arts']
8643,['Business', 'Science', 'Computers', 'Sports'],['Business']
9331,['Computers', 'Society', 'Business', 'Games'],['Society']
24686,['Shopping', 'Adult', 'Society', 'Sports'],['Society']
35617,['Health', 'Society', 'Sports', 'Shopping'],['Health']
42169,['Science', 'Society', 'Reference', 'Computers'],['Computers']
2540,['Recreation', 'Business', 'Computers', 'Games'],['Business']
10297,['Health', 'Science', 'Recreation', 'Society'],['Health']
33983,['Sports', 'Shopping', 'Society', 'Games'],['Arts']
58977,['Society', 'Health', 'Science', 'Recreation'],['Society']
28853,['Computers', 'Business', 'Science', 'Sports'],['Business']
45644,['Society', 'Reference', 'Health', 'Science'],['Society']
16928,['Society', 'Sports', 'Reference', 'Arts'],['Society']
30256,['Society', 'Sports', 'Shopping', 'Science'],['Health']
24813,['Arts', 'Business', 'Reference', 'Computers'],['Business']
35118,['Health', 'Science', 'Reference', 'Sports'],['Health']
47564,['Science', 'Society', 'Computers', 'Recreation'],['Computers']
43669,['Computers', 'Science', 'Reference', 'Business'],['Computers']
16837,['Business', 'Recreation', 'Computers', 'Science'],['Science']
21485,['Society', 'Reference', 'Games', 'Recreation'],['Society']
12350,['Business', 'Computers', 'Health', 'Science'],['Business']
35848,['Computers', 'Business', 'Society', 'Arts'],['Business']
53530,['Health', 'Science', 'Recreation', 'Business'],['Health']
31678,['Society', 'Business', 'Computers', 'Sports'],['Business']
2358,['Business', 'Computers', 'Science', 'Health'],['Business']
57214,['Computers', 'Society', 'Games', 'Recreation'],['Computers']
30380,['Health', 'Business', 'Computers', 'Science'],['Business']
5118,['Health', 'Society', 'Arts', 'Science'],['Health']
43611,['Computers', 'Business', 'Society', 'Shopping'],['Computers']
52436,['Health', 'Reference', 'Science', 'Business'],['Business']
48462,['Business', 'Society', 'Computers', 'Sports'],['Business']
53470,['Health', 'Sports', 'Society', 'Shopping'],['Health']
13664,['Health', 'Business', 'Recreation', 'Science'],['Business']
36978,['Society', 'Computers', 'Health', 'Sports'],['Computers']
47382,['Shopping', 'Society', 'Sports', 'Arts'],['Society']
39758,['Health', 'Science', 'Society', 'Sports'],['Health']
45270,['Computers', 'Games', 'Society', 'Science'],['Computers']
32253,['Computers', 'Society', 'Science', 'Business'],['Computers']
39982,['Reference', 'Sports', 'Society', 'Shopping'],['Science']
26131,['Recreation', 'Games', 'Science', 'Reference'],['Science']
26289,['Shopping', 'Science', 'Reference', 'Society'],['Society']
12532,['Society', 'Business', 'Reference', 'Science'],['Society']
54095,['Science', 'Health', 'Computers', 'Business'],['Business']
36930,['Science', 'Computers', 'Business', 'Recreation'],['Science']
55215,['Computers', 'Society', 'Science', 'Reference'],['Computers']
11235,['Business', 'Computers', 'Sports', 'Society'],['Society']
57645,['Shopping', 'Sports', 'Society', 'Science'],['Science', 'Business']
6593,['Business', 'Computers', 'Science', 'Recreation'],['Business']
22239,['Sports', 'Society', 'Arts', 'Recreation'],['Society']
6075,['Sports', 'Shopping', 'Adult', 'Society'],['Business']
11319,['Health', 'Recreation', 'Science', 'Reference'],['Health']
11564,['Recreation', 'Science', 'Reference', 'Games'],['Science']
49895,['Society', 'Reference', 'Recreation', 'Science'],['Society']
34851,['Arts', 'Society', 'Sports', 'Science'],['Society']
28944,['Recreation', 'Games', 'Adult', 'Computers'],['Health']
48684,['Business', 'Sports', 'Society', 'Shopping'],['Business']
3309,['Society', 'Reference', 'Health', 'Science'],['Society']
9738,['Health', 'Science', 'Reference', 'Recreation'],['Health']
10716,['Computers', 'Recreation', 'Games', 'Society'],['Computers']
16526,['Computers', 'Business', 'Society', 'Science'],['Business']
8412,['Society', 'Sports', 'Arts', 'Games'],['Computers']
22894,['Recreation', 'Health', 'Reference', 'Science'],['Health']
10817,['Business', 'Society', 'Computers', 'Sports'],['Computers']
31193,['Business', 'Shopping', 'Computers', 'Sports'],['Business']
7667,['Society', 'Science', 'Reference', 'Health'],['Society']
1544,['Computers', 'Society', 'Games', 'Arts'],['Computers']
27934,['Sports', 'Arts', 'Games', 'Shopping'],['Computers']
13010,['Arts', 'Computers', 'Society', 'Sports'],['Computers']
26132,['Science', 'Computers', 'Business', 'Recreation'],['Business']
37434,['Health', 'Science', 'Reference', 'Sports'],['Science', 'Society']
31990,['Business', 'Sports', 'Society', 'Shopping'],['Business']
15318,['Computers', 'Society', 'Games', 'Science'],['Computers']
53635,['Society', 'Science', 'Health', 'Sports'],['Society']
51792,['Computers', 'Business', 'Society', 'Shopping'],['Computers']
51332,['Business', 'Computers', 'Science', 'Sports'],['Computers']
25218,['Computers', 'Business', 'Science', 'Sports'],['Business']
46710,['Business', 'Computers', 'Recreation', 'Science'],['Business']
22663,['Society', 'Science', 'Business', 'Reference'],['Society']
8730,['Health', 'Science', 'Reference', 'Recreation'],['Health']
44043,['Reference', 'Science', 'Society', 'Recreation'],['Science']
21559,['Recreation', 'Science', 'Reference', 'Arts'],['Science']
30663,['Computers', 'Business', 'Science', 'Shopping'],['Computers']
7712,['Shopping', 'Recreation', 'Games', 'Arts'],['Computers']
47789,['Reference', 'Health', 'Science', 'Society'],['Society']
22291,['Sports', 'Games', 'Society', 'Shopping'],['Computers']
36148,['Reference', 'Health', 'Science', 'Sports'],['Science']
25669,['Recreation', 'Games', 'Science', 'Computers'],['Science']
45862,['Business', 'Shopping', 'Science', 'Sports'],['Computers']
45713,['Sports', 'Society', 'Computers', 'Recreation'],['Computers']
24978,['Recreation', 'Reference', 'Science', 'Games'],['Science']
26296,['Business', 'Computers', 'Science', 'Sports'],['Science']
480,['Science', 'Reference', 'Computers', 'Health'],['Computers']
15902,['Society', 'Reference', 'Science', 'Sports'],['Society']
17849,['Computers', 'Sports', 'Society', 'Shopping'],['Computers']
