52866, predicted: Sports, actual: Games
44106, predicted: Science, actual: Adult
44146, predicted: Kids, actual: Adult
44175, predicted: Recreation, actual: Adult
44184, predicted: Home, actual: Adult
44190, predicted: Recreation, actual: Adult
44290, predicted: Society, actual: Adult
44316, predicted: Shopping, actual: Adult
44318, predicted: Business, actual: Adult
44327, predicted: Arts, actual: Adult
44331, predicted: Health, actual: Adult
44339, predicted: Sports, actual: Adult
44340, predicted: Recreation, actual: Adult
44376, predicted: Society, actual: Science
44401, predicted: Kids, actual: Adult
44434, predicted: Recreation, actual: Arts
44454, predicted: Kids, actual: Arts
44457, predicted: Science, actual: Arts
44487, predicted: Society, actual: Arts
44553, predicted: News, actual: Arts
44556, predicted: Kids, actual: Arts
44558, predicted: Society, actual: Arts
44561, predicted: Kids, actual: Arts
44591, predicted: Games, actual: Arts
44598, predicted: Regional, actual: Arts
44681, predicted: Kids, actual: Arts
44725, predicted: Arts, actual: Reference
44789, predicted: Kids, actual: Arts
45148, predicted: Arts, actual: Kids
45219, predicted: Kids, actual: Arts
45528, predicted: Recreation, actual: Arts
45559, predicted: News, actual: Arts
45668, predicted: Kids, actual: Arts
45680, predicted: Arts, actual: Kids
45704, predicted: Society, actual: Arts
45830, predicted: Home, actual: Arts
45835, predicted: Games, actual: Arts
45836, predicted: Science, actual: Arts
45884, predicted: Adult, actual: Arts
45892, predicted: Adult, actual: Arts
45896, predicted: Kids, actual: Arts
45899, predicted: News, actual: Arts
45902, predicted: Recreation, actual: Arts
45935, predicted: Kids, actual: Arts
45998, predicted: Business, actual: Arts
46007, predicted: News, actual: Arts
46057, predicted: Shopping, actual: Arts
46071, predicted: Games, actual: Arts
46073, predicted: Science, actual: Arts
46077, predicted: Recreation, actual: Arts
46100, predicted: Shopping, actual: Arts
46101, predicted: Business, actual: Arts
46127, predicted: Arts, actual: Science
46171, predicted: Computers, actual: Arts
46172, predicted: Recreation, actual: Arts
46203, predicted: Reference, actual: Arts
46264, predicted: Kids, actual: Arts
46300, predicted: Sports, actual: Arts
46319, predicted: Recreation, actual: Arts
46327, predicted: News, actual: Arts
46358, predicted: News, actual: Arts
46361, predicted: Science, actual: Arts
46451, predicted: Science, actual: Arts
46500, predicted: News, actual: Arts
46507, predicted: Business, actual: Arts
46549, predicted: Science, actual: Arts
46566, predicted: Reference, actual: Arts
46587, predicted: Home, actual: Arts
46590, predicted: Games, actual: Arts
46620, predicted: Health, actual: Arts
46640, predicted: Health, actual: Arts
46691, predicted: Reference, actual: Arts
46725, predicted: Kids, actual: Arts
46754, predicted: Business, actual: Arts
46765, predicted: News, actual: Arts
46774, predicted: Shopping, actual: Arts
46778, predicted: Recreation, actual: Arts
46790, predicted: Business, actual: Arts
46796, predicted: News, actual: Arts
46820, predicted: Kids, actual: Arts
46839, predicted: Games, actual: Arts
46847, predicted: Games, actual: Arts
46849, predicted: Society, actual: Arts
46877, predicted: Games, actual: Arts
46924, predicted: Adult, actual: Arts
46964, predicted: Reference, actual: Arts
46979, predicted: News, actual: Arts
47047, predicted: Arts, actual: News
47055, predicted: Recreation, actual: Arts
47077, predicted: Computers, actual: Arts
47092, predicted: Health, actual: Arts
47100, predicted: Shopping, actual: Arts
47129, predicted: Reference, actual: Arts
47213, predicted: Reference, actual: Arts
47263, predicted: News, actual: Arts
47318, predicted: News, actual: Arts
47361, predicted: Kids, actual: Arts
47367, predicted: Recreation, actual: Arts
47441, predicted: Computers, actual: Arts
47472, predicted: Recreation, actual: Arts
47474, predicted: Society, actual: Arts
47476, predicted: Kids, actual: Arts
47490, predicted: Shopping, actual: Arts
47502, predicted: Recreation, actual: Arts
47506, predicted: Science, actual: Arts
47507, predicted: Kids, actual: Arts
47517, predicted: Computers, actual: Arts
47523, predicted: Kids, actual: Arts
47529, predicted: Kids, actual: Arts
47559, predicted: Kids, actual: Reference
47575, predicted: Adult, actual: Arts
47618, predicted: Home, actual: Arts
47686, predicted: Society, actual: Arts
47722, predicted: Kids, actual: Arts
47725, predicted: Society, actual: Arts
47762, predicted: Reference, actual: Arts
47780, predicted: Home, actual: Arts
47786, predicted: Kids, actual: Arts
47818, predicted: Kids, actual: Arts
47912, predicted: Society, actual: Arts
48029, predicted: Society, actual: Arts
48057, predicted: Arts, actual: Kids
48081, predicted: Society, actual: Arts
48111, predicted: News, actual: Arts
48199, predicted: Recreation, actual: Arts
52866, predicted: Reference, actual: Arts
47238, predicted: News, actual: Arts
47293, predicted: Regional, actual: Arts
47311, predicted: News, actual: Arts
47365, predicted: Health, actual: Arts
47549, predicted: Kids, actual: Arts
49559, predicted: Recreation, actual: Arts
49564, predicted: News, actual: Arts
49568, predicted: News, actual: Arts
49574, predicted: News, actual: Arts
49619, predicted: Business, actual: Arts
49701, predicted: News, actual: Arts
49740, predicted: Recreation, actual: Arts
52683, predicted: News, actual: Arts
52707, predicted: Science, actual: Arts
52720, predicted: Business, actual: Arts
52729, predicted: Shopping, actual: Arts
52733, predicted: Recreation, actual: Arts
52749, predicted: Reference, actual: Arts
52780, predicted: Computers, actual: Arts
52789, predicted: Recreation, actual: Reference
52830, predicted: Kids, actual: Arts
45211, predicted: Kids, actual: Arts
45276, predicted: Kids, actual: Arts
45409, predicted: Society, actual: Arts
45541, predicted: Kids, actual: Arts
45627, predicted: Society, actual: Recreation
45832, predicted: Arts, actual: Kids
45949, predicted: Science, actual: Arts
46320, predicted: Kids, actual: Arts
46425, predicted: Business, actual: Arts
46567, predicted: Business, actual: News
48440, predicted: Sports, actual: Business
48506, predicted: Home, actual: Business
48522, predicted: Science, actual: Business
48532, predicted: Recreation, actual: Business
48585, predicted: Science, actual: Business
48589, predicted: Recreation, actual: Business
48613, predicted: Science, actual: Business
48724, predicted: Sports, actual: Business
48731, predicted: News, actual: Business
48772, predicted: Science, actual: Shopping
48792, predicted: Health, actual: Business
48851, predicted: Recreation, actual: Business
48871, predicted: Science, actual: Business
48877, predicted: Games, actual: Business
48915, predicted: Shopping, actual: Business
49006, predicted: Science, actual: Business
49021, predicted: Science, actual: Business
49037, predicted: Shopping, actual: Business
49043, predicted: Shopping, actual: Business
49075, predicted: Recreation, actual: Shopping
49101, predicted: Sports, actual: Business
49151, predicted: Shopping, actual: Business
49229, predicted: Recreation, actual: Business
49230, predicted: Shopping, actual: Business
49253, predicted: Recreation, actual: Business
49271, predicted: Health, actual: Business
49358, predicted: Science, actual: Business
49362, predicted: Health, actual: Business
49390, predicted: Recreation, actual: Business
49444, predicted: News, actual: Business
49515, predicted: Health, actual: Business
51543, predicted: Reference, actual: Business
51555, predicted: Reference, actual: Business
51647, predicted: News, actual: Business
51665, predicted: News, actual: Computers
51691, predicted: Computers, actual: Business
51694, predicted: Shopping, actual: Business
51699, predicted: Shopping, actual: Business
51743, predicted: Shopping, actual: Business
51795, predicted: Science, actual: Business
51828, predicted: Shopping, actual: Business
51829, predicted: Business, actual: Science
51923, predicted: Arts, actual: Business
52280, predicted: Science, actual: Business
52457, predicted: Regional, actual: Business
52534, predicted: Arts, actual: Business
52564, predicted: Shopping, actual: Business
52580, predicted: Shopping, actual: Business
52650, predicted: Arts, actual: Business
58230, predicted: Shopping, actual: Business
4053, predicted: Arts, actual: Business
37517, predicted: Shopping, actual: Business
38330, predicted: Computers, actual: Business
38466, predicted: Kids, actual: Business
38496, predicted: Recreation, actual: Business
39604, predicted: Science, actual: Business
39729, predicted: Shopping, actual: Business
40260, predicted: Computers, actual: Business
40625, predicted: Health, actual: Business
40724, predicted: Reference, actual: Business
40732, predicted: Computers, actual: Business
40765, predicted: Computers, actual: Business
41219, predicted: Computers, actual: Business
41250, predicted: Health, actual: Business
41643, predicted: Health, actual: Business
42022, predicted: Recreation, actual: Business
42553, predicted: Adult, actual: Business
42657, predicted: Reference, actual: Business
42811, predicted: News, actual: Business
42869, predicted: Recreation, actual: Business
43122, predicted: Computers, actual: Business
43692, predicted: Business, actual: Science
43729, predicted: Society, actual: Business
43909, predicted: Health, actual: Business
44145, predicted: Home, actual: Business
44161, predicted: Recreation, actual: Business
44171, predicted: Recreation, actual: Business
44173, predicted: Recreation, actual: Business
44209, predicted: Recreation, actual: Business
44244, predicted: Adult, actual: Business
44273, predicted: Health, actual: Business
44290, predicted: Business, actual: Regional
44297, predicted: Recreation, actual: Regional
44315, predicted: Shopping, actual: Business
44331, predicted: Business, actual: Home
44339, predicted: Home, actual: Business
44340, predicted: Recreation, actual: Business
44376, predicted: Health, actual: Business
44378, predicted: Recreation, actual: Business
44407, predicted: Business, actual: Science
44434, predicted: Health, actual: Business
44441, predicted: Kids, actual: Business
44454, predicted: Health, actual: Business
44457, predicted: Computers, actual: Business
44463, predicted: Health, actual: Business
44496, predicted: Health, actual: Business
44499, predicted: Business, actual: Society
44506, predicted: Science, actual: Business
44553, predicted: Health, actual: Business
44558, predicted: Home, actual: Business
44583, predicted: Regional, actual: Business
44681, predicted: Shopping, actual: Business
44838, predicted: Society, actual: Home
45148, predicted: Sports, actual: Business
45219, predicted: Science, actual: Business
45250, predicted: Shopping, actual: Business
45362, predicted: Business, actual: Science
45403, predicted: Shopping, actual: Business
45413, predicted: Shopping, actual: Business
45528, predicted: News, actual: Business
45899, predicted: Recreation, actual: Business
45902, predicted: News, actual: Business
45987, predicted: Business, actual: Home
46057, predicted: Business, actual: Society
46071, predicted: Business, actual: Regional
46073, predicted: News, actual: Business
46203, predicted: Games, actual: Business
46217, predicted: Reference, actual: Business
46220, predicted: Games, actual: Business
46319, predicted: Science, actual: Business
46327, predicted: Computers, actual: Business
46352, predicted: Reference, actual: Business
46361, predicted: Home, actual: Business
46376, predicted: Regional, actual: Business
46407, predicted: Science, actual: Business
46423, predicted: News, actual: Business
46439, predicted: Science, actual: Business
46451, predicted: News, actual: Business
46462, predicted: Arts, actual: Business
46463, predicted: Regional, actual: Business
46507, predicted: Computers, actual: Business
46549, predicted: Adult, actual: Business
46587, predicted: Business, actual: Recreation
46620, predicted: Home, actual: Recreation
46640, predicted: Home, actual: Recreation
46764, predicted: Recreation, actual: Business
46778, predicted: Sports, actual: Business
46790, predicted: Science, actual: Business
46898, predicted: Science, actual: Business
46924, predicted: Computers, actual: Business
46962, predicted: Society, actual: Business
46979, predicted: News, actual: Business
46988, predicted: News, actual: Business
47042, predicted: Science, actual: Business
47047, predicted: Recreation, actual: Business
47055, predicted: Health, actual: Science
47077, predicted: News, actual: Business
47092, predicted: Recreation, actual: Business
47093, predicted: Computers, actual: Business
47129, predicted: Shopping, actual: Business
47248, predicted: Games, actual: Business
47297, predicted: Shopping, actual: Business
47319, predicted: Shopping, actual: Business
47367, predicted: Science, actual: Business
47375, predicted: Regional, actual: Business
47385, predicted: Society, actual: Business
47392, predicted: Home, actual: Business
47397, predicted: Reference, actual: Business
47407, predicted: Science, actual: Business
47435, predicted: Recreation, actual: Business
47472, predicted: Recreation, actual: Business
47476, predicted: Computers, actual: Business
47490, predicted: Reference, actual: Business
47502, predicted: Computers, actual: Business
47517, predicted: Shopping, actual: Business
47530, predicted: Sports, actual: Business
47618, predicted: Science, actual: Business
47636, predicted: Science, actual: Business
47664, predicted: Sports, actual: Business
47743, predicted: News, actual: Business
47747, predicted: Science, actual: Business
47749, predicted: Health, actual: Business
47762, predicted: Health, actual: Business
47780, predicted: Shopping, actual: Business
47784, predicted: Shopping, actual: Business
47786, predicted: Health, actual: Business
47802, predicted: Games, actual: Business
47810, predicted: Shopping, actual: Business
47825, predicted: Kids, actual: Business
47860, predicted: Home, actual: Business
47885, predicted: News, actual: Business
47891, predicted: News, actual: Business
47906, predicted: News, actual: Business
47963, predicted: Society, actual: Business
47965, predicted: Kids, actual: Business
47984, predicted: News, actual: Business
48037, predicted: Games, actual: Business
48050, predicted: Home, actual: Business
48081, predicted: Shopping, actual: Business
48108, predicted: Computers, actual: Business
48111, predicted: Reference, actual: Business
48128, predicted: Business, actual: Computers
48194, predicted: Computers, actual: Business
48246, predicted: News, actual: Business
49773, predicted: Computers, actual: Business
47238, predicted: Science, actual: Business
47549, predicted: Shopping, actual: Business
49559, predicted: Computers, actual: Business
49564, predicted: Arts, actual: Business
49574, predicted: Shopping, actual: Business
49587, predicted: Recreation, actual: Business
49714, predicted: Shopping, actual: Business
52669, predicted: Games, actual: Business
52707, predicted: Science, actual: Computers
52789, predicted: Science, actual: Computers
52830, predicted: Science, actual: Computers
52837, predicted: Health, actual: Computers
52846, predicted: Business, actual: Computers
58235, predicted: Games, actual: Computers
45211, predicted: Business, actual: Computers
45276, predicted: Games, actual: Computers
45627, predicted: Games, actual: Computers
46041, predicted: Society, actual: Computers
46221, predicted: Shopping, actual: Computers
46320, predicted: Science, actual: Computers
46510, predicted: Science, actual: Computers
46887, predicted: Business, actual: Computers
46930, predicted: Business, actual: Computers
48168, predicted: News, actual: Computers
48223, predicted: Business, actual: Computers
48234, predicted: Shopping, actual: Computers
48252, predicted: Business, actual: Computers
48267, predicted: Science, actual: Computers
48323, predicted: Business, actual: Computers
48368, predicted: Reference, actual: Computers
48432, predicted: Business, actual: Computers
48440, predicted: Arts, actual: Computers
48445, predicted: Games, actual: Computers
48506, predicted: Science, actual: Computers
48507, predicted: Business, actual: Computers
48519, predicted: Science, actual: Computers
48522, predicted: Science, actual: Computers
48532, predicted: Society, actual: Computers
48536, predicted: Science, actual: Computers
48566, predicted: Business, actual: Computers
48585, predicted: Science, actual: Computers
48589, predicted: Science, actual: Computers
48591, predicted: Reference, actual: Computers
48597, predicted: Computers, actual: Science
48613, predicted: Business, actual: Computers
48630, predicted: Business, actual: Computers
48717, predicted: Business, actual: Computers
48724, predicted: Regional, actual: Computers
48753, predicted: Business, actual: Computers
48871, predicted: Adult, actual: Computers
48872, predicted: Business, actual: Computers
48877, predicted: News, actual: Computers
49021, predicted: Health, actual: Computers
49024, predicted: Reference, actual: Computers
49037, predicted: Business, actual: Computers
49213, predicted: Science, actual: Computers
49229, predicted: Shopping, actual: Computers
49230, predicted: Kids, actual: Computers
49253, predicted: Recreation, actual: Computers
49358, predicted: Reference, actual: Computers
49362, predicted: Business, actual: Computers
49368, predicted: Science, actual: Computers
49408, predicted: News, actual: Computers
49490, predicted: Sports, actual: Computers
51543, predicted: Business, actual: Computers
51555, predicted: Recreation, actual: Computers
51647, predicted: Business, actual: Computers
51665, predicted: Health, actual: Computers
51829, predicted: Regional, actual: Computers
51947, predicted: Games, actual: Computers
52060, predicted: Kids, actual: Computers
52069, predicted: Home, actual: Computers
52125, predicted: Kids, actual: Computers
52147, predicted: Health, actual: Computers
52169, predicted: Kids, actual: Computers
52337, predicted: Health, actual: Computers
52405, predicted: Recreation, actual: Computers
52449, predicted: Recreation, actual: Computers
52457, predicted: Business, actual: Computers
52534, predicted: Recreation, actual: Computers
52650, predicted: Reference, actual: Computers
37132, predicted: Business, actual: Computers
37290, predicted: Reference, actual: Computers
37517, predicted: Regional, actual: Computers
37919, predicted: Business, actual: Computers
37932, predicted: Computers, actual: Science
38254, predicted: Sports, actual: Computers
38304, predicted: Business, actual: Computers
38330, predicted: Shopping, actual: Computers
38405, predicted: Recreation, actual: Computers
38436, predicted: Science, actual: Computers
38447, predicted: Science, actual: Health
38466, predicted: Reference, actual: Computers
38496, predicted: Business, actual: Computers
38674, predicted: Reference, actual: Computers
38803, predicted: Regional, actual: Computers
39085, predicted: Health, actual: Computers
39604, predicted: Science, actual: Computers
39869, predicted: Games, actual: Computers
40260, predicted: Business, actual: Computers
40426, predicted: Business, actual: Computers
40472, predicted: Reference, actual: Computers
40732, predicted: Business, actual: Computers
40784, predicted: Regional, actual: Computers
40792, predicted: Health, actual: Computers
41219, predicted: Business, actual: Computers
41250, predicted: Recreation, actual: Computers
41486, predicted: Shopping, actual: Computers
42036, predicted: Science, actual: Computers
42553, predicted: Recreation, actual: Computers
42657, predicted: Business, actual: Computers
42707, predicted: Home, actual: Computers
42760, predicted: Society, actual: Computers
42998, predicted: News, actual: Computers
43122, predicted: News, actual: Computers
43170, predicted: Business, actual: Computers
43354, predicted: Science, actual: Computers
43400, predicted: Reference, actual: Computers
43901, predicted: Business, actual: Computers
43909, predicted: Reference, actual: Computers
43935, predicted: Science, actual: Computers
44033, predicted: News, actual: Computers
44037, predicted: Games, actual: Computers
44085, predicted: Science, actual: Computers
44105, predicted: Health, actual: Computers
44136, predicted: Recreation, actual: Computers
44144, predicted: Recreation, actual: Computers
44146, predicted: Games, actual: Computers
44161, predicted: Kids, actual: Computers
44173, predicted: Games, actual: Computers
44273, predicted: Computers, actual: Science
44297, predicted: Computers, actual: Science
44302, predicted: Society, actual: Computers
44315, predicted: Computers, actual: Science
44339, predicted: Science, actual: Computers
44399, predicted: Home, actual: Computers
44407, predicted: Recreation, actual: Computers
44413, predicted: Regional, actual: Computers
44434, predicted: Science, actual: Computers
44455, predicted: Recreation, actual: Computers
44457, predicted: News, actual: Computers
44463, predicted: Recreation, actual: Computers
44496, predicted: Computers, actual: Regional
44499, predicted: Reference, actual: Computers
44556, predicted: Kids, actual: Computers
44558, predicted: Science, actual: Computers
44561, predicted: Business, actual: Computers
44598, predicted: Business, actual: Computers
44639, predicted: Games, actual: Computers
44681, predicted: Science, actual: Computers
44784, predicted: Games, actual: Computers
44785, predicted: Games, actual: Computers
44789, predicted: Health, actual: Computers
44835, predicted: Arts, actual: Computers
44875, predicted: Reference, actual: Computers
44934, predicted: Society, actual: Computers
44990, predicted: Reference, actual: Computers
45081, predicted: Adult, actual: Computers
45219, predicted: Science, actual: Computers
45250, predicted: Recreation, actual: Computers
45351, predicted: Business, actual: Computers
45413, predicted: Regional, actual: Computers
45548, predicted: Shopping, actual: Computers
45595, predicted: Recreation, actual: Computers
45615, predicted: Games, actual: Computers
45668, predicted: Games, actual: Computers
45835, predicted: Regional, actual: Games
45884, predicted: Recreation, actual: Games
45998, predicted: Recreation, actual: Games
46073, predicted: News, actual: Games
46101, predicted: Business, actual: Games
46127, predicted: Shopping, actual: Games
46171, predicted: News, actual: Games
46172, predicted: Computers, actual: Games
46220, predicted: Recreation, actual: Games
46300, predicted: Business, actual: Games
46319, predicted: Health, actual: Business
46327, predicted: Shopping, actual: Business
46358, predicted: Kids, actual: Computers
46376, predicted: Reference, actual: News
46423, predicted: Business, actual: News
46506, predicted: Reference, actual: Recreation
46566, predicted: Shopping, actual: Games
46640, predicted: Business, actual: Games
46715, predicted: Society, actual: Games
46745, predicted: Adult, actual: Games
46764, predicted: Kids, actual: Games
46765, predicted: Recreation, actual: Games
46774, predicted: Computers, actual: Games
46778, predicted: Computers, actual: Games
46790, predicted: Games, actual: Society
46796, predicted: Computers, actual: Games
46898, predicted: Recreation, actual: Games
46911, predicted: Shopping, actual: Games
46918, predicted: Recreation, actual: Games
47092, predicted: Kids, actual: Games
47093, predicted: Science, actual: Games
47248, predicted: Kids, actual: Games
47263, predicted: Shopping, actual: Games
47361, predicted: Shopping, actual: Games
47446, predicted: Reference, actual: Games
47451, predicted: Home, actual: Games
47474, predicted: Society, actual: Games
47506, predicted: Science, actual: Games
47507, predicted: Society, actual: Games
47559, predicted: Shopping, actual: Games
47575, predicted: Arts, actual: Games
47592, predicted: Computers, actual: Games
47619, predicted: Computers, actual: Games
47686, predicted: Arts, actual: Games
47773, predicted: Kids, actual: Games
47780, predicted: Science, actual: Games
47786, predicted: Society, actual: Games
47914, predicted: Society, actual: Health
48029, predicted: Adult, actual: Health
48057, predicted: Reference, actual: Health
48111, predicted: Science, actual: Health
52866, predicted: Business, actual: Health
47365, predicted: Society, actual: Health
49564, predicted: Adult, actual: Health
49701, predicted: Society, actual: Health
49740, predicted: Arts, actual: Health
52683, predicted: Science, actual: Health
52707, predicted: Home, actual: Health
52749, predicted: Arts, actual: Health
52780, predicted: Science, actual: Health
52830, predicted: Science, actual: Health
52837, predicted: Business, actual: Health
45211, predicted: Games, actual: Health
45276, predicted: Kids, actual: Health
45409, predicted: Arts, actual: Health
45627, predicted: Business, actual: Society
45832, predicted: Kids, actual: Health
45951, predicted: Business, actual: Science
46320, predicted: Science, actual: Health
48267, predicted: Sports, actual: Health
48323, predicted: Health, actual: Sports
48368, predicted: Shopping, actual: Health
48432, predicted: Business, actual: Health
48440, predicted: Science, actual: Health
48585, predicted: Business, actual: Health
48717, predicted: Kids, actual: Health
48789, predicted: Kids, actual: Health
48877, predicted: News, actual: Health
48915, predicted: Science, actual: Health
48960, predicted: Arts, actual: Health
49006, predicted: Reference, actual: Health
49022, predicted: Society, actual: Health
49037, predicted: Business, actual: Health
49043, predicted: Business, actual: Health
49091, predicted: Shopping, actual: Health
49101, predicted: Business, actual: Health
49253, predicted: Science, actual: Health
49260, predicted: Society, actual: Health
49346, predicted: Science, actual: Health
49390, predicted: Science, actual: Health
49435, predicted: Society, actual: Health
49444, predicted: Kids, actual: Health
49545, predicted: Kids, actual: Health
51543, predicted: Science, actual: Health
51555, predicted: Home, actual: Health
51647, predicted: Business, actual: Health
51691, predicted: Science, actual: Health
51694, predicted: Reference, actual: Health
51743, predicted: Business, actual: Health
52169, predicted: Society, actual: Health
52280, predicted: Science, actual: Health
52337, predicted: Kids, actual: Health
52414, predicted: Business, actual: Health
52457, predicted: Recreation, actual: Health
37301, predicted: Business, actual: Health
37517, predicted: News, actual: Health
37932, predicted: Science, actual: Health
38254, predicted: Recreation, actual: Health
38304, predicted: Business, actual: Health
39656, predicted: Science, actual: Health
40784, predicted: Society, actual: Health
41250, predicted: Business, actual: Health
42811, predicted: Business, actual: Health
43354, predicted: News, actual: Health
43412, predicted: Kids, actual: Health
43780, predicted: Games, actual: Health
44033, predicted: News, actual: Health
44037, predicted: Business, actual: Health
44105, predicted: Science, actual: Health
44131, predicted: Kids, actual: Health
44161, predicted: Kids, actual: Health
44250, predicted: News, actual: Health
44316, predicted: Kids, actual: Home
44318, predicted: Health, actual: Science
44327, predicted: Home, actual: Recreation
44331, predicted: Computers, actual: Shopping
44340, predicted: Home, actual: Recreation
44401, predicted: Kids, actual: Home
44413, predicted: Games, actual: Home
44434, predicted: Adult, actual: Home
44455, predicted: Regional, actual: Home
44463, predicted: News, actual: Home
44499, predicted: Games, actual: Home
44506, predicted: Recreation, actual: Home
44539, predicted: Reference, actual: Home
44553, predicted: Shopping, actual: Home
44556, predicted: Kids, actual: Home
44558, predicted: Health, actual: Home
44561, predicted: Society, actual: Home
44583, predicted: Recreation, actual: Home
44591, predicted: Health, actual: Home
44598, predicted: Health, actual: Home
44632, predicted: Shopping, actual: Home
44639, predicted: Home, actual: Kids
44784, predicted: Reference, actual: Home
44789, predicted: Home, actual: Science
44835, predicted: Business, actual: Home
44934, predicted: Recreation, actual: Home
44990, predicted: Recreation, actual: Home
45219, predicted: Sports, actual: Home
45237, predicted: Science, actual: Home
45351, predicted: Society, actual: Home
45362, predicted: News, actual: Home
45413, predicted: Recreation, actual: Home
45528, predicted: Recreation, actual: Home
45548, predicted: News, actual: Home
45595, predicted: Kids, actual: Home
45605, predicted: Recreation, actual: Home
45680, predicted: Business, actual: Home
45704, predicted: Games, actual: Home
45758, predicted: Arts, actual: Home
45830, predicted: Regional, actual: Home
45836, predicted: Society, actual: Home
45884, predicted: Business, actual: Home
45896, predicted: Business, actual: Home
45899, predicted: Games, actual: Home
45926, predicted: Business, actual: Home
45987, predicted: News, actual: Home
45998, predicted: Shopping, actual: Home
46007, predicted: News, actual: Home
46032, predicted: Computers, actual: Home
46077, predicted: News, actual: Home
46100, predicted: Health, actual: Home
46127, predicted: Arts, actual: Kids
46171, predicted: Recreation, actual: Kids
46172, predicted: News, actual: Kids
46191, predicted: Science, actual: Kids
46203, predicted: Computers, actual: Kids
46220, predicted: Computers, actual: Kids
46283, predicted: News, actual: Kids
46300, predicted: Games, actual: Kids
46313, predicted: Business, actual: Kids
46319, predicted: Kids, actual: Reference
46327, predicted: Science, actual: Kids
46352, predicted: Reference, actual: Kids
46358, predicted: Science, actual: Kids
46407, predicted: Science, actual: Kids
46419, predicted: Arts, actual: Kids
46423, predicted: Games, actual: Kids
46439, predicted: Health, actual: Kids
46462, predicted: Recreation, actual: Kids
46463, predicted: Health, actual: Kids
46506, predicted: Business, actual: Kids
46507, predicted: Recreation, actual: Kids
46529, predicted: Business, actual: Kids
46544, predicted: Reference, actual: Kids
46549, predicted: Kids, actual: Recreation
46566, predicted: Recreation, actual: Kids
46587, predicted: Kids, actual: Society
46684, predicted: Kids, actual: Recreation
46691, predicted: Society, actual: Kids
46715, predicted: Science, actual: Kids
46725, predicted: Games, actual: Kids
46796, predicted: Home, actual: Kids
46820, predicted: Arts, actual: Kids
46839, predicted: Recreation, actual: Science
46847, predicted: Science, actual: Kids
46849, predicted: Reference, actual: Kids
46877, predicted: Reference, actual: Kids
46894, predicted: Science, actual: Kids
46898, predicted: Science, actual: Kids
46911, predicted: Regional, actual: Science
46918, predicted: Science, actual: Kids
46934, predicted: Recreation, actual: Kids
46962, predicted: Business, actual: Kids
46964, predicted: Business, actual: Science
46988, predicted: Sports, actual: Kids
47042, predicted: Kids, actual: Recreation
47047, predicted: Kids, actual: Sports
47092, predicted: Reference, actual: Kids
47093, predicted: Recreation, actual: Sports
47100, predicted: Recreation, actual: Kids
47129, predicted: Reference, actual: Kids
47160, predicted: Sports, actual: Kids
47213, predicted: Kids, actual: Sports
47223, predicted: Kids, actual: Sports
47297, predicted: Business, actual: Kids
47318, predicted: Shopping, actual: Kids
47319, predicted: Kids, actual: Recreation
47361, predicted: Business, actual: Kids
47367, predicted: News, actual: Kids
47375, predicted: Society, actual: Kids
47385, predicted: Recreation, actual: Kids
47392, predicted: Society, actual: Kids
47397, predicted: Kids, actual: Society
47407, predicted: Arts, actual: Kids
47441, predicted: Business, actual: Kids
47446, predicted: Recreation, actual: Kids
47472, predicted: Business, actual: Kids
47476, predicted: Society, actual: Kids
47490, predicted: Business, actual: Kids
47502, predicted: Recreation, actual: Kids
47506, predicted: Home, actual: Kids
47507, predicted: Recreation, actual: Kids
47517, predicted: Recreation, actual: Kids
47521, predicted: Recreation, actual: Kids
47523, predicted: Home, actual: Kids
47529, predicted: Business, actual: Kids
47530, predicted: Health, actual: Kids
47575, predicted: Society, actual: News
47592, predicted: Recreation, actual: News
47636, predicted: Recreation, actual: News
47664, predicted: Arts, actual: News
47678, predicted: Kids, actual: News
47722, predicted: Arts, actual: News
47731, predicted: Business, actual: News
47743, predicted: Regional, actual: News
47747, predicted: Science, actual: News
47762, predicted: Business, actual: Regional
47770, predicted: Business, actual: Society
47780, predicted: Health, actual: Arts
47786, predicted: Games, actual: Arts
47802, predicted: Science, actual: Arts
47825, predicted: Business, actual: Arts
47860, predicted: Business, actual: Shopping
47890, predicted: Games, actual: Business
47912, predicted: Society, actual: Home
47914, predicted: Adult, actual: Home
47965, predicted: Shopping, actual: News
47984, predicted: Society, actual: News
48037, predicted: Computers, actual: News
48050, predicted: Computers, actual: Business
48057, predicted: News, actual: Business
48081, predicted: Business, actual: Society
48108, predicted: Regional, actual: Business
48111, predicted: Adult, actual: Computers
48128, predicted: News, actual: Computers
48194, predicted: Society, actual: Computers
48199, predicted: Computers, actual: Games
48246, predicted: Kids, actual: Games
49773, predicted: Recreation, actual: Health
52866, predicted: News, actual: Health
47293, predicted: Business, actual: Health
47549, predicted: Science, actual: Home
49568, predicted: Business, actual: Home
49574, predicted: Kids, actual: Recreation
49600, predicted: Recreation, actual: News
52780, predicted: Society, actual: News
52830, predicted: Business, actual: News
52837, predicted: Home, actual: News
52846, predicted: Science, actual: News
45541, predicted: Arts, actual: News
45832, predicted: Recreation, actual: News
45949, predicted: Recreation, actual: News
45951, predicted: Science, actual: News
46041, predicted: News, actual: Society
46221, predicted: Society, actual: News
46320, predicted: Health, actual: News
46425, predicted: Kids, actual: News
46510, predicted: Business, actual: News
46930, predicted: Science, actual: News
48141, predicted: Society, actual: News
48168, predicted: Home, actual: News
